"";"NUMREGCAR";"uf";"munic";"code";"fcar"
"1";"SP3553708522501587CD0421493464ECA36E4D84A";"SP";"3553708";"522501587CD0421493464ECA36E4D84A";"SP-3553708-522501587CD0421493464ECA36E4D84A"
"2";"SP3531308EABF1FD9F4674DB398C7CF65FAEA1C60";"SP";"3531308";"EABF1FD9F4674DB398C7CF65FAEA1C60";"SP-3531308-EABF1FD9F4674DB398C7CF65FAEA1C60"
"3";"SP3553708D49D9E96BA35497C9CFC9E4375CE860C";"SP";"3553708";"D49D9E96BA35497C9CFC9E4375CE860C";"SP-3553708-D49D9E96BA35497C9CFC9E4375CE860C"
