"";"Ano";"CAR";"Area_Fazenda_CAR";"Area_Fazenda_Florestada";"Area_Fazenda_Florestada_Perc";"Area_APP_CAR";"Area_APP_Florestada";"Area_APP_Deficit";"Area_APP_Deficit_Per";"Area_RL_CAR";"Area_RL_Florestada";"Area_RL_Deficit";"Area_RL_Deficit_Per";"Area_VN_CAR";"Area_VN_Florestada";"Area_VN_Deficit";"Area_VN_Deficit_Per"
"1";2020;"PA-1503309-EEC7AD90FFD4441F9122AD56CE570D9B";268,718961926145;169,478991594386;63,0692342585656;0;0;0;NA;1,32377121038408;1,32377183903022;6,28646135814037e-07;4,74890321592384e-05;1,29999211544734;1,29999203975036;-7,56969804616148e-08;-5,82287996689633e-06
