"";"NUMREGCAR";"uf";"munic";"code";"fcar"
"1";"SP3518602324EF535554A4215ABB213764BFAC2F4";"SP";"3518602";"324EF535554A4215ABB213764BFAC2F4";"SP-3518602-324EF535554A4215ABB213764BFAC2F4"
"2";"SP351860206C22ADABA4C42D9A7D0E3130F943869";"SP";"3518602";"06C22ADABA4C42D9A7D0E3130F943869";"SP-3518602-06C22ADABA4C42D9A7D0E3130F943869"
