"","Ano","CAR","Status","SITUACAO","CONDICAO","Area_Fazenda_Total","Area_Fazenda_Florestada","APP_Total","APP_Florestada","RESERVA_LEGAL_Total","RESERVA_LEGAL_Florestada","VEGETACAO_NATIVA_Total","VEGETACAO_NATIVA_Florestada","SERVIDAO_ADMINISTRATIVA_Total","SERVIDAO_ADMINISTRATIVA_Florestada","USO_RESTRITO_Total","USO_RESTRITO_Florestada","AREA_CONSOLIDADA_Total","AREA_CONSOLIDADA_Florestada","A1","A2","A3","A4","A5","A6","A7","V11","V12","V21","V22","V23","V31","V32","cent_log","cent_lat","A1","A2","A3","A4","A5","A6","A7","V11","V12","V21","V22","V23","V31","V32"
"1",2021,"SP-3538006-CC9079809F6F40D694C972622A475E42","Shapefile SiCAR Processado","AT","Aguardando análise",1890,62.31,77.08,17.09,81.36,21.76,24.5,16.47,NA,NA,NA,NA,3.6,0.12,4.61,11.62,0,0,55.38,5.47,4.85,4.61,55.38,11.62,0,5.47,4.61,17.09,-45.3907188422984,-22.8582436798618,9.23,23.24,0,0,110.76,10.93,9.7,13.84,166.14,34.86,0,16.4,9.23,34.17
