"","Status","CAR","Ano","SITUACAO","CONDICAO","Area_Fazenda_Total","Area_Fazenda_Florestada","Area_Fazenda_Deficit","Area_Fazenda_Deficit_%","APP_Total","APP_Florestada","APP_Deficit","APP_Deficit_%","RESERVA_LEGAL_Total","RESERVA_LEGAL_Florestada","RESERVA_LEGAL_Deficit","RESERVA_LEGAL_Deficit_%","VEGETACAO_NATIVA_Total","VEGETACAO_NATIVA_Florestada","VEGETACAO_NATIVA_Deficit","VEGETACAO_NATIVA_Deficit_%","SERVIDAO_ADMINISTRATIVA_Total","SERVIDAO_ADMINISTRATIVA_Florestada","SERVIDAO_ADMINISTRATIVA_Deficit","SERVIDAO_ADMINISTRATIVA_Deficit_%","AREA_CONSOLIDADA_Total","AREA_CONSOLIDADA_Florestada","AREA_CONSOLIDADA_Deficit","AREA_CONSOLIDADA_Deficit_%"
"1","CAR em Processado","PR-4101101-0ABF6B8B86F846CF9848492A2A7C4876",2020,"AT","Aguardando analise",66.44,0,-66.44,-100,7.46,0,-7.46,-100,1.33,0,-1.33,-100,1.33,0,-1.33,-100,1.28,0,-1.28,-100,61.24,0,-61.24,-100
