"","Status","CAR","Ano","SITUACAO","CONDICAO","Area_Fazenda_Total","Area_Fazenda_Florestada","Area_Fazenda_Deficit","Area_Fazenda_Deficit_%","APP_Total","APP_Florestada","APP_Deficit","APP_Deficit_%","RESERVA_LEGAL_Total","RESERVA_LEGAL_Florestada","RESERVA_LEGAL_Deficit","RESERVA_LEGAL_Deficit_%","VEGETACAO_NATIVA_Total","VEGETACAO_NATIVA_Florestada","VEGETACAO_NATIVA_Deficit","VEGETACAO_NATIVA_Deficit_%","USO_RESTRITO_Total","USO_RESTRITO_Florestada","USO_RESTRITO_Deficit","USO_RESTRITO_Deficit_%","AREA_CONSOLIDADA_Total","AREA_CONSOLIDADA_Florestada","AREA_CONSOLIDADA_Deficit","AREA_CONSOLIDADA_Deficit_%"
"1","CAR em Processado","SP-3524303-1739C594B4F540C59AF7B47ADBB2D62D",2020,"AT","Aguardando analise",1139.25,160.36,-978.89,-85.92,73.72,69.23,-4.49,-6.09,192.43,145.41,-47.02,-24.43,188.21,144.06,-44.15,-23.46,0,0,0,NA,0.18,0.14,-0.04,-22.22
