"","Status","CAR","Ano","SITUACAO","CONDICAO","Area_Fazenda_Total","Area_Fazenda_Florestada","Area_Fazenda_Deficit","Area_Fazenda_Deficit_%","APP_Total","APP_Florestada","APP_Deficit","APP_Deficit_%","RESERVA_LEGAL_Total","RESERVA_LEGAL_Florestada","RESERVA_LEGAL_Deficit","RESERVA_LEGAL_Deficit_%","VEGETACAO_NATIVA_Total","VEGETACAO_NATIVA_Florestada","VEGETACAO_NATIVA_Deficit","VEGETACAO_NATIVA_Deficit_%","SERVIDAO_ADMINISTRATIVA_Total","SERVIDAO_ADMINISTRATIVA_Florestada","SERVIDAO_ADMINISTRATIVA_Deficit","SERVIDAO_ADMINISTRATIVA_Deficit_%","USO_RESTRITO_Total","USO_RESTRITO_Florestada","USO_RESTRITO_Deficit","USO_RESTRITO_Deficit_%","AREA_CONSOLIDADA_Total","AREA_CONSOLIDADA_Florestada","AREA_CONSOLIDADA_Deficit","AREA_CONSOLIDADA_Deficit_%"
"1","CAR em Processado","SP-3548906-225ADCDFFBBF4732980E6F90DBA1DBE1",2020,"AT","Aguardando anÃ¡lise",72.16,43.3,-28.86,-39.99,7.52,6.71,-0.81,-10.77,20.78,19.04,-1.74,-8.37,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA
