"","Status","CAR","Ano","SITUACAO","CONDICAO","Area_Fazenda_Total","Area_Fazenda_Florestada","Area_Fazenda_Deficit","Area_Fazenda_Deficit_%","APP_Total","APP_Florestada","APP_Deficit","APP_Deficit_%","RESERVA_LEGAL_Total","RESERVA_LEGAL_Florestada","RESERVA_LEGAL_Deficit","RESERVA_LEGAL_Deficit_%","VEGETACAO_NATIVA_Total","VEGETACAO_NATIVA_Florestada","VEGETACAO_NATIVA_Deficit","VEGETACAO_NATIVA_Deficit_%","SERVIDAO_ADMINISTRATIVA_Total","SERVIDAO_ADMINISTRATIVA_Florestada","SERVIDAO_ADMINISTRATIVA_Deficit","SERVIDAO_ADMINISTRATIVA_Deficit_%","USO_RESTRITO_Total","USO_RESTRITO_Florestada","USO_RESTRITO_Deficit","USO_RESTRITO_Deficit_%","AREA_CONSOLIDADA_Total","AREA_CONSOLIDADA_Florestada","AREA_CONSOLIDADA_Deficit","AREA_CONSOLIDADA_Deficit_%"
"1","CAR em Processado","SP-3548906-13CBFC3115AD49A9B51FC014A701B019",2020,"AT","Aguardando analise",485.84,104.56,-381.28,-78.48,8.69,7.94,-0.75,-8.63,101.81,95.39,-6.42,-6.31,105.4,98.4,-7,-6.64,0,0,0,NA,0,0,0,NA,0.55,0.44,-0.11,-20
