"","fcar","situacao","uf","munic","code","NUMREGCAR"
"1","MT-5100201-2B6E55F63759489D81FCF62820B54D45","AT","MT","5100201","2B6E55F63759489D81FCF62820B54D45","MT51002012B6E55F63759489D81FCF62820B54D45"
"2","MT-5100201-152091AF599B440A9326F31E9463860E","AT","MT","5100201","152091AF599B440A9326F31E9463860E","MT5100201152091AF599B440A9326F31E9463860E"
"3","MT-5100201-64F4B22A2DEE4825839BE0C50641F256","AT","MT","5100201","64F4B22A2DEE4825839BE0C50641F256","MT510020164F4B22A2DEE4825839BE0C50641F256"
"4","MT-5100201-FA1B40207FCD43DEB336088E19FB3C7A","AT","MT","5100201","FA1B40207FCD43DEB336088E19FB3C7A","MT5100201FA1B40207FCD43DEB336088E19FB3C7A"
"5","MT-5100201-6EB7F80B80D54E2AB0BAE2C9F88D5656","AT","MT","5100201","6EB7F80B80D54E2AB0BAE2C9F88D5656","MT51002016EB7F80B80D54E2AB0BAE2C9F88D5656"
"6","MT-5100201-974447C1EA624FA595B71D80140A4743","AT","MT","5100201","974447C1EA624FA595B71D80140A4743","MT5100201974447C1EA624FA595B71D80140A4743"
"7","MT-5100201-6ABABDBC0DB94D60A16FF17DC9EDF53B","AT","MT","5100201","6ABABDBC0DB94D60A16FF17DC9EDF53B","MT51002016ABABDBC0DB94D60A16FF17DC9EDF53B"
"8","MT-5100201-7084D410063E40C48F64777DE93AD075","AT","MT","5100201","7084D410063E40C48F64777DE93AD075","MT51002017084D410063E40C48F64777DE93AD075"
"9","MT-5100201-7C89211D2DD240AEA48125DDF1492124","CA","MT","5100201","7C89211D2DD240AEA48125DDF1492124","MT51002017C89211D2DD240AEA48125DDF1492124"
"10","MT-5100201-5F24E03EB897415BB4D0474412C72091","CA","MT","5100201","5F24E03EB897415BB4D0474412C72091","MT51002015F24E03EB897415BB4D0474412C72091"
"11","MT-5100201-ABDB934A2587444FABD3C519F3F385BC","CA","MT","5100201","ABDB934A2587444FABD3C519F3F385BC","MT5100201ABDB934A2587444FABD3C519F3F385BC"
"12","MT-5100201-7E8D7D7588E44EB886EE93A69A55FD76","CA","MT","5100201","7E8D7D7588E44EB886EE93A69A55FD76","MT51002017E8D7D7588E44EB886EE93A69A55FD76"
"13","MT-5100201-32A75712BDE24545964FECE33D7F9C5C","AT","MT","5100201","32A75712BDE24545964FECE33D7F9C5C","MT510020132A75712BDE24545964FECE33D7F9C5C"
"14","MT-5100201-19ACDAE1EECD4326A14A7E4047DC2ECE","PE","MT","5100201","19ACDAE1EECD4326A14A7E4047DC2ECE","MT510020119ACDAE1EECD4326A14A7E4047DC2ECE"
"15","MT-5100201-36E8296D070943BB9A9FB09DE791BA21","AT","MT","5100201","36E8296D070943BB9A9FB09DE791BA21","MT510020136E8296D070943BB9A9FB09DE791BA21"
"16","MT-5100201-BF72B75CCFB3411D9C85AFABFB5BE677","AT","MT","5100201","BF72B75CCFB3411D9C85AFABFB5BE677","MT5100201BF72B75CCFB3411D9C85AFABFB5BE677"
"17","MT-5100201-BFF15EF4679B447EAD0C8DBF322F12DA","AT","MT","5100201","BFF15EF4679B447EAD0C8DBF322F12DA","MT5100201BFF15EF4679B447EAD0C8DBF322F12DA"
"18","MT-5100201-45898EF4C3A74888AF4BA4C672ACF3B9","AT","MT","5100201","45898EF4C3A74888AF4BA4C672ACF3B9","MT510020145898EF4C3A74888AF4BA4C672ACF3B9"
"19","MT-5100201-BBD7954FAC7B4A75B60C7241548BB5A9","AT","MT","5100201","BBD7954FAC7B4A75B60C7241548BB5A9","MT5100201BBD7954FAC7B4A75B60C7241548BB5A9"
"20","MT-5100201-5F6D5691797544AE88F3D7928BF37CBE","AT","MT","5100201","5F6D5691797544AE88F3D7928BF37CBE","MT51002015F6D5691797544AE88F3D7928BF37CBE"
"21","MT-5100201-BC3D9C3559664B77BBBA27FE216FF1A1","AT","MT","5100201","BC3D9C3559664B77BBBA27FE216FF1A1","MT5100201BC3D9C3559664B77BBBA27FE216FF1A1"
"22","MT-5100201-7F6718045BFA4F5FB658D7D987D40686","AT","MT","5100201","7F6718045BFA4F5FB658D7D987D40686","MT51002017F6718045BFA4F5FB658D7D987D40686"
"23","MT-5100201-4F8736879FE7451590814E9FFBAC521E","AT","MT","5100201","4F8736879FE7451590814E9FFBAC521E","MT51002014F8736879FE7451590814E9FFBAC521E"
"24","MT-5100201-5C209B5997584E64BE403A8C5C5448D8","AT","MT","5100201","5C209B5997584E64BE403A8C5C5448D8","MT51002015C209B5997584E64BE403A8C5C5448D8"
"25","MT-5100201-324E601EE6D74BE08BF14FFB4DA03CFA","AT","MT","5100201","324E601EE6D74BE08BF14FFB4DA03CFA","MT5100201324E601EE6D74BE08BF14FFB4DA03CFA"
"26","MT-5100201-2DE13EAD05344FD2B698AD5BC56F6688","AT","MT","5100201","2DE13EAD05344FD2B698AD5BC56F6688","MT51002012DE13EAD05344FD2B698AD5BC56F6688"
"27","MT-5100201-A56E73586950451D8C0EB259EEA0CCF5","AT","MT","5100201","A56E73586950451D8C0EB259EEA0CCF5","MT5100201A56E73586950451D8C0EB259EEA0CCF5"
"28","MT-5100201-F82425D586ED4ECCB263068D63D7B36A","AT","MT","5100201","F82425D586ED4ECCB263068D63D7B36A","MT5100201F82425D586ED4ECCB263068D63D7B36A"
"29","MT-5100201-77DD5ECF641341B5BBAF05522DB51E60","AT","MT","5100201","77DD5ECF641341B5BBAF05522DB51E60","MT510020177DD5ECF641341B5BBAF05522DB51E60"
"30","MT-5100201-60BA5604D5C14EDF94F4AF64FE803BC0","AT","MT","5100201","60BA5604D5C14EDF94F4AF64FE803BC0","MT510020160BA5604D5C14EDF94F4AF64FE803BC0"
"31","MT-5100201-28DA57F3CD434791937C5FC0043CD45E","AT","MT","5100201","28DA57F3CD434791937C5FC0043CD45E","MT510020128DA57F3CD434791937C5FC0043CD45E"
"32","MT-5100201-C4F3F606D47448049A65F3517CF00263","AT","MT","5100201","C4F3F606D47448049A65F3517CF00263","MT5100201C4F3F606D47448049A65F3517CF00263"
"33","MT-5100201-721B482F3FCD4E899844571A471B6EBA","AT","MT","5100201","721B482F3FCD4E899844571A471B6EBA","MT5100201721B482F3FCD4E899844571A471B6EBA"
"34","MT-5100201-28B589FE90F7410EA542BA10A3C7C903","AT","MT","5100201","28B589FE90F7410EA542BA10A3C7C903","MT510020128B589FE90F7410EA542BA10A3C7C903"
"35","MT-5100201-3BAD4CE64B5944DFB948AFF9876B0479","AT","MT","5100201","3BAD4CE64B5944DFB948AFF9876B0479","MT51002013BAD4CE64B5944DFB948AFF9876B0479"
"36","MT-5100201-E91BF9DD7F7243DC9113DEB22F28E22F","AT","MT","5100201","E91BF9DD7F7243DC9113DEB22F28E22F","MT5100201E91BF9DD7F7243DC9113DEB22F28E22F"
"37","MT-5100201-2EB3E5E6EC1D40FEBC57A52CFBE59962","AT","MT","5100201","2EB3E5E6EC1D40FEBC57A52CFBE59962","MT51002012EB3E5E6EC1D40FEBC57A52CFBE59962"
"38","MT-5100201-934AFF825F524C33A9433E90229BD381","AT","MT","5100201","934AFF825F524C33A9433E90229BD381","MT5100201934AFF825F524C33A9433E90229BD381"
"39","MT-5100201-799FF199DA91416DA1C12731BF1193AA","AT","MT","5100201","799FF199DA91416DA1C12731BF1193AA","MT5100201799FF199DA91416DA1C12731BF1193AA"
"40","MT-5100201-F5D2B28D59964BBB83A6473AE218E382","AT","MT","5100201","F5D2B28D59964BBB83A6473AE218E382","MT5100201F5D2B28D59964BBB83A6473AE218E382"
"41","MT-5100201-B4C14D0BA9BB4A608674CF683D208B50","AT","MT","5100201","B4C14D0BA9BB4A608674CF683D208B50","MT5100201B4C14D0BA9BB4A608674CF683D208B50"
"42","MT-5100201-0529F46912B14268A535C148BDDB5D5D","AT","MT","5100201","0529F46912B14268A535C148BDDB5D5D","MT51002010529F46912B14268A535C148BDDB5D5D"
"43","MT-5100201-3FF1B86DA4DA4EF290404172695230A0","AT","MT","5100201","3FF1B86DA4DA4EF290404172695230A0","MT51002013FF1B86DA4DA4EF290404172695230A0"
"44","MT-5100201-A25C29EDEEFC47ACA62E82A191479CB1","AT","MT","5100201","A25C29EDEEFC47ACA62E82A191479CB1","MT5100201A25C29EDEEFC47ACA62E82A191479CB1"
"45","MT-5100201-380AC33D44694B17B0A98A58FCB06512","AT","MT","5100201","380AC33D44694B17B0A98A58FCB06512","MT5100201380AC33D44694B17B0A98A58FCB06512"
