"","fcar","situacao","uf","munic","code","NUMREGCAR"
"1","MT-5107883-E016B27C8C394560ADBC932637B98F00","AT","MT","5107883","E016B27C8C394560ADBC932637B98F00","MT5107883E016B27C8C394560ADBC932637B98F00"
"2","MT-5107883-F3D1A7CF148A4AACB64B77A3448EEBEC","AT","MT","5107883","F3D1A7CF148A4AACB64B77A3448EEBEC","MT5107883F3D1A7CF148A4AACB64B77A3448EEBEC"
"3","MT-5107883-051E3456FFDE4E8ABE5CA0733205A29D","AT","MT","5107883","051E3456FFDE4E8ABE5CA0733205A29D","MT5107883051E3456FFDE4E8ABE5CA0733205A29D"
"4","MT-5107883-89D7216340184674BE40ECB327539F8F","AT","MT","5107883","89D7216340184674BE40ECB327539F8F","MT510788389D7216340184674BE40ECB327539F8F"
"5","MT-5107883-B685AD205364486390B485C239E80A41","AT","MT","5107883","B685AD205364486390B485C239E80A41","MT5107883B685AD205364486390B485C239E80A41"
"6","MT-5107883-903E14054DB645E9856AFDC973E0B4E4","AT","MT","5107883","903E14054DB645E9856AFDC973E0B4E4","MT5107883903E14054DB645E9856AFDC973E0B4E4"
"7","MT-5107883-3C0DABA76547442CBBAE4D3B4AEFA4A7","AT","MT","5107883","3C0DABA76547442CBBAE4D3B4AEFA4A7","MT51078833C0DABA76547442CBBAE4D3B4AEFA4A7"
"8","MT-5107883-2D290A1C516D4C5AB915B0ED254690FF","AT","MT","5107883","2D290A1C516D4C5AB915B0ED254690FF","MT51078832D290A1C516D4C5AB915B0ED254690FF"
"9","MT-5107883-F0E11520CC5C4E21B1294DED85A508D5","AT","MT","5107883","F0E11520CC5C4E21B1294DED85A508D5","MT5107883F0E11520CC5C4E21B1294DED85A508D5"
"10","MT-5107883-1844C41B341E41F1ABC891742606127C","AT","MT","5107883","1844C41B341E41F1ABC891742606127C","MT51078831844C41B341E41F1ABC891742606127C"
"11","MT-5107883-7579320DFA514E19870D66487DA24D4A","AT","MT","5107883","7579320DFA514E19870D66487DA24D4A","MT51078837579320DFA514E19870D66487DA24D4A"
"12","MT-5107883-70AF1DF1B10942E898BEA72A96E7D55E","AT","MT","5107883","70AF1DF1B10942E898BEA72A96E7D55E","MT510788370AF1DF1B10942E898BEA72A96E7D55E"
"13","MT-5107883-521D97B0A5BD4054B7EC80E4D73A4123","CA","MT","5107883","521D97B0A5BD4054B7EC80E4D73A4123","MT5107883521D97B0A5BD4054B7EC80E4D73A4123"
"14","MT-5107883-C0FCCE3DFDE44F3C91FF748B3B1A9315","AT","MT","5107883","C0FCCE3DFDE44F3C91FF748B3B1A9315","MT5107883C0FCCE3DFDE44F3C91FF748B3B1A9315"
"15","MT-5107883-F3575696BED24565BDF3F4AB49C65784","CA","MT","5107883","F3575696BED24565BDF3F4AB49C65784","MT5107883F3575696BED24565BDF3F4AB49C65784"
"16","MT-5107883-D8FCC22F8AA54622ABA4F9DFB80089CF","AT","MT","5107883","D8FCC22F8AA54622ABA4F9DFB80089CF","MT5107883D8FCC22F8AA54622ABA4F9DFB80089CF"
"17","MT-5107883-BE30A97F5B82447794C7282976A57CEA","CA","MT","5107883","BE30A97F5B82447794C7282976A57CEA","MT5107883BE30A97F5B82447794C7282976A57CEA"
"18","MT-5107883-1EBB73842395443E9786BBCE58E274C7","CA","MT","5107883","1EBB73842395443E9786BBCE58E274C7","MT51078831EBB73842395443E9786BBCE58E274C7"
"19","MT-5107883-625E8135BBF14CDC8CF766527D14D249","AT","MT","5107883","625E8135BBF14CDC8CF766527D14D249","MT5107883625E8135BBF14CDC8CF766527D14D249"
"20","MT-5107883-D86D454EDCBC44FF9D721B8BAFEA1655","AT","MT","5107883","D86D454EDCBC44FF9D721B8BAFEA1655","MT5107883D86D454EDCBC44FF9D721B8BAFEA1655"
"21","MT-5107883-A18F5C14339A4CC692B8000FE2D40999","CA","MT","5107883","A18F5C14339A4CC692B8000FE2D40999","MT5107883A18F5C14339A4CC692B8000FE2D40999"
"22","MT-5107883-1B586F1B88CE49F9BD25102550F4357E","AT","MT","5107883","1B586F1B88CE49F9BD25102550F4357E","MT51078831B586F1B88CE49F9BD25102550F4357E"
"23","MT-5107883-C9E8C449BA2D4C01B51AC5AE5CB2102A","AT","MT","5107883","C9E8C449BA2D4C01B51AC5AE5CB2102A","MT5107883C9E8C449BA2D4C01B51AC5AE5CB2102A"
"24","MT-5107883-A0F18A6FAED24121A3894E27EE8C2739","AT","MT","5107883","A0F18A6FAED24121A3894E27EE8C2739","MT5107883A0F18A6FAED24121A3894E27EE8C2739"
"25","MT-5107883-FBFBAEAFB7D248C787572A22DC7218F8","AT","MT","5107883","FBFBAEAFB7D248C787572A22DC7218F8","MT5107883FBFBAEAFB7D248C787572A22DC7218F8"
"26","MT-5107883-0C0D61E407254CDE8D611B6906EA9A74","AT","MT","5107883","0C0D61E407254CDE8D611B6906EA9A74","MT51078830C0D61E407254CDE8D611B6906EA9A74"
"27","MT-5107883-1F88D03AE56C452AB02755CB8DA38BD5","AT","MT","5107883","1F88D03AE56C452AB02755CB8DA38BD5","MT51078831F88D03AE56C452AB02755CB8DA38BD5"
"28","MT-5107883-E23492B4898B43F882CE746DAC4B1369","AT","MT","5107883","E23492B4898B43F882CE746DAC4B1369","MT5107883E23492B4898B43F882CE746DAC4B1369"
