"","munic","Processado","Status"
"698","4312625","Sim","CAR encontrado"
"699","4312617","Sim","CAR encontrado"
"700","4312609","Sim","CAR encontrado"
"701","4312500","Sim","CAR encontrado"
"702","4312476","Sim","CAR encontrado"
"703","4312450","Sim","CAR encontrado"
"704","4312443","Sim","CAR encontrado"
"705","4312427","Sim","CAR encontrado"
"706","4312401","Sim","CAR encontrado"
"707","4312385","Sim","CAR encontrado"
"708","4312377","Sim","CAR encontrado"
"709","4312351","Sim","CAR encontrado"
"710","4312302","Sim","CAR encontrado"
"711","4312252","Sim","CAR encontrado"
"712","4312203","Sim","CAR encontrado"
"713","4312179","Sim","CAR encontrado"
"714","4312153","Sim","CAR encontrado"
"715","4312138","Sim","CAR encontrado"
"716","4312104","Sim","CAR encontrado"
"717","4312054","Sim","CAR encontrado"
"718","4312005","Sim","CAR encontrado"
"719","4311981","Sim","CAR encontrado"
"720","4311908","Sim","CAR encontrado"
"721","4311809","Sim","CAR encontrado"
"722","4311791","Sim","CAR encontrado"
"723","4311775","Sim","CAR encontrado"
"724","4311759","Sim","CAR encontrado"
"725","4311734","Sim","CAR encontrado"
"726","4311700","Sim","CAR encontrado"
"727","4311718","Sim","CAR encontrado"
"728","4311643","Sim","CAR encontrado"
"729","4311627","Sim","CAR encontrado"
"730","4311601","Sim","CAR encontrado"
"731","4311502","Sim","CAR encontrado"
"732","4311429","Sim","CAR encontrado"
"733","4311403","Sim","CAR encontrado"
"734","4311254","Sim","CAR encontrado"
"735","4311304","Sim","CAR encontrado"
"736","4311270","Sim","CAR encontrado"
"737","4311239","Sim","CAR encontrado"
"738","4311205","Sim","CAR encontrado"
"739","4311155","Sim","CAR encontrado"
"740","4311130","Sim","CAR encontrado"
"741","4311122","Sim","CAR encontrado"
"742","4311106","Sim","CAR encontrado"
"743","4311007","Sim","CAR encontrado"
"744","4310900","Sim","CAR encontrado"
"745","4310876","Sim","CAR encontrado"
"746","4310850","Sim","CAR encontrado"
"747","4310801","Sim","CAR encontrado"
"748","4310751","Sim","CAR encontrado"
"749","4310702","Sim","CAR encontrado"
"750","4310652","Sim","CAR encontrado"
"751","4310603","Sim","CAR encontrado"
"752","4310579","Sim","CAR encontrado"
"753","4310553","Sim","CAR encontrado"
"754","4310538","Sim","CAR encontrado"
"755","4310504","Sim","CAR encontrado"
"756","4310462","Sim","CAR encontrado"
"757","4310439","Sim","CAR encontrado"
"758","4310413","Sim","CAR encontrado"
"759","4310405","Sim","CAR encontrado"
"760","4310363","Sim","CAR encontrado"
"761","4310330","Sim","CAR encontrado"
"762","4310306","Sim","CAR encontrado"
"763","4310207","Sim","CAR encontrado"
"764","4310108","Sim","CAR encontrado"
"765","4310009","Sim","CAR encontrado"
"766","4309951","Sim","CAR encontrado"
"767","4309902","Sim","CAR encontrado"
"768","4309803","Sim","CAR encontrado"
"769","4309753","Sim","CAR encontrado"
"770","4309704","Sim","CAR encontrado"
"771","4309654","Sim","CAR encontrado"
"772","4309605","Sim","CAR encontrado"
"773","4309571","Sim","CAR encontrado"
"774","4307104","Sim","CAR encontrado"
"775","4309555","Sim","CAR encontrado"
"776","4309506","Sim","CAR encontrado"
"777","4309407","Sim","CAR encontrado"
"778","4309308","Sim","CAR encontrado"
"779","4309258","Sim","CAR encontrado"
"780","4309209","Sim","CAR encontrado"
"781","4309159","Sim","CAR encontrado"
"782","4309126","Sim","CAR encontrado"
"783","4309100","Sim","CAR encontrado"
"784","4309050","Sim","CAR encontrado"
"785","4309001","Sim","CAR encontrado"
"786","4308904","Sim","CAR encontrado"
"787","4308854","Sim","CAR encontrado"
"788","4308805","Sim","CAR encontrado"
"789","4308706","Sim","CAR encontrado"
"790","4308656","Sim","CAR encontrado"
"791","4308607","Sim","CAR encontrado"
"792","4308508","Sim","CAR encontrado"
"793","4308458","Sim","CAR encontrado"
"794","4308433","Sim","CAR encontrado"
"795","4308409","Sim","CAR encontrado"
"796","4308300","Sim","CAR encontrado"
"797","4308250","Sim","CAR encontrado"
"798","4308201","Sim","CAR encontrado"
"799","4308102","Sim","CAR encontrado"
"800","4308078","Sim","CAR encontrado"
"801","4308052","Sim","CAR encontrado"
"802","4308003","Sim","CAR encontrado"
"803","4307906","Sim","CAR encontrado"
"804","4307864","Sim","CAR encontrado"
"805","4307831","Sim","CAR encontrado"
"806","4307815","Sim","CAR encontrado"
"807","4307807","Sim","CAR encontrado"
"808","4307708","Sim","CAR encontrado"
"809","4307609","Sim","CAR encontrado"
"810","4307559","Sim","CAR encontrado"
"811","4307500","Sim","CAR encontrado"
"812","4307450","Sim","CAR encontrado"
"813","4307401","Sim","CAR encontrado"
"814","4307302","Sim","CAR encontrado"
"815","4307203","Sim","CAR encontrado"
"816","4307054","Sim","CAR encontrado"
"817","4307005","Sim","CAR encontrado"
"818","4306973","Sim","CAR encontrado"
"819","4306932","Sim","CAR encontrado"
"820","4306957","Sim","CAR encontrado"
"821","4306924","Sim","CAR encontrado"
"822","4306908","Sim","CAR encontrado"
"823","4306809","Sim","CAR encontrado"
"824","4306767","Sim","CAR encontrado"
"825","4306759","Sim","CAR encontrado"
"826","4306734","Sim","CAR encontrado"
"827","4306700","Sim","CAR encontrado"
"828","4306551","Sim","CAR encontrado"
"829","4306601","Sim","CAR encontrado"
"830","4306502","Sim","CAR encontrado"
"831","4306452","Sim","CAR encontrado"
"832","4306429","Sim","CAR encontrado"
"833","4306403","Sim","CAR encontrado"
"834","4306379","Sim","CAR encontrado"
"835","4306353","Sim","CAR encontrado"
"836","4306320","Sim","CAR encontrado"
"837","4306304","Sim","CAR encontrado"
"838","4306205","Sim","CAR encontrado"
"839","4306130","Sim","CAR encontrado"
"840","4306106","Sim","CAR encontrado"
"841","4306072","Sim","CAR encontrado"
"842","4306056","Sim","CAR encontrado"
"843","4306007","Sim","CAR encontrado"
"844","4305975","Sim","CAR encontrado"
"845","4305959","Sim","CAR encontrado"
"846","4305934","Sim","CAR encontrado"
"847","4305900","Sim","CAR encontrado"
"848","4305871","Sim","CAR encontrado"
"849","4305850","Sim","CAR encontrado"
"850","4305835","Sim","CAR encontrado"
"851","4305801","Sim","CAR encontrado"
"852","4305702","Sim","CAR encontrado"
"853","4305603","Sim","CAR encontrado"
"854","4305587","Sim","CAR encontrado"
"855","4305504","Sim","CAR encontrado"
"856","4305454","Sim","CAR encontrado"
"857","4305447","Sim","CAR encontrado"
"858","4305439","Sim","CAR encontrado"
"859","4305405","Sim","CAR encontrado"
"860","4305371","Sim","CAR encontrado"
"861","4305355","Sim","CAR encontrado"
"862","4305306","Sim","CAR encontrado"
"863","4305207","Sim","CAR encontrado"
"864","4305173","Sim","CAR encontrado"
"865","4305157","Sim","CAR encontrado"
"866","4305132","Sim","CAR encontrado"
"867","4305124","Sim","CAR encontrado"
"868","4305116","Sim","CAR encontrado"
"869","4305108","Sim","CAR encontrado"
"870","4305009","Sim","CAR encontrado"
"871","4304952","Sim","CAR encontrado"
"872","4304903","Sim","CAR encontrado"
"873","4304853","Sim","CAR encontrado"
"874","4304804","Sim","CAR encontrado"
"875","4304705","Sim","CAR encontrado"
"876","4304713","Sim","CAR encontrado"
"877","4304671","Sim","CAR encontrado"
"878","4304697","Sim","CAR encontrado"
"879","4304689","Sim","CAR encontrado"
"880","4304663","Sim","CAR encontrado"
"881","4304655","Sim","CAR encontrado"
"882","4304630","Sim","CAR encontrado"
"883","4304622","Sim","CAR encontrado"
"884","4304614","Sim","CAR encontrado"
"885","4304606","Sim","CAR encontrado"
"886","4304507","Sim","CAR encontrado"
"887","4304408","Sim","CAR encontrado"
"888","4304358","Sim","CAR encontrado"
"889","4304309","Sim","CAR encontrado"
"890","4304200","Sim","CAR encontrado"
"891","4304101","Sim","CAR encontrado"
"892","4304002","Sim","CAR encontrado"
"893","4303905","Sim","CAR encontrado"
"894","4303806","Sim","CAR encontrado"
"895","4303707","Sim","CAR encontrado"
"896","4303673","Sim","CAR encontrado"
"897","4303608","Sim","CAR encontrado"
"898","4303558","Sim","CAR encontrado"
"899","4303509","Sim","CAR encontrado"
"900","4303400","Sim","CAR encontrado"
"901","4303301","Sim","CAR encontrado"
"902","4303202","Sim","CAR encontrado"
"903","4303103","Sim","CAR encontrado"
"904","4303004","Sim","CAR encontrado"
"905","4302907","Sim","CAR encontrado"
"906","4302808","Sim","CAR encontrado"
"907","4302709","Sim","CAR encontrado"
"908","4302659","Sim","CAR encontrado"
"909","4302600","Sim","CAR encontrado"
"910","4302584","Sim","CAR encontrado"
"911","4302501","Sim","CAR encontrado"
"912","4302451","Sim","CAR encontrado"
"913","4302402","Sim","CAR encontrado"
"914","4302378","Sim","CAR encontrado"
"915","4302352","Sim","CAR encontrado"
"916","4302303","Sim","CAR encontrado"
"917","4302253","Sim","CAR encontrado"
"918","4302238","Sim","CAR encontrado"
"919","4302220","Sim","CAR encontrado"
"920","4302204","Sim","CAR encontrado"
"921","4302154","Sim","CAR encontrado"
"922","4302105","Sim","CAR encontrado"
"923","4302055","Sim","CAR encontrado"
"924","4302006","Sim","CAR encontrado"
"925","4301800","Sim","CAR encontrado"
"926","4301958","Sim","CAR encontrado"
"927","4301925","Sim","CAR encontrado"
"928","4301909","Sim","CAR encontrado"
"929","4301875","Sim","CAR encontrado"
"930","4301859","Sim","CAR encontrado"
"931","4301750","Sim","CAR encontrado"
"932","4301701","Sim","CAR encontrado"
"933","4301651","Sim","CAR encontrado"
"934","4301636","Sim","CAR encontrado"
"935","4301602","Sim","CAR encontrado"
"936","4301552","Sim","CAR encontrado"
"937","4301503","Sim","CAR encontrado"
"938","4301404","Sim","CAR encontrado"
"939","4301305","Sim","CAR encontrado"
"940","4301107","Sim","CAR encontrado"
"941","4301206","Sim","CAR encontrado"
"942","4301057","Sim","CAR encontrado"
"943","4301073","Sim","CAR encontrado"
"944","4301008","Sim","CAR encontrado"
"945","4300901","Sim","CAR encontrado"
"946","4300877","Sim","CAR encontrado"
"947","4300851","Sim","CAR encontrado"
"948","4300802","Sim","CAR encontrado"
"949","4300703","Sim","CAR encontrado"
"950","4300661","Sim","CAR encontrado"
"951","4300646","Sim","CAR encontrado"
"952","4300638","Sim","CAR encontrado"
"953","4300604","Sim","CAR encontrado"
"954","4300570","Sim","CAR encontrado"
"955","4300554","Sim","CAR encontrado"
"956","4300505","Sim","CAR encontrado"
"957","4300471","Sim","CAR encontrado"
"958","4300455","Sim","CAR encontrado"
"959","4300406","Sim","CAR encontrado"
"960","4300307","Sim","CAR encontrado"
"961","4300208","Sim","CAR encontrado"
"962","4300109","Sim","CAR encontrado"
"963","4300059","Sim","CAR encontrado"
"964","4300034","Sim","CAR encontrado"
"965","4219853","Sim","CAR encontrado"
"966","4219705","Sim","CAR encontrado"
"967","4219606","Sim","CAR encontrado"
"968","4219507","Sim","CAR encontrado"
"969","4219408","Sim","CAR encontrado"
"970","4219358","Sim","CAR encontrado"
"971","4219309","Sim","CAR encontrado"
"972","4219200","Sim","CAR encontrado"
"973","4219176","Sim","CAR encontrado"
"974","4219150","Sim","CAR encontrado"
"975","4219101","Sim","CAR encontrado"
"976","4219002","Sim","CAR encontrado"
"977","4218954","Sim","CAR encontrado"
"978","4218905","Sim","CAR encontrado"
"979","4218855","Sim","CAR encontrado"
"980","4218806","Sim","CAR encontrado"
"981","4218756","Sim","CAR encontrado"
"982","4218707","Sim","CAR encontrado"
"983","4218608","Sim","CAR encontrado"
"984","4218509","Sim","CAR encontrado"
"985","4218400","Sim","CAR encontrado"
"986","4218350","Sim","CAR encontrado"
"987","4218301","Sim","CAR encontrado"
"988","4218251","Sim","CAR encontrado"
"989","4218202","Sim","CAR encontrado"
"990","4218103","Sim","CAR encontrado"
"991","4218004","Sim","CAR encontrado"
"992","4217956","Sim","CAR encontrado"
"993","4217907","Sim","CAR encontrado"
"994","4217808","Sim","CAR encontrado"
"995","4217758","Sim","CAR encontrado"
"996","4217709","Sim","CAR encontrado"
"997","4217600","Sim","CAR encontrado"
"998","4217550","Sim","CAR encontrado"
"999","4217501","Sim","CAR encontrado"
"1000","4217402","Sim","CAR encontrado"
"1001","4217303","Sim","CAR encontrado"
"1002","4217253","Sim","CAR encontrado"
"1003","4217204","Sim","CAR encontrado"
"1004","4217154","Sim","CAR encontrado"
"1005","4217105","Sim","CAR encontrado"
"1006","4217006","Sim","CAR encontrado"
"1007","4216909","Sim","CAR encontrado"
"1008","4216800","Sim","CAR encontrado"
"1009","4216701","Sim","CAR encontrado"
"1010","4216602","Sim","CAR encontrado"
"1011","4216503","Sim","CAR encontrado"
"1012","4216404","Sim","CAR encontrado"
"1013","4216255","Sim","CAR encontrado"
"1014","4216354","Sim","CAR encontrado"
"1015","4216305","Sim","CAR encontrado"
"1016","4216206","Sim","CAR encontrado"
"1017","4216107","Sim","CAR encontrado"
"1018","4216057","Sim","CAR encontrado"
"1019","4216008","Sim","CAR encontrado"
"1020","4215901","Sim","CAR encontrado"
"1021","4215752","Sim","CAR encontrado"
"1022","4215802","Sim","CAR encontrado"
"1023","4215703","Sim","CAR encontrado"
"1024","4215695","Sim","CAR encontrado"
"1025","4215687","Sim","CAR encontrado"
"1026","4215679","Sim","CAR encontrado"
"1027","4215653","Sim","CAR encontrado"
"1028","4215604","Sim","CAR encontrado"
"1029","4215554","Sim","CAR encontrado"
"1030","4215505","Sim","CAR encontrado"
"1031","4215455","Sim","CAR encontrado"
"1032","4215406","Sim","CAR encontrado"
"1033","4215356","Sim","CAR encontrado"
"1034","4215307","Sim","CAR encontrado"
"1035","4215208","Sim","CAR encontrado"
"1036","4215109","Sim","CAR encontrado"
"1037","4215075","Sim","CAR encontrado"
"1038","4215059","Sim","CAR encontrado"
"1039","4215000","Sim","CAR encontrado"
"1040","4214904","Sim","CAR encontrado"
"1041","4214706","Sim","CAR encontrado"
"1042","4214805","Sim","CAR encontrado"
"1043","4214607","Sim","CAR encontrado"
"1044","4214508","Sim","CAR encontrado"
"1045","4214409","Sim","CAR encontrado"
"1046","4214300","Sim","CAR encontrado"
"1047","4214201","Sim","CAR encontrado"
"1048","4214151","Sim","CAR encontrado"
"1049","4214102","Sim","CAR encontrado"
"1050","4214003","Sim","CAR encontrado"
"1051","4213906","Sim","CAR encontrado"
"1052","4213807","Sim","CAR encontrado"
"1053","4213708","Sim","CAR encontrado"
"1054","4213609","Sim","CAR encontrado"
"1055","4213500","Sim","CAR encontrado"
"1056","4213401","Sim","CAR encontrado"
"1057","4213351","Sim","CAR encontrado"
"1058","4213302","Sim","CAR encontrado"
"1059","4213203","Sim","CAR encontrado"
"1060","4213153","Sim","CAR encontrado"
"1061","4213104","Sim","CAR encontrado"
"1062","4213005","Sim","CAR encontrado"
"1063","4212908","Sim","CAR encontrado"
"1064","4212700","Sim","CAR encontrado"
"1065","4212650","Sim","CAR NÃo encontrado"
"1066","4212601","Sim","CAR encontrado"
"1067","4212502","Sim","CAR encontrado"
"1068","4212403","Sim","CAR encontrado"
"1069","4212304","Sim","CAR encontrado"
"1070","4212270","Sim","CAR encontrado"
"1071","4212254","Sim","CAR encontrado"
"1072","4212239","Sim","CAR encontrado"
"1073","4212205","Sim","CAR encontrado"
"1074","4212106","Sim","CAR encontrado"
"1075","4212056","Sim","CAR encontrado"
"1076","4212007","Sim","CAR encontrado"
"1077","4211900","Sim","CAR encontrado"
"1078","4211892","Sim","CAR encontrado"
"1079","4211876","Sim","CAR encontrado"
"1080","4211850","Sim","CAR encontrado"
"1081","4211801","Sim","CAR encontrado"
"1082","4211751","Sim","CAR encontrado"
"1083","4211702","Sim","CAR encontrado"
"1084","4211652","Sim","CAR encontrado"
"1085","4211603","Sim","CAR encontrado"
"1086","4211504","Sim","CAR encontrado"
"1087","4211454","Sim","CAR encontrado"
"1088","4211405","Sim","CAR encontrado"
"1089","4211306","Sim","CAR encontrado"
"1090","4211256","Sim","CAR encontrado"
"1091","4211207","Sim","CAR encontrado"
"1092","4211108","Sim","CAR encontrado"
"1093","4211058","Sim","CAR encontrado"
"1094","4211009","Sim","CAR encontrado"
"1095","4210902","Sim","CAR encontrado"
"1096","4210852","Sim","CAR encontrado"
"1097","4210803","Sim","CAR encontrado"
"1098","4210704","Sim","CAR encontrado"
"1099","4210605","Sim","CAR encontrado"
"1100","4210555","Sim","CAR encontrado"
"1101","4210506","Sim","CAR encontrado"
"1102","4210407","Sim","CAR encontrado"
"1103","4210308","Sim","CAR encontrado"
"1104","4210209","Sim","CAR encontrado"
"1105","4210100","Sim","CAR encontrado"
"1106","4210050","Sim","CAR encontrado"
"1107","4210035","Sim","CAR encontrado"
"1108","4210001","Sim","CAR encontrado"
"1109","4209904","Sim","CAR encontrado"
"1110","4209854","Sim","CAR encontrado"
"1111","4209805","Sim","CAR encontrado"
"1112","4209706","Sim","CAR encontrado"
"1113","4209607","Sim","CAR encontrado"
"1114","4209508","Sim","CAR encontrado"
"1115","4209458","Sim","CAR encontrado"
"1116","4209409","Sim","CAR encontrado"
"1117","4209300","Sim","CAR encontrado"
"1118","4209201","Sim","CAR encontrado"
"1119","4209177","Sim","CAR encontrado"
"1120","4209151","Sim","CAR encontrado"
"1121","4209102","Sim","CAR encontrado"
"1122","4209003","Sim","CAR encontrado"
"1123","4208955","Sim","CAR encontrado"
"1124","4208906","Sim","CAR encontrado"
"1125","4208807","Sim","CAR encontrado"
"1126","4208708","Sim","CAR encontrado"
"1127","4208609","Sim","CAR encontrado"
"1128","4208500","Sim","CAR encontrado"
"1129","4208450","Sim","CAR encontrado"
"1130","4208401","Sim","CAR encontrado"
"1131","4208302","Sim","CAR encontrado"
"1132","4208203","Sim","CAR encontrado"
"1133","4208104","Sim","CAR encontrado"
"1134","4208005","Sim","CAR encontrado"
"1135","4207908","Sim","CAR encontrado"
"1136","4207858","Sim","CAR encontrado"
"1137","4207809","Sim","CAR encontrado"
"1138","4207759","Sim","CAR encontrado"
"1139","4207700","Sim","CAR encontrado"
"1140","4207684","Sim","CAR encontrado"
"1141","4207650","Sim","CAR encontrado"
"1142","4207601","Sim","CAR encontrado"
"1143","4207577","Sim","CAR encontrado"
"1144","4207502","Sim","CAR encontrado"
"1145","4207403","Sim","CAR encontrado"
"1146","4207304","Sim","CAR encontrado"
"1147","4207205","Sim","CAR encontrado"
"1148","4207106","Sim","CAR encontrado"
"1149","4207007","Sim","CAR encontrado"
"1150","4206900","Sim","CAR encontrado"
"1151","4206801","Sim","CAR encontrado"
"1152","4206751","Sim","CAR encontrado"
