"","fcar","situacao","uf","munic","code","NUMREGCAR"
"1","MA-2100105-03C1CAF5E153445E8ED026CE40CBA737","PE","MA","2100105","03C1CAF5E153445E8ED026CE40CBA737","MA210010503C1CAF5E153445E8ED026CE40CBA737"
"2","MA-2100105-D71BEC9DD6024A5CA5539CF00C665765","PE","MA","2100105","D71BEC9DD6024A5CA5539CF00C665765","MA2100105D71BEC9DD6024A5CA5539CF00C665765"
"3","MA-2100105-6D3931391A3847269D49D95A77F5C489","AT","MA","2100105","6D3931391A3847269D49D95A77F5C489","MA21001056D3931391A3847269D49D95A77F5C489"
"4","MA-2100105-AF47BA7EA4C54D0FA753B467830B69C7","AT","MA","2100105","AF47BA7EA4C54D0FA753B467830B69C7","MA2100105AF47BA7EA4C54D0FA753B467830B69C7"
"5","MA-2100105-DA346C339D4B418CB5A32C3C50A02CCF","PE","MA","2100105","DA346C339D4B418CB5A32C3C50A02CCF","MA2100105DA346C339D4B418CB5A32C3C50A02CCF"
"6","MA-2100105-6191CE726C67482FBD3EA01EAD5CA95A","AT","MA","2100105","6191CE726C67482FBD3EA01EAD5CA95A","MA21001056191CE726C67482FBD3EA01EAD5CA95A"
"7","MA-2100105-0BDE8A7280974878BF8C140B96FEA82A","AT","MA","2100105","0BDE8A7280974878BF8C140B96FEA82A","MA21001050BDE8A7280974878BF8C140B96FEA82A"
"8","MA-2100105-9742675D283D4C9190E6A0BE0326843D","AT","MA","2100105","9742675D283D4C9190E6A0BE0326843D","MA21001059742675D283D4C9190E6A0BE0326843D"
"9","MA-2100105-0B6DB2C774E54695B6B9EB1D1F6E8A57","AT","MA","2100105","0B6DB2C774E54695B6B9EB1D1F6E8A57","MA21001050B6DB2C774E54695B6B9EB1D1F6E8A57"
"10","MA-2100105-2E38C3B770974A86ACA23ED2480B4E03","PE","MA","2100105","2E38C3B770974A86ACA23ED2480B4E03","MA21001052E38C3B770974A86ACA23ED2480B4E03"
"11","MA-2100105-25B1BBC955524D3D9BF1E9E1B7860BE3","AT","MA","2100105","25B1BBC955524D3D9BF1E9E1B7860BE3","MA210010525B1BBC955524D3D9BF1E9E1B7860BE3"
"12","MA-2100105-065DC95A378D43DD968B5A9B34D20A00","AT","MA","2100105","065DC95A378D43DD968B5A9B34D20A00","MA2100105065DC95A378D43DD968B5A9B34D20A00"
"13","MA-2100105-04DB7D4CC4A84331853EEAC575E90E6A","AT","MA","2100105","04DB7D4CC4A84331853EEAC575E90E6A","MA210010504DB7D4CC4A84331853EEAC575E90E6A"
"14","MA-2100105-42252288A8744C7599B3384703B3BB35","AT","MA","2100105","42252288A8744C7599B3384703B3BB35","MA210010542252288A8744C7599B3384703B3BB35"
"15","MA-2100105-2E2969DEEB15437FB672E8048DD3A288","AT","MA","2100105","2E2969DEEB15437FB672E8048DD3A288","MA21001052E2969DEEB15437FB672E8048DD3A288"
"16","MA-2100105-481EEE1EA78541F4A89F3ECD1CB2D89E","PE","MA","2100105","481EEE1EA78541F4A89F3ECD1CB2D89E","MA2100105481EEE1EA78541F4A89F3ECD1CB2D89E"
"17","MA-2100105-D87A70B31BCC4E6192AFC790C76AB700","PE","MA","2100105","D87A70B31BCC4E6192AFC790C76AB700","MA2100105D87A70B31BCC4E6192AFC790C76AB700"
"18","MA-2100105-75F10DEB9D384899B9FA5D9E2D833267","AT","MA","2100105","75F10DEB9D384899B9FA5D9E2D833267","MA210010575F10DEB9D384899B9FA5D9E2D833267"
"19","MA-2100105-8540CFE63A37423080B452D8C4E86D67","PE","MA","2100105","8540CFE63A37423080B452D8C4E86D67","MA21001058540CFE63A37423080B452D8C4E86D67"
"20","MA-2100105-994E933482D84CC887429E3BAF0CC985","AT","MA","2100105","994E933482D84CC887429E3BAF0CC985","MA2100105994E933482D84CC887429E3BAF0CC985"
"21","MA-2100105-133E84CD16584D46A75BA062DFAA2310","AT","MA","2100105","133E84CD16584D46A75BA062DFAA2310","MA2100105133E84CD16584D46A75BA062DFAA2310"
"22","MA-2100105-BAADF4DC175D4C18A3DB1B03D61BC957","AT","MA","2100105","BAADF4DC175D4C18A3DB1B03D61BC957","MA2100105BAADF4DC175D4C18A3DB1B03D61BC957"
"23","MA-2100105-9AAF9DC1594F4638AC26C86C7220234D","AT","MA","2100105","9AAF9DC1594F4638AC26C86C7220234D","MA21001059AAF9DC1594F4638AC26C86C7220234D"
"24","MA-2100105-F68278141E234D05AB22BE4C9D367369","AT","MA","2100105","F68278141E234D05AB22BE4C9D367369","MA2100105F68278141E234D05AB22BE4C9D367369"
"25","MA-2100105-A7BAA80581034479B654FA2CB0DBB344","AT","MA","2100105","A7BAA80581034479B654FA2CB0DBB344","MA2100105A7BAA80581034479B654FA2CB0DBB344"
"26","MA-2100105-47FFDD548FE84B12BFE997989F98EDCC","AT","MA","2100105","47FFDD548FE84B12BFE997989F98EDCC","MA210010547FFDD548FE84B12BFE997989F98EDCC"
"27","MA-2100105-BDA313858A994A4B90814DD9D5D33294","AT","MA","2100105","BDA313858A994A4B90814DD9D5D33294","MA2100105BDA313858A994A4B90814DD9D5D33294"
"28","MA-2100105-025CE077900945CB9CCE47D4B290A0EA","AT","MA","2100105","025CE077900945CB9CCE47D4B290A0EA","MA2100105025CE077900945CB9CCE47D4B290A0EA"
"29","MA-2100105-6BFA8A296E4E42329ECCBCF3B04FFD1C","AT","MA","2100105","6BFA8A296E4E42329ECCBCF3B04FFD1C","MA21001056BFA8A296E4E42329ECCBCF3B04FFD1C"
"30","MA-2100105-955CD10E820A436FAD02698FEDEC9333","AT","MA","2100105","955CD10E820A436FAD02698FEDEC9333","MA2100105955CD10E820A436FAD02698FEDEC9333"
"31","MA-2100105-1AD20FC5B3F843B28B446E0C9428D705","AT","MA","2100105","1AD20FC5B3F843B28B446E0C9428D705","MA21001051AD20FC5B3F843B28B446E0C9428D705"
"32","MA-2100105-630E0C34A86547668A0AE785B52AFE2A","AT","MA","2100105","630E0C34A86547668A0AE785B52AFE2A","MA2100105630E0C34A86547668A0AE785B52AFE2A"
"33","MA-2100105-725B81C43B264D91ACCC3DC7045DEB42","AT","MA","2100105","725B81C43B264D91ACCC3DC7045DEB42","MA2100105725B81C43B264D91ACCC3DC7045DEB42"
"34","MA-2100105-ECD27434DA4D4BB8A4F574D26DD7FC1C","AT","MA","2100105","ECD27434DA4D4BB8A4F574D26DD7FC1C","MA2100105ECD27434DA4D4BB8A4F574D26DD7FC1C"
"35","MA-2100105-C5AD9EEDCBFD451DA6A8A0A53E7B3C6C","AT","MA","2100105","C5AD9EEDCBFD451DA6A8A0A53E7B3C6C","MA2100105C5AD9EEDCBFD451DA6A8A0A53E7B3C6C"
"36","MA-2100105-4E04055ADCFD422C841BDE9186CFDE3D","AT","MA","2100105","4E04055ADCFD422C841BDE9186CFDE3D","MA21001054E04055ADCFD422C841BDE9186CFDE3D"
"37","MA-2100105-8A09A703C03441938A1680C61F3860C4","AT","MA","2100105","8A09A703C03441938A1680C61F3860C4","MA21001058A09A703C03441938A1680C61F3860C4"
"38","MA-2100105-36CEF83C56EC403ABB07295A30927D7A","AT","MA","2100105","36CEF83C56EC403ABB07295A30927D7A","MA210010536CEF83C56EC403ABB07295A30927D7A"
"39","MA-2100105-07419D58CA3C425594D2A6F139CDEEDC","AT","MA","2100105","07419D58CA3C425594D2A6F139CDEEDC","MA210010507419D58CA3C425594D2A6F139CDEEDC"
"40","MA-2100105-8F2B251771D64194BEF7DB85343B2BB1","AT","MA","2100105","8F2B251771D64194BEF7DB85343B2BB1","MA21001058F2B251771D64194BEF7DB85343B2BB1"
"41","MA-2100105-82E3C38B6EDD400382D5F535AFDABCAF","AT","MA","2100105","82E3C38B6EDD400382D5F535AFDABCAF","MA210010582E3C38B6EDD400382D5F535AFDABCAF"
"42","MA-2100105-2741C01936264088B12FF7EAE86C98CB","AT","MA","2100105","2741C01936264088B12FF7EAE86C98CB","MA21001052741C01936264088B12FF7EAE86C98CB"
"43","MA-2100105-442C94D0C55C484998C3244FB460F9A3","AT","MA","2100105","442C94D0C55C484998C3244FB460F9A3","MA2100105442C94D0C55C484998C3244FB460F9A3"
"44","MA-2100105-4267DA9D85EB4AD0AA1AC1492E167232","AT","MA","2100105","4267DA9D85EB4AD0AA1AC1492E167232","MA21001054267DA9D85EB4AD0AA1AC1492E167232"
"45","MA-2100105-E9AC480C1F164038A905E81F4BFCD164","AT","MA","2100105","E9AC480C1F164038A905E81F4BFCD164","MA2100105E9AC480C1F164038A905E81F4BFCD164"
"46","MA-2100105-CF3A262F33B84A75B7D7A692D032E7DB","AT","MA","2100105","CF3A262F33B84A75B7D7A692D032E7DB","MA2100105CF3A262F33B84A75B7D7A692D032E7DB"
"47","MA-2100105-EB976D58F5DC49D083BD3465A4BA90FB","AT","MA","2100105","EB976D58F5DC49D083BD3465A4BA90FB","MA2100105EB976D58F5DC49D083BD3465A4BA90FB"
"48","MA-2100105-A61B21761508463CA41601205785792C","AT","MA","2100105","A61B21761508463CA41601205785792C","MA2100105A61B21761508463CA41601205785792C"
"49","MA-2100105-7BF6C521FD9D467E960F3D58A8DDDA45","AT","MA","2100105","7BF6C521FD9D467E960F3D58A8DDDA45","MA21001057BF6C521FD9D467E960F3D58A8DDDA45"
"50","MA-2100105-50C4710B094A415AA8EA459DCB4F9D99","AT","MA","2100105","50C4710B094A415AA8EA459DCB4F9D99","MA210010550C4710B094A415AA8EA459DCB4F9D99"
"51","MA-2100105-EC9C5B09CC424FBCBDD50D41EC8CC7DC","AT","MA","2100105","EC9C5B09CC424FBCBDD50D41EC8CC7DC","MA2100105EC9C5B09CC424FBCBDD50D41EC8CC7DC"
"52","MA-2100105-4886B645FFA24ACFA5210A41854457E3","AT","MA","2100105","4886B645FFA24ACFA5210A41854457E3","MA21001054886B645FFA24ACFA5210A41854457E3"
"53","MA-2100105-5DD65934C47049769C44571F8E2B8668","AT","MA","2100105","5DD65934C47049769C44571F8E2B8668","MA21001055DD65934C47049769C44571F8E2B8668"
"54","MA-2100105-71DFF8E63DA94942A513700206C37525","AT","MA","2100105","71DFF8E63DA94942A513700206C37525","MA210010571DFF8E63DA94942A513700206C37525"
"55","MA-2100105-6F5FB8A6F4B14311BEFA74A95FB7C1CF","AT","MA","2100105","6F5FB8A6F4B14311BEFA74A95FB7C1CF","MA21001056F5FB8A6F4B14311BEFA74A95FB7C1CF"
"56","MA-2100105-742E6643B37B4E4994C87C5FAF6EB477","AT","MA","2100105","742E6643B37B4E4994C87C5FAF6EB477","MA2100105742E6643B37B4E4994C87C5FAF6EB477"
"57","MA-2100105-213FF92AFF1A4493B3B11C9140B8DFC6","AT","MA","2100105","213FF92AFF1A4493B3B11C9140B8DFC6","MA2100105213FF92AFF1A4493B3B11C9140B8DFC6"
"58","MA-2100105-94275594F55341889A1CA19A840732FD","AT","MA","2100105","94275594F55341889A1CA19A840732FD","MA210010594275594F55341889A1CA19A840732FD"
"59","MA-2100105-0BF1DA4BD54D4BF2B15493D320C43694","AT","MA","2100105","0BF1DA4BD54D4BF2B15493D320C43694","MA21001050BF1DA4BD54D4BF2B15493D320C43694"
"60","MA-2100105-75601150ED2B42A4BAAE27B32011355F","AT","MA","2100105","75601150ED2B42A4BAAE27B32011355F","MA210010575601150ED2B42A4BAAE27B32011355F"
"61","MA-2100105-DEFF98868E5F4A89BE429432DA43AF4C","AT","MA","2100105","DEFF98868E5F4A89BE429432DA43AF4C","MA2100105DEFF98868E5F4A89BE429432DA43AF4C"
"62","MA-2100105-3DD09C072C2546A6BC4087C365FC72E2","AT","MA","2100105","3DD09C072C2546A6BC4087C365FC72E2","MA21001053DD09C072C2546A6BC4087C365FC72E2"
"63","MA-2100105-238B06B391EF4ADEAD5FE3F61EA23372","AT","MA","2100105","238B06B391EF4ADEAD5FE3F61EA23372","MA2100105238B06B391EF4ADEAD5FE3F61EA23372"
"64","MA-2100105-D70197910EFB4C3090C6EEF62C35C71F","AT","MA","2100105","D70197910EFB4C3090C6EEF62C35C71F","MA2100105D70197910EFB4C3090C6EEF62C35C71F"
"65","MA-2100105-2D89ADB353444EA1B465D35ECC5EAD29","AT","MA","2100105","2D89ADB353444EA1B465D35ECC5EAD29","MA21001052D89ADB353444EA1B465D35ECC5EAD29"
"66","MA-2100105-3E7469620A374D0684EF988A7EB6317D","AT","MA","2100105","3E7469620A374D0684EF988A7EB6317D","MA21001053E7469620A374D0684EF988A7EB6317D"
"67","MA-2100105-6130056116FE4F05B61719DB3768F8ED","AT","MA","2100105","6130056116FE4F05B61719DB3768F8ED","MA21001056130056116FE4F05B61719DB3768F8ED"
"68","MA-2100105-17DF32FE407B40C28C304A3D5B7E6067","AT","MA","2100105","17DF32FE407B40C28C304A3D5B7E6067","MA210010517DF32FE407B40C28C304A3D5B7E6067"
"69","MA-2100105-0EDE3D6C4A9F41159E86A11204BAA0E7","AT","MA","2100105","0EDE3D6C4A9F41159E86A11204BAA0E7","MA21001050EDE3D6C4A9F41159E86A11204BAA0E7"
"70","MA-2100105-1CA3F35D02894544B8AF7ECBF403D728","AT","MA","2100105","1CA3F35D02894544B8AF7ECBF403D728","MA21001051CA3F35D02894544B8AF7ECBF403D728"
"71","MA-2100105-CCDEE1F200ED413B8125EA2DB2A69969","AT","MA","2100105","CCDEE1F200ED413B8125EA2DB2A69969","MA2100105CCDEE1F200ED413B8125EA2DB2A69969"
"72","MA-2100105-5CBCEAB2E84B443FA9C1A4C6D71EA3B0","AT","MA","2100105","5CBCEAB2E84B443FA9C1A4C6D71EA3B0","MA21001055CBCEAB2E84B443FA9C1A4C6D71EA3B0"
"73","MA-2100105-17197822706740F1A05B0C2D84388643","AT","MA","2100105","17197822706740F1A05B0C2D84388643","MA210010517197822706740F1A05B0C2D84388643"
"74","MA-2100105-03B8425721FB4553A21AB033B9DB426E","AT","MA","2100105","03B8425721FB4553A21AB033B9DB426E","MA210010503B8425721FB4553A21AB033B9DB426E"
"75","MA-2100105-884589AF42874FFEB846499BE90CD220","AT","MA","2100105","884589AF42874FFEB846499BE90CD220","MA2100105884589AF42874FFEB846499BE90CD220"
"76","MA-2100105-1A0327F09E6341ED9E84F339DF522EA1","AT","MA","2100105","1A0327F09E6341ED9E84F339DF522EA1","MA21001051A0327F09E6341ED9E84F339DF522EA1"
"77","MA-2100105-168ECF7661704BD88D82DBCEDAB36494","AT","MA","2100105","168ECF7661704BD88D82DBCEDAB36494","MA2100105168ECF7661704BD88D82DBCEDAB36494"
"78","MA-2100105-2C433BCC00C4489CA6F8AD422FCE2A1C","AT","MA","2100105","2C433BCC00C4489CA6F8AD422FCE2A1C","MA21001052C433BCC00C4489CA6F8AD422FCE2A1C"
"79","MA-2100105-6628E4D8F9B246669A3B3AE23C379610","AT","MA","2100105","6628E4D8F9B246669A3B3AE23C379610","MA21001056628E4D8F9B246669A3B3AE23C379610"
"80","MA-2100105-178BB6D22CEF407D9A89F8B968B692A8","PE","MA","2100105","178BB6D22CEF407D9A89F8B968B692A8","MA2100105178BB6D22CEF407D9A89F8B968B692A8"
"81","MA-2100105-1B8D58AB922E41CF892A8EEF1FE7EFC0","AT","MA","2100105","1B8D58AB922E41CF892A8EEF1FE7EFC0","MA21001051B8D58AB922E41CF892A8EEF1FE7EFC0"
"82","MA-2100105-EC2F61A5605B4093BA2B70C9B84579AD","AT","MA","2100105","EC2F61A5605B4093BA2B70C9B84579AD","MA2100105EC2F61A5605B4093BA2B70C9B84579AD"
"83","MA-2100105-032EC0B171AB447DBDD7102A2C7789E6","AT","MA","2100105","032EC0B171AB447DBDD7102A2C7789E6","MA2100105032EC0B171AB447DBDD7102A2C7789E6"
"84","MA-2100105-4488858E379D48D7B962EB16F209016E","AT","MA","2100105","4488858E379D48D7B962EB16F209016E","MA21001054488858E379D48D7B962EB16F209016E"
"85","MA-2100105-AF70CFBC60184625955C5D67551D8138","AT","MA","2100105","AF70CFBC60184625955C5D67551D8138","MA2100105AF70CFBC60184625955C5D67551D8138"
"86","MA-2100105-779B7C88AF0D47068B9571505A04A302","AT","MA","2100105","779B7C88AF0D47068B9571505A04A302","MA2100105779B7C88AF0D47068B9571505A04A302"
"87","MA-2100105-51A196D9DE9B405090163A9B9CAC5A53","AT","MA","2100105","51A196D9DE9B405090163A9B9CAC5A53","MA210010551A196D9DE9B405090163A9B9CAC5A53"
"88","MA-2100105-69C865B69B174FB3A6015CC461E57365","AT","MA","2100105","69C865B69B174FB3A6015CC461E57365","MA210010569C865B69B174FB3A6015CC461E57365"
"89","MA-2100105-2A0A4E13294A4BEBBBBA3D8B368FC8B8","AT","MA","2100105","2A0A4E13294A4BEBBBBA3D8B368FC8B8","MA21001052A0A4E13294A4BEBBBBA3D8B368FC8B8"
"90","MA-2100105-582D9436B164422FB181F8122642FE14","AT","MA","2100105","582D9436B164422FB181F8122642FE14","MA2100105582D9436B164422FB181F8122642FE14"
"91","MA-2100105-52971D977973442980A96C9BFD843541","AT","MA","2100105","52971D977973442980A96C9BFD843541","MA210010552971D977973442980A96C9BFD843541"
"92","MA-2100105-3006211781654ECFA8AB3C509A3925D1","AT","MA","2100105","3006211781654ECFA8AB3C509A3925D1","MA21001053006211781654ECFA8AB3C509A3925D1"
"93","MA-2100105-2B46BC2752FF4D33A1DF273FB9061D03","AT","MA","2100105","2B46BC2752FF4D33A1DF273FB9061D03","MA21001052B46BC2752FF4D33A1DF273FB9061D03"
"94","MA-2100105-2C3C1B1983DE46E7AEB11A23877E9DE8","AT","MA","2100105","2C3C1B1983DE46E7AEB11A23877E9DE8","MA21001052C3C1B1983DE46E7AEB11A23877E9DE8"
"95","MA-2100105-64D1A3E6238F4B53848198B412647CF0","PE","MA","2100105","64D1A3E6238F4B53848198B412647CF0","MA210010564D1A3E6238F4B53848198B412647CF0"
"96","MA-2100105-4A3DA004EF73453E9CA7C58EBAAA603E","AT","MA","2100105","4A3DA004EF73453E9CA7C58EBAAA603E","MA21001054A3DA004EF73453E9CA7C58EBAAA603E"
