"","fcar","situacao","uf","munic","code","NUMREGCAR"
"1","SP-3521200-51E3087EEC4D49C99C39CEAEC47468E8","AT","SP","3521200","51E3087EEC4D49C99C39CEAEC47468E8","SP352120051E3087EEC4D49C99C39CEAEC47468E8"
"2","SP-3521200-DF2D07D2ECD44F39B790AB1D4E4CF764","AT","SP","3521200","DF2D07D2ECD44F39B790AB1D4E4CF764","SP3521200DF2D07D2ECD44F39B790AB1D4E4CF764"
"3","SP-3521200-46FA327CCA9B4137AA31C8198662F864","AT","SP","3521200","46FA327CCA9B4137AA31C8198662F864","SP352120046FA327CCA9B4137AA31C8198662F864"
"4","SP-3521200-AEDA79A3C001491C9EA4700F6B080A83","AT","SP","3521200","AEDA79A3C001491C9EA4700F6B080A83","SP3521200AEDA79A3C001491C9EA4700F6B080A83"
"5","SP-3521200-D3A653521DB24E0FB37AA215BAF7000F","AT","SP","3521200","D3A653521DB24E0FB37AA215BAF7000F","SP3521200D3A653521DB24E0FB37AA215BAF7000F"
"6","SP-3521200-51BCA559A3C04536A6624965C53A90DB","AT","SP","3521200","51BCA559A3C04536A6624965C53A90DB","SP352120051BCA559A3C04536A6624965C53A90DB"
"7","SP-3521200-20ED10E1CDDD4B54BF2D31BF898A7FE6","AT","SP","3521200","20ED10E1CDDD4B54BF2D31BF898A7FE6","SP352120020ED10E1CDDD4B54BF2D31BF898A7FE6"
"8","SP-3521200-72AB9B3895C24D0D9414B242384EE87F","AT","SP","3521200","72AB9B3895C24D0D9414B242384EE87F","SP352120072AB9B3895C24D0D9414B242384EE87F"
"9","SP-3521200-9DE2DC05B02542629D1B0E31ED4E29B4","AT","SP","3521200","9DE2DC05B02542629D1B0E31ED4E29B4","SP35212009DE2DC05B02542629D1B0E31ED4E29B4"
"10","SP-3521200-B900C6A7F95841FBA920657A9FA4FAAC","AT","SP","3521200","B900C6A7F95841FBA920657A9FA4FAAC","SP3521200B900C6A7F95841FBA920657A9FA4FAAC"
"11","SP-3521200-C0E6CA0B6E0346978810E7B6D39D3F93","AT","SP","3521200","C0E6CA0B6E0346978810E7B6D39D3F93","SP3521200C0E6CA0B6E0346978810E7B6D39D3F93"
"12","SP-3521200-5CB8350947D14180A882BF371EED59C0","AT","SP","3521200","5CB8350947D14180A882BF371EED59C0","SP35212005CB8350947D14180A882BF371EED59C0"
"13","SP-3521200-260C00518B864CDE90AC0B2D13C02920","AT","SP","3521200","260C00518B864CDE90AC0B2D13C02920","SP3521200260C00518B864CDE90AC0B2D13C02920"
"14","SP-3521200-1A9626C22D9C434EB1EC5BDF2174DB83","AT","SP","3521200","1A9626C22D9C434EB1EC5BDF2174DB83","SP35212001A9626C22D9C434EB1EC5BDF2174DB83"
"15","SP-3521200-1E6AA6E4C7394811B34A081016B12C06","AT","SP","3521200","1E6AA6E4C7394811B34A081016B12C06","SP35212001E6AA6E4C7394811B34A081016B12C06"
"16","SP-3521200-022FC4628ABF4B7D92CE7C2E1CEAE579","AT","SP","3521200","022FC4628ABF4B7D92CE7C2E1CEAE579","SP3521200022FC4628ABF4B7D92CE7C2E1CEAE579"
"17","SP-3521200-45502F2B8734421FBEA5653F6E983AFD","AT","SP","3521200","45502F2B8734421FBEA5653F6E983AFD","SP352120045502F2B8734421FBEA5653F6E983AFD"
"18","SP-3521200-F97E10F1C73641B99C35CC32D42F2B29","AT","SP","3521200","F97E10F1C73641B99C35CC32D42F2B29","SP3521200F97E10F1C73641B99C35CC32D42F2B29"
"19","SP-3521200-D21C14D454784608A73BB2DFE316B7A0","AT","SP","3521200","D21C14D454784608A73BB2DFE316B7A0","SP3521200D21C14D454784608A73BB2DFE316B7A0"
