"","fcar","situacao","uf","munic","code","NUMREGCAR"
"1","MG-3101508-5088D2B2FE0D442BB59B4946075F8201","AT","MG","3101508","5088D2B2FE0D442BB59B4946075F8201","MG31015085088D2B2FE0D442BB59B4946075F8201"
"2","MG-3101508-6D63BDB7AE9547A4B996FCF62B97CE34","AT","MG","3101508","6D63BDB7AE9547A4B996FCF62B97CE34","MG31015086D63BDB7AE9547A4B996FCF62B97CE34"
"3","MG-3101508-03F988450D0849BBAE4EF5D38A4E14E9","AT","MG","3101508","03F988450D0849BBAE4EF5D38A4E14E9","MG310150803F988450D0849BBAE4EF5D38A4E14E9"
"4","MG-3101508-621EF629464A4498BD51E547B37B7990","AT","MG","3101508","621EF629464A4498BD51E547B37B7990","MG3101508621EF629464A4498BD51E547B37B7990"
"5","MG-3101508-9ED225A15814481F8CE5DE459D69D0A4","AT","MG","3101508","9ED225A15814481F8CE5DE459D69D0A4","MG31015089ED225A15814481F8CE5DE459D69D0A4"
"6","MG-3101508-6493C169CE5345AB8DB86950A4C5A27A","AT","MG","3101508","6493C169CE5345AB8DB86950A4C5A27A","MG31015086493C169CE5345AB8DB86950A4C5A27A"
"7","MG-3101508-DBC6C71F96BA4988B83236BC26EEEEE8","AT","MG","3101508","DBC6C71F96BA4988B83236BC26EEEEE8","MG3101508DBC6C71F96BA4988B83236BC26EEEEE8"
"8","MG-3101508-D8DDFAADBEC54211A2019CFC5CB82E98","AT","MG","3101508","D8DDFAADBEC54211A2019CFC5CB82E98","MG3101508D8DDFAADBEC54211A2019CFC5CB82E98"
"9","MG-3101508-46C12E94F8A24C03899E359F1AEBE8FF","AT","MG","3101508","46C12E94F8A24C03899E359F1AEBE8FF","MG310150846C12E94F8A24C03899E359F1AEBE8FF"
"10","MG-3101508-202756DC67844A4DB7AEBBAD2D00D122","AT","MG","3101508","202756DC67844A4DB7AEBBAD2D00D122","MG3101508202756DC67844A4DB7AEBBAD2D00D122"
"11","MG-3101508-BDB049177CB24F1E84846AA4B927BF1C","AT","MG","3101508","BDB049177CB24F1E84846AA4B927BF1C","MG3101508BDB049177CB24F1E84846AA4B927BF1C"
"12","MG-3101508-9D027E161DF04000A20A8492515811EB","AT","MG","3101508","9D027E161DF04000A20A8492515811EB","MG31015089D027E161DF04000A20A8492515811EB"
"13","MG-3101508-1445A3F335A14479B9D9E77D6F082B9C","AT","MG","3101508","1445A3F335A14479B9D9E77D6F082B9C","MG31015081445A3F335A14479B9D9E77D6F082B9C"
"14","MG-3101508-A07A0E4DBC1E484D9D312B4A3386B8AC","AT","MG","3101508","A07A0E4DBC1E484D9D312B4A3386B8AC","MG3101508A07A0E4DBC1E484D9D312B4A3386B8AC"
