"","fcar","situacao","uf","munic","code","NUMREGCAR"
"1","RS-4314902-EC8A750C38034E64B91B506AE2F5F4CC","AT","RS","4314902","EC8A750C38034E64B91B506AE2F5F4CC","RS4314902EC8A750C38034E64B91B506AE2F5F4CC"
"2","RS-4314902-4F5647F681A046B8A65B930DED576C0A","AT","RS","4314902","4F5647F681A046B8A65B930DED576C0A","RS43149024F5647F681A046B8A65B930DED576C0A"
"3","RS-4314902-FCBD2FDF394949AEBB7C30BF6D36CBBE","AT","RS","4314902","FCBD2FDF394949AEBB7C30BF6D36CBBE","RS4314902FCBD2FDF394949AEBB7C30BF6D36CBBE"
"4","RS-4314902-8E8A7335873F49C4836FA441D11975AF","AT","RS","4314902","8E8A7335873F49C4836FA441D11975AF","RS43149028E8A7335873F49C4836FA441D11975AF"
"5","RS-4314902-D4DDE5BDF2E5452FBF507D8347B5761A","AT","RS","4314902","D4DDE5BDF2E5452FBF507D8347B5761A","RS4314902D4DDE5BDF2E5452FBF507D8347B5761A"
"6","RS-4314902-B6670C28FE984A13BA6B234D7E7A9FE7","AT","RS","4314902","B6670C28FE984A13BA6B234D7E7A9FE7","RS4314902B6670C28FE984A13BA6B234D7E7A9FE7"
"7","RS-4314902-EB6452A52B6C4A40B9375852EC5D9C0E","AT","RS","4314902","EB6452A52B6C4A40B9375852EC5D9C0E","RS4314902EB6452A52B6C4A40B9375852EC5D9C0E"
"8","RS-4314902-B5FF22136ADA459388F1BC7A736FFA1F","AT","RS","4314902","B5FF22136ADA459388F1BC7A736FFA1F","RS4314902B5FF22136ADA459388F1BC7A736FFA1F"
"9","RS-4314902-F3238786B9A144CA9CA54139818E1496","AT","RS","4314902","F3238786B9A144CA9CA54139818E1496","RS4314902F3238786B9A144CA9CA54139818E1496"
"10","RS-4314902-CF88AD9F2FE1400F91C4410E6C7D15DF","AT","RS","4314902","CF88AD9F2FE1400F91C4410E6C7D15DF","RS4314902CF88AD9F2FE1400F91C4410E6C7D15DF"
"11","RS-4314902-51F6086AC8E9492E9ECDF337C5307849","AT","RS","4314902","51F6086AC8E9492E9ECDF337C5307849","RS431490251F6086AC8E9492E9ECDF337C5307849"
"12","RS-4314902-BE6DCB514F3E4C869C5077C33F3F8EFA","AT","RS","4314902","BE6DCB514F3E4C869C5077C33F3F8EFA","RS4314902BE6DCB514F3E4C869C5077C33F3F8EFA"
"13","RS-4314902-684F30FD604E42D9842D2BD6BA000F9F","AT","RS","4314902","684F30FD604E42D9842D2BD6BA000F9F","RS4314902684F30FD604E42D9842D2BD6BA000F9F"
"14","RS-4314902-C408FCCD43944C90B1BB3062F49F390B","AT","RS","4314902","C408FCCD43944C90B1BB3062F49F390B","RS4314902C408FCCD43944C90B1BB3062F49F390B"
"15","RS-4314902-1480EC379B40441C9BE024674C1D03DF","AT","RS","4314902","1480EC379B40441C9BE024674C1D03DF","RS43149021480EC379B40441C9BE024674C1D03DF"
"16","RS-4314902-A5ACA1A779A742F79D2520A7605D06D6","AT","RS","4314902","A5ACA1A779A742F79D2520A7605D06D6","RS4314902A5ACA1A779A742F79D2520A7605D06D6"
"17","RS-4314902-1DD0AFA8085743D79C618F163BDC3DD2","AT","RS","4314902","1DD0AFA8085743D79C618F163BDC3DD2","RS43149021DD0AFA8085743D79C618F163BDC3DD2"
"18","RS-4314902-02E444A5405F4310948BCE2DF27B256F","AT","RS","4314902","02E444A5405F4310948BCE2DF27B256F","RS431490202E444A5405F4310948BCE2DF27B256F"
"19","RS-4314902-BDBC206BDC784FFA9C8F37C5DB249D66","AT","RS","4314902","BDBC206BDC784FFA9C8F37C5DB249D66","RS4314902BDBC206BDC784FFA9C8F37C5DB249D66"
"20","RS-4314902-D17EBA31CF5347CEBBA345DE827C1C78","AT","RS","4314902","D17EBA31CF5347CEBBA345DE827C1C78","RS4314902D17EBA31CF5347CEBBA345DE827C1C78"
"21","RS-4314902-662856414F7D400582A77D230F7F8FC0","AT","RS","4314902","662856414F7D400582A77D230F7F8FC0","RS4314902662856414F7D400582A77D230F7F8FC0"
"22","RS-4314902-4B7605C9EEEC4DAD9B17F0999E4AA794","AT","RS","4314902","4B7605C9EEEC4DAD9B17F0999E4AA794","RS43149024B7605C9EEEC4DAD9B17F0999E4AA794"
"23","RS-4314902-E3CACA23877C4B2DBDA52A8FF385DCD4","AT","RS","4314902","E3CACA23877C4B2DBDA52A8FF385DCD4","RS4314902E3CACA23877C4B2DBDA52A8FF385DCD4"
"24","RS-4314902-ED60B5E39D404A28939D4E4724EDC3AC","AT","RS","4314902","ED60B5E39D404A28939D4E4724EDC3AC","RS4314902ED60B5E39D404A28939D4E4724EDC3AC"
"25","RS-4314902-39682809B6394019B25829B323E1FCB4","AT","RS","4314902","39682809B6394019B25829B323E1FCB4","RS431490239682809B6394019B25829B323E1FCB4"
"26","RS-4314902-A6977B82FF2D46CA9E1C311ACC079FEA","AT","RS","4314902","A6977B82FF2D46CA9E1C311ACC079FEA","RS4314902A6977B82FF2D46CA9E1C311ACC079FEA"
"27","RS-4314902-77B2162AF11C4B1CA2BB640EF03F6642","AT","RS","4314902","77B2162AF11C4B1CA2BB640EF03F6642","RS431490277B2162AF11C4B1CA2BB640EF03F6642"
"28","RS-4314902-60D217850C13480F8D43A1130D71CCD0","AT","RS","4314902","60D217850C13480F8D43A1130D71CCD0","RS431490260D217850C13480F8D43A1130D71CCD0"
"29","RS-4314902-D4815262ABF940AC8D7A60535B516C34","AT","RS","4314902","D4815262ABF940AC8D7A60535B516C34","RS4314902D4815262ABF940AC8D7A60535B516C34"
"30","RS-4314902-1337702BA5C3414DB736C13EBD219947","AT","RS","4314902","1337702BA5C3414DB736C13EBD219947","RS43149021337702BA5C3414DB736C13EBD219947"
"31","RS-4314902-EEFEF37BE3ED450293FCBD7A573C828D","AT","RS","4314902","EEFEF37BE3ED450293FCBD7A573C828D","RS4314902EEFEF37BE3ED450293FCBD7A573C828D"
"32","RS-4314902-EC17CACC7E2A4205907308736CC47B9F","AT","RS","4314902","EC17CACC7E2A4205907308736CC47B9F","RS4314902EC17CACC7E2A4205907308736CC47B9F"
"33","RS-4314902-9F60BF9A53D241959AC723C8D18D69AD","AT","RS","4314902","9F60BF9A53D241959AC723C8D18D69AD","RS43149029F60BF9A53D241959AC723C8D18D69AD"
"34","RS-4314902-AF6DBA081F2E499F96A18BEEBE32273F","AT","RS","4314902","AF6DBA081F2E499F96A18BEEBE32273F","RS4314902AF6DBA081F2E499F96A18BEEBE32273F"
"35","RS-4314902-817EEDA80F26407C844A298FBE65639A","AT","RS","4314902","817EEDA80F26407C844A298FBE65639A","RS4314902817EEDA80F26407C844A298FBE65639A"
"36","RS-4314902-6A292ECA300B43F9B482545743BF150B","AT","RS","4314902","6A292ECA300B43F9B482545743BF150B","RS43149026A292ECA300B43F9B482545743BF150B"
"37","RS-4314902-20246DDAF2C441EF977286B4D1D572B7","AT","RS","4314902","20246DDAF2C441EF977286B4D1D572B7","RS431490220246DDAF2C441EF977286B4D1D572B7"
"38","RS-4314902-C8996DE3965842DDA56030E9706B5F41","AT","RS","4314902","C8996DE3965842DDA56030E9706B5F41","RS4314902C8996DE3965842DDA56030E9706B5F41"
"39","RS-4314902-6926161651FE4F1185C3285751FC9C10","AT","RS","4314902","6926161651FE4F1185C3285751FC9C10","RS43149026926161651FE4F1185C3285751FC9C10"
"40","RS-4314902-F603DCECC9FF48BA8E253F5470BB799C","AT","RS","4314902","F603DCECC9FF48BA8E253F5470BB799C","RS4314902F603DCECC9FF48BA8E253F5470BB799C"
"41","RS-4314902-FFBE748E41E747F09DE55ED91BDB79E9","AT","RS","4314902","FFBE748E41E747F09DE55ED91BDB79E9","RS4314902FFBE748E41E747F09DE55ED91BDB79E9"
"42","RS-4314902-85E8C0C11FD34F2B8FE16FB09B981DA7","AT","RS","4314902","85E8C0C11FD34F2B8FE16FB09B981DA7","RS431490285E8C0C11FD34F2B8FE16FB09B981DA7"
"43","RS-4314902-FE1E8FAA1A2D4E2A9AA5F4F7DE6498B0","AT","RS","4314902","FE1E8FAA1A2D4E2A9AA5F4F7DE6498B0","RS4314902FE1E8FAA1A2D4E2A9AA5F4F7DE6498B0"
