"","fcar","situacao","uf","munic","code","NUMREGCAR"
"1","MG-3149150-03DB382423EA4BB488FF344C29DF5AFC","AT","MG","3149150","03DB382423EA4BB488FF344C29DF5AFC","MG314915003DB382423EA4BB488FF344C29DF5AFC"
"2","MG-3149150-B62E88FE2D174730B35427446F07F550","AT","MG","3149150","B62E88FE2D174730B35427446F07F550","MG3149150B62E88FE2D174730B35427446F07F550"
"3","MG-3149150-282CEA3AFC8549F382DDB6175DD408ED","AT","MG","3149150","282CEA3AFC8549F382DDB6175DD408ED","MG3149150282CEA3AFC8549F382DDB6175DD408ED"
"4","MG-3149150-A0DD5252D397491D801C64ABB2221D50","AT","MG","3149150","A0DD5252D397491D801C64ABB2221D50","MG3149150A0DD5252D397491D801C64ABB2221D50"
"5","MG-3149150-52BD31CBEA0A43F7872A42F3E70A1996","AT","MG","3149150","52BD31CBEA0A43F7872A42F3E70A1996","MG314915052BD31CBEA0A43F7872A42F3E70A1996"
"6","MG-3149150-1CDBE22EF4284C3196622CB90FCEDF8D","AT","MG","3149150","1CDBE22EF4284C3196622CB90FCEDF8D","MG31491501CDBE22EF4284C3196622CB90FCEDF8D"
"7","MG-3149150-4FA3B4EBE12442EAA3FF343D10331FFB","AT","MG","3149150","4FA3B4EBE12442EAA3FF343D10331FFB","MG31491504FA3B4EBE12442EAA3FF343D10331FFB"
"8","MG-3149150-2B674BE8B0534490A5ECC6E08DA63BE9","AT","MG","3149150","2B674BE8B0534490A5ECC6E08DA63BE9","MG31491502B674BE8B0534490A5ECC6E08DA63BE9"
"9","MG-3149150-3A4B248E3A354BE79A10A1D5A28C213D","AT","MG","3149150","3A4B248E3A354BE79A10A1D5A28C213D","MG31491503A4B248E3A354BE79A10A1D5A28C213D"
"10","MG-3149150-579755AE36204CBFA2AFCA370CF0AFF0","AT","MG","3149150","579755AE36204CBFA2AFCA370CF0AFF0","MG3149150579755AE36204CBFA2AFCA370CF0AFF0"
"11","MG-3149150-D369B7D50A0E48308C2E1AC4C56341AE","AT","MG","3149150","D369B7D50A0E48308C2E1AC4C56341AE","MG3149150D369B7D50A0E48308C2E1AC4C56341AE"
"12","MG-3149150-F4D72359E06A431A8FD2E8B983FC1305","AT","MG","3149150","F4D72359E06A431A8FD2E8B983FC1305","MG3149150F4D72359E06A431A8FD2E8B983FC1305"
"13","MG-3149150-F7EC85639E554E44974C69ED475A9615","AT","MG","3149150","F7EC85639E554E44974C69ED475A9615","MG3149150F7EC85639E554E44974C69ED475A9615"
"14","MG-3149150-9CBE5FDF4B2B41FF82DDE7D52F7F2078","AT","MG","3149150","9CBE5FDF4B2B41FF82DDE7D52F7F2078","MG31491509CBE5FDF4B2B41FF82DDE7D52F7F2078"
"15","MG-3149150-4353BFF7E85C4F4BA91582D3633D35B1","AT","MG","3149150","4353BFF7E85C4F4BA91582D3633D35B1","MG31491504353BFF7E85C4F4BA91582D3633D35B1"
"16","MG-3149150-8BE69EA8492144A194ED9F65391BB7F9","AT","MG","3149150","8BE69EA8492144A194ED9F65391BB7F9","MG31491508BE69EA8492144A194ED9F65391BB7F9"
"17","MG-3149150-E3E7B618E8D04B4AB0EA00DB4C7A6DEB","AT","MG","3149150","E3E7B618E8D04B4AB0EA00DB4C7A6DEB","MG3149150E3E7B618E8D04B4AB0EA00DB4C7A6DEB"
"18","MG-3149150-02161F1B553F4A019CF42DE8A1E78F00","AT","MG","3149150","02161F1B553F4A019CF42DE8A1E78F00","MG314915002161F1B553F4A019CF42DE8A1E78F00"
