"","Ano","CAR","Status","SITUACAO","CONDICAO","Area_Fazenda_Total","Area_Fazenda_Florestada","APP_Total","APP_Florestada","RESERVA_LEGAL_Total","RESERVA_LEGAL_Florestada","VEGETACAO_NATIVA_Total","VEGETACAO_NATIVA_Florestada","SERVIDAO_ADMINISTRATIVA_Total","SERVIDAO_ADMINISTRATIVA_Florestada","USO_RESTRITO_Total","USO_RESTRITO_Florestada","AREA_CONSOLIDADA_Total","AREA_CONSOLIDADA_Florestada"
"1",2020,"SP-3548906-13CBFC3115AD49A9B51FC014A701B019","Shapefile SiCAR Processado","AT","Revisado, aguardando aceite pelo proprietário",485.84,109.23,8.63,8.09,101.81,98.39,105.4,101.4,NA,NA,NA,NA,0.57,0.45
