"","Ano","CAR","Status","SITUACAO","CONDICAO","Area_Fazenda_Total","Area_Fazenda_Florestada","APP_Total","APP_Florestada","RESERVA_LEGAL_Total","RESERVA_LEGAL_Florestada","VEGETACAO_NATIVA_Total","VEGETACAO_NATIVA_Florestada","SERVIDAO_ADMINISTRATIVA_Total","SERVIDAO_ADMINISTRATIVA_Florestada","USO_RESTRITO_Total","USO_RESTRITO_Florestada","AREA_CONSOLIDADA_Total","AREA_CONSOLIDADA_Florestada","A1","A2","A3","A4","A5","A6","A7","V11","V12","V21","V22","V23","V31","V32","cent_log","cent_lat","A1","A2","A3","A4","A5","A6","A7","V11","V12","V21","V22","V23","V31","V32"
"1",2020,"SP-3538006-CC9079809F6F40D694C972622A475E42","Shapefile SiCAR Processado","AT","Aguardando análise",1890,65.22,77.08,14.98,81.36,19.6,24.5,16.41,NA,NA,NA,NA,3.6,0.12,4.59,11.64,0,0,57.5,3.35,4.77,4.59,57.5,11.64,0,3.35,4.59,14.98,-45.3907188422984,-22.8582436798618,9.19,23.28,0,0,115,6.69,9.54,13.78,172.5,34.92,0,10.04,9.19,29.97
