"";"NUMREGCAR";"uf";"munic";"code";"fcar"
"1";"SP354890613CBFC3115AD49A9B51FC014A701B019";"SP";"3548906";"13CBFC3115AD49A9B51FC014A701B019";"SP-3548906-13CBFC3115AD49A9B51FC014A701B019"
