"","Ano","CAR","Status","SITUACAO","CONDICAO","Area_Fazenda_Total","Area_Fazenda_Florestada","APP_Total","APP_Florestada","RESERVA_LEGAL_Total","RESERVA_LEGAL_Florestada","VEGETACAO_NATIVA_Total","VEGETACAO_NATIVA_Florestada","SERVIDAO_ADMINISTRATIVA_Total","SERVIDAO_ADMINISTRATIVA_Florestada","USO_RESTRITO_Total","USO_RESTRITO_Florestada","AREA_CONSOLIDADA_Total","AREA_CONSOLIDADA_Florestada","A1","A2","A3","A4","A5","A6","A7","V11","V12","V21","V22","V23","V31","V32"
"1",2014,"SP-3524303-7F899BC4BF434FC29BCD16956D775084","Shapefile SiCAR Processado","AT","Aguardando análise, não passível de revisão de dados",294.65,3.6,12.95,1.12,14.02,0.93,13.61,0.86,NA,NA,NA,NA,276.72,0.3,8.76,0.75,3.98,0.11,3.06,0.37,0,8.76,3.06,0.75,0.11,0.37,8.76,1.23
