"","fcar","uf","munic","year","farm_area_hec","Formacao Florestal","Formacao Savanica","Campo Alagado e Area Pantanosa","Pastagem","Mosaico de Agricultura e Pastagem","Outras Areas nao Vegetadas","Rio, Lago e Oceano","Cana-de-Acucar","Soja","Outras Lavouras Temporarias","Café","Fomacao Campestre","Citrus","Silvicultura","Area Urbanizada","Outras Lavouras Perenes"
"151","SP-3536307-39C8340CEEE54519A353C1E4921B8A11","SP",3536307,"2021",147.84,26.18,0,0,0,30.65,0,0,88.77,0,0,0.23,0,2.01,0,0,0
"152","SP-3536307-8FA0CD7AF87243C2AD4A29EF1C780683","SP",3536307,"2021",38.91,0,0,0,0,0.05,0,0,38.86,0,0,0,0,0,0,0,0
"153","SP-3536307-A14D5F1196DC4FE89631A52006CE8D3A","SP",3536307,"2021",148.42,6.44,0,0,0,29.47,0,0,108.91,0,3.6,0,0,0,0,0,0
"154","SP-3536307-AA36A6369D48486EB1C65F08DFF7BEC0","SP",3536307,"2021",8.4,0,0,0,0,0,0,0,8.4,0,0,0,0,0,0,0,0
"155","SP-3536307-AAED526D05264DA281EA7C8692482317","SP",3536307,"2021",118.68,0.16,0,0,0,2.2,0,0,106.61,9.72,0,0,0,0,0,0,0
"156","SP-3536307-D3EBF3FAC8564D139139231BDCBFA492","SP",3536307,"2021",32.27,6.87,0,0,0,7.58,0,0,17.82,0,0,0,0,0,0,0,0
"157","SP-3536307-E76342C0AB1F47D29C1AC5568BE76819","SP",3536307,"2021",179.86,9.07,0,0,0,13.36,0,0,98.99,58.45,0,0,0,0,0,0,0
"158","SP-3536307-F5CDFF4EC2FB43FEA76AA177E901AA60","SP",3536307,"2021",169.92,22.33,2.43,2.86,0.42,72.53,0,0,69.34,0,0,0,0,0,0,0,0
"159","SP-3538105-D4B13E2251B3446AA7B445237DF0CBCD","SP",3538105,"2021",219.02,21.07,0,7.19,0,7.53,0,0,182.73,0,0.5,0,0,0,0,0,0
"160","SP-3540309-455A2263AE1B4CEDBF18C9A8EF56FD37","SP",3540309,"2021",534.59,1.74,0,15.96,20.23,66.25,0,27.02,374.64,6.22,22.53,0,0,0,0,0,0
"161","SP-3540309-663984AC1E8A4B0F817BC2599BBF2DA4","SP",3540309,"2021",48.41,0,0,0,0.42,4.45,0,0.07,43.47,0,0,0,0,0,0,0,0
"162","SP-3540903-262EC6A45FFB45A8B306D5BB26DCAB02","SP",3540903,"2021",139.11,2.64,0,1.42,0,0.69,0,0,134.35,0,0,0,0,0,0,0,0
"163","SP-3540903-73F249DF772D472EA6E4054C889E3C37","SP",3540903,"2021",141.01,0,0,0,0,6.42,0.86,0,133.63,0,0.1,0,0,0,0,0,0
"164","SP-3540903-B11929B3E6EA4E9696D1E205DB6984F0","SP",3540903,"2021",180.82,4.59,0,0.78,0,0.01,0,0,175.28,0,0.16,0,0,0,0,0,0
"165","SP-3543402-1DA8730846C74686A4AB4FFFEDF102CA","SP",3543402,"2021",80.54,0,0,0,0,1.32,0,0,78.72,0.5,0,0,0,0,0,0,0
"166","SP-3543402-1F1F7808BB7942A7AC24E42F391C7A50","SP",3543402,"2021",478.33,45.57,0,10.2,0,29.34,0,0,391.51,0,1.7,0,0,0,0,0,0
"167","SP-3543402-42E69DAFD66A48F2A2C94EF340E96EAD","SP",3543402,"2021",119.24,4.09,0,9.27,0,3.4,0,0,101.77,0,0.71,0,0,0,0,0,0
"168","SP-3543402-4B9B41D5E4C44F83BCC3BF1C40A0AD09","SP",3543402,"2021",27.13,1.05,0,0,0,17.52,0,1.08,7.48,0,0,0,0,0,0,0,0
"169","SP-3543402-684F1290C16E47FD88B387C429B2804F","SP",3543402,"2021",532.15,150.64,0,0.04,1.2,80.97,1.17,0,294.87,0.26,1.93,0,0,0,0,1.06,0
"170","SP-3543402-EF060FEE30C44FDB89DE102EA19D6E60","SP",3543402,"2021",513.74,76.19,0,0.84,0,18.73,0,0,408.48,6.76,2.76,0,0,0,0,0,0
"171","SP-3543402-FB219CA4F6AA4588AF2B80E948058DBC","SP",3543402,"2021",175.08,38.81,0,0.12,0,12.35,0,0,122.95,0,0.85,0,0,0,0,0,0
"172","SP-3543709-67FEDFB442A74EFDAFED739AA5492A54","SP",3543709,"2021",828.78,11.38,0,7.71,0,24.41,0,0.77,636.22,145.89,1.93,0,0,0.28,0,0,0
"173","SP-3543709-895E9A4CA7AA45F787AB51BFD227F7E4","SP",3543709,"2021",5498.35,225.77,1,725.85,6.79,452.39,8.28,6.81,3988.2,78.17,4.74,0,0,0,0,0,0
"174","SP-3543709-F0021CE51CC64BE295FD0164556406B2","SP",3543709,"2021",83.4,0,0,0,0,4.48,0,0,78.43,0,0.49,0,0,0,0,0,0
"175","SP-3545605-31C240CD9EEA4DB795EAF79257D3A555","SP",3545605,"2021",109.41,4,0,0.43,0,3.28,0,0,101.19,0,0.5,0,0,0,0,0,0
"176","SP-3545605-4B1327CD9F0048C8AF0EF7D758D0BF69","SP",3545605,"2021",119.52,5.59,0,0,0,2.75,0,0,109.77,1.42,0,0,0,0,0,0,0
"177","SP-3545605-744C3D0EC2614782AF597E510CD204D4","SP",3545605,"2021",37.6,0,0,0,0,0.23,0,0,37.37,0,0,0,0,0,0,0,0
"178","SP-3553203-D7550D3273A445459C0CA1CC9F01DC82","SP",3553203,"2021",173.1,4.42,0,1.85,5.5,22.86,0,1.28,137.2,0,0,0,0,0,0,0,0
"179","SP-3553708-0858FA9FDFB0409EA92DDE3863FA14D1","SP",3553708,"2021",52.44,8.44,0,0.47,0,2.27,0,0,41.25,0,0,0,0,0,0,0,0
"180","SP-3553708-08F4112E61274728B7E28D4DD2C492B7","SP",3553708,"2021",148.88,19.86,0,2.5,0,10.4,0.03,0,111.65,4.02,0.42,0,0,0,0,0,0
"181","SP-3553708-091EAB10770A48328E6C7B9AA8156DF2","SP",3553708,"2021",30.34,0.02,0,2.7,0,2.43,0,0,24.67,0,0.53,0,0,0,0,0,0
"182","SP-3553708-0B8611F8492B4FBE9F4919FD2B4CCCFB","SP",3553708,"2021",113.32,5.36,0,0.11,0,6.15,0,0.16,101.54,0,0,0,0,0,0,0,0
"183","SP-3553708-0CD642AFEAB8483FA6531F2D4F185ED8","SP",3553708,"2021",230.59,33.61,0,1.43,0,20.05,0,0,175.16,0.02,0.32,0,0,0,0,0,0
"184","SP-3553708-26DB381602EF46B78D04BDCED4CCF582","SP",3553708,"2021",44.56,0,0,0,0,1.36,0,0,43.2,0,0,0,0,0,0,0,0
"185","SP-3553708-2847AE9800F147A58CC6658A2275C5A5","SP",3553708,"2021",133.13,20.93,0,0.7,0,20.43,0,0,89.92,0.23,0.92,0,0,0,0,0,0
"186","SP-3553708-3CB6F6CB2CC74B658B8220A88406C647","SP",3553708,"2021",30.69,2.2,0,1.93,2.58,16.24,0,0,7.32,0,0.42,0,0,0,0,0,0
"187","SP-3553708-4389915C37424AF6A21D3FBF1B6D2D40","SP",3553708,"2021",44.45,0,0,0,0,0.46,0,0,43.99,0,0,0,0,0,0,0,0
"188","SP-3553708-49A3269AAE35408995F4486D1409FA51","SP",3553708,"2021",31.71,0,0,0,0,2.71,0,0,25.84,3.16,0,0,0,0,0,0,0
"189","SP-3553708-5F2E87B8ABE847618C1AF8E982479ED6","SP",3553708,"2021",51.87,2.12,0,0,0,3.16,0,0,46.59,0,0,0,0,0,0,0,0
"190","SP-3553708-63B9D7B6A988411A8A8F3BA1744F0F60","SP",3553708,"2021",55.53,0,0,0.33,0,4.45,0,0,46.17,4.57,0,0,0,0,0,0,0
"191","SP-3553708-75EB43DF11594E7A96F4561A8FDDABB7","SP",3553708,"2021",281.97,24.97,0,3.68,0.58,47.19,0,0,201.38,4.17,0,0,0,0,0,0,0
"192","SP-3553708-8AD9E86E75D84315AE9FED048812FC8B","SP",3553708,"2021",27.37,7.77,0,0.34,0,3.44,0,0,15.82,0,0,0,0,0,0,0,0
"193","SP-3553708-91969BC01A48412787C2C5625EEB6D11","SP",3553708,"2021",42.26,2.1,0,0,0,0.98,0.01,0,39.18,0,0,0,0,0,0,0,0
"194","SP-3553708-92A63A0F23334E10B312AEA000572D36","SP",3553708,"2021",65.86,6.81,0,0,0,19.52,0,0,28.68,10.84,0.01,0,0,0,0,0,0
"195","SP-3553708-943E0C267F964F54AADC0BC1416CFC51","SP",3553708,"2021",227.16,3.36,0,1.06,0,29.56,0,0,193.18,0,0.01,0,0,0,0,0,0
"196","SP-3553708-A683C1419B744985B282D80959EA1326","SP",3553708,"2021",73.47,2.5,0,0,0,3.74,0,0,64.4,2.83,0,0,0,0,0,0,0
"197","SP-3553708-B3B40607D9EC47B39A585035D516A560","SP",3553708,"2021",172.34,8.63,0,1.34,1.58,65.39,0,0,91.67,0,0,0,0,0,0,3.72,0
"198","SP-3553708-B6CB9C346B1A49769E52BC44C7D921DD","SP",3553708,"2021",113.32,7.19,0,0,0,11.37,0,0,94.26,0,0.5,0,0,0,0,0,0
"199","SP-3553708-C19DAF28E878458584873AECBAB95F92","SP",3553708,"2021",47.11,0.91,0,2.69,0,1.28,0,0,41.78,0,0.44,0,0,0,0,0,0
"200","SP-3553708-DFEE19EE1DAB4088ABE7B5C886ECF753","SP",3553708,"2021",19.44,0.02,0,0,0,3.63,0,0,15.79,0,0,0,0,0,0,0,0
"201","SP-3553708-EB64F2865C5B4374A77FE31919A96F49","SP",3553708,"2021",54.38,2.05,0,0,0,1.87,0,0,50.3,0,0.16,0,0,0,0,0,0
"202","SP-3553708-EB6C39204B8F4DB4BCCD5DCE766FCB3B","SP",3553708,"2021",50.79,0.53,0,0,0,8.02,0,0,42.23,0,0,0,0,0,0,0,0
