"","Ano","CAR","Status","SITUACAO","CONDICAO","Area_Fazenda_Total","Area_Fazenda_Florestada","APP_Total","APP_Florestada","RESERVA_LEGAL_Total","RESERVA_LEGAL_Florestada","VEGETACAO_NATIVA_Total","VEGETACAO_NATIVA_Florestada","SERVIDAO_ADMINISTRATIVA_Total","SERVIDAO_ADMINISTRATIVA_Florestada","USO_RESTRITO_Total","USO_RESTRITO_Florestada","AREA_CONSOLIDADA_Total","AREA_CONSOLIDADA_Florestada","A1","A2","A3","A4","A5","A6","A7","V11","V12","V21","V22","V23","V31","V32"
"1",2013,"SP-3553708-EB6C39204B8F4DB4BCCD5DCE766FCB3B","Shapefile SiCAR Processado","AT","Revisado, aguardando aceite pelo proprietário",50.79,0.56,1.34,0.52,0.08,0.02,1.56,0.53,NA,NA,NA,NA,0.01,0,0.8,0.52,0.24,0.01,0.02,0,0,0.8,0.02,0.52,0.01,0,0.8,0.53
