"","Ano","CAR","Status","SITUACAO","CONDICAO","Area_Fazenda_Total","Area_Fazenda_Florestada","APP_Total","APP_Florestada","RESERVA_LEGAL_Total","RESERVA_LEGAL_Florestada","VEGETACAO_NATIVA_Total","VEGETACAO_NATIVA_Florestada","SERVIDAO_ADMINISTRATIVA_Total","SERVIDAO_ADMINISTRATIVA_Florestada","USO_RESTRITO_Total","USO_RESTRITO_Florestada","AREA_CONSOLIDADA_Total","AREA_CONSOLIDADA_Florestada"
"1",2018,"SP-3524303-A0EE4B1E25F9403C9A9626C6CE926688","Shapefile SiCAR Processado","AT","Aguardando análise, não passível de revisão de dados",17.27,0.25,0.51,0.2,0.58,0.22,0.11,0.04,0.17,0,NA,NA,16.99,0.2
