"","Ano","CAR","Status","SITUACAO","CONDICAO","Area_Fazenda_Total","Area_Fazenda_Florestada","APP_Total","APP_Florestada","RESERVA_LEGAL_Total","RESERVA_LEGAL_Florestada","VEGETACAO_NATIVA_Total","VEGETACAO_NATIVA_Florestada","SERVIDAO_ADMINISTRATIVA_Total","SERVIDAO_ADMINISTRATIVA_Florestada","USO_RESTRITO_Total","USO_RESTRITO_Florestada","AREA_CONSOLIDADA_Total","AREA_CONSOLIDADA_Florestada","A1","A2","A3","A4","A5","A6","A7","V11","V12","V21","V22","V23","V31","V32","cent_log","cent_lat"
"1",2021,"SP-3524006-10F80222EAC6465C83277913329E04AB","Shapefile SiCAR Processado","AT","Aguardando analise",238.35,34.5,19.19,8.23,47.73,16.01,84.82,27.39,NA,NA,NA,NA,0.36,0.05,6.16,7.86,24.86,16.75,4.8,0.37,2.78,6.16,4.8,7.86,16.75,0.37,6.16,24.98,-47.0402593120199,-23.087358555305
