,NUMREGCAR,Count,uf,munic,fcar
405,SP3553708698776D9448F42078AAEB1C6B3D2504A,1,SP,3553708,SP-3553708-698776D9448F42078AAEB1C6B3D2504A
406,SP3553708698EB422A8304A3BBB200E882CD4E989,1,SP,3553708,SP-3553708-698EB422A8304A3BBB200E882CD4E989
407,SP35537086B4E5206FDA74D9CBFA961CFF31B2F04,1,SP,3553708,SP-3553708-6B4E5206FDA74D9CBFA961CFF31B2F04
408,SP35537086E81B98218E0424585F91CBD1C2640B7,1,SP,3553708,SP-3553708-6E81B98218E0424585F91CBD1C2640B7
409,SP3553708717729B507BA42D2BEF1919C06A84931,1,SP,3553708,SP-3553708-717729B507BA42D2BEF1919C06A84931
410,SP355370875EB43DF11594E7A96F4561A8FDDABB7,1,SP,3553708,SP-3553708-75EB43DF11594E7A96F4561A8FDDABB7
411,SP35537087653BD924236459B8C47BC58F98EFCE5,1,SP,3553708,SP-3553708-7653BD924236459B8C47BC58F98EFCE5
412,SP355370876A7B4F9D99549C78E7AC67B53BB2B3C,1,SP,3553708,SP-3553708-76A7B4F9D99549C78E7AC67B53BB2B3C
413,SP35537087AFAC93FC67E4174A523FD5E935CEACA,1,SP,3553708,SP-3553708-7AFAC93FC67E4174A523FD5E935CEACA
414,SP35537087D52337EDE6547CCBB4D3C1265DACB2A,1,SP,3553708,SP-3553708-7D52337EDE6547CCBB4D3C1265DACB2A
415,SP35537087FE74DBE05434D2AAC66BB501684048D,1,SP,3553708,SP-3553708-7FE74DBE05434D2AAC66BB501684048D
416,SP35537088AD9E86E75D84315AE9FED048812FC8B,1,SP,3553708,SP-3553708-8AD9E86E75D84315AE9FED048812FC8B
417,SP355370891969BC01A48412787C2C5625EEB6D11,1,SP,3553708,SP-3553708-91969BC01A48412787C2C5625EEB6D11
418,SP355370892A63A0F23334E10B312AEA000572D36,1,SP,3553708,SP-3553708-92A63A0F23334E10B312AEA000572D36
419,SP3553708943E0C267F964F54AADC0BC1416CFC51,1,SP,3553708,SP-3553708-943E0C267F964F54AADC0BC1416CFC51
420,SP35537089532B608710B440F82A6945FB640B3C8,1,SP,3553708,SP-3553708-9532B608710B440F82A6945FB640B3C8
421,SP3553708956D327273BE4502890E643A62057863,1,SP,3553708,SP-3553708-956D327273BE4502890E643A62057863
422,SP3553708961C4C023C78407B9A4EE1ABFB57BAB0,1,SP,3553708,SP-3553708-961C4C023C78407B9A4EE1ABFB57BAB0
423,SP35537089DC8985142A648019A6BDC3360DAAFC4,1,SP,3553708,SP-3553708-9DC8985142A648019A6BDC3360DAAFC4
424,SP35537089E3FDF045ABD4CB9A9071E2DD3FE81D5,1,SP,3553708,SP-3553708-9E3FDF045ABD4CB9A9071E2DD3FE81D5
425,SP35537089F44D94F5C9C43FF95D95829823A8659,1,SP,3553708,SP-3553708-9F44D94F5C9C43FF95D95829823A8659
426,SP3553708A30BD8178E844312998C630E9F4D1A30,1,SP,3553708,SP-3553708-A30BD8178E844312998C630E9F4D1A30
427,SP3553708A5F673725E0E431C9E43B22FEB045E2C,1,SP,3553708,SP-3553708-A5F673725E0E431C9E43B22FEB045E2C
428,SP3553708A683C1419B744985B282D80959EA1326,1,SP,3553708,SP-3553708-A683C1419B744985B282D80959EA1326
429,SP3553708A6B57DD155A84AA5819D41E870D13D1A,1,SP,3553708,SP-3553708-A6B57DD155A84AA5819D41E870D13D1A
430,SP3553708A9D6B4F756BB45919EA7C9756FFB254D,1,SP,3553708,SP-3553708-A9D6B4F756BB45919EA7C9756FFB254D
431,SP3553708AA34AC59851D4B71BE2127B0FDFAF724,1,SP,3553708,SP-3553708-AA34AC59851D4B71BE2127B0FDFAF724
432,SP3553708AA3E7655C01A41699C9164A87DD1644A,1,SP,3553708,SP-3553708-AA3E7655C01A41699C9164A87DD1644A
433,SP3553708AEB716FA958445A28AEED88BC5A58BC7,1,SP,3553708,SP-3553708-AEB716FA958445A28AEED88BC5A58BC7
434,SP3553708AFDBC8C90F67414281CCC0A811177C53,1,SP,3553708,SP-3553708-AFDBC8C90F67414281CCC0A811177C53
435,SP3553708B293A84CD7214658B7E556112DD90B1C,1,SP,3553708,SP-3553708-B293A84CD7214658B7E556112DD90B1C
436,SP3553708B30E6113597D48EA8EBCA56924CD630C,1,SP,3553708,SP-3553708-B30E6113597D48EA8EBCA56924CD630C
437,SP3553708B3B40607D9EC47B39A585035D516A560,1,SP,3553708,SP-3553708-B3B40607D9EC47B39A585035D516A560
438,SP3553708B6CB9C346B1A49769E52BC44C7D921DD,1,SP,3553708,SP-3553708-B6CB9C346B1A49769E52BC44C7D921DD
439,SP3553708BD3F48A4FBFE4C488F6022B9C36F7DC1,1,SP,3553708,SP-3553708-BD3F48A4FBFE4C488F6022B9C36F7DC1
440,SP3553708BDC82F5FA22145A5B94E45D353001570,1,SP,3553708,SP-3553708-BDC82F5FA22145A5B94E45D353001570
441,SP3553708C06CE73F827F49D9ABD386A80BD37FAC,1,SP,3553708,SP-3553708-C06CE73F827F49D9ABD386A80BD37FAC
442,SP3553708C19DAF28E878458584873AECBAB95F92,1,SP,3553708,SP-3553708-C19DAF28E878458584873AECBAB95F92
443,SP3553708C43168C278EE4E5588BFE11627AA1D22,1,SP,3553708,SP-3553708-C43168C278EE4E5588BFE11627AA1D22
444,SP3553708CEA2E53369BC456C8C2A5FEE5AC464BC,1,SP,3553708,SP-3553708-CEA2E53369BC456C8C2A5FEE5AC464BC
445,SP3553708CEBE99BFF56943DF85D47B4BCC07F697,1,SP,3553708,SP-3553708-CEBE99BFF56943DF85D47B4BCC07F697
446,SP3553708D4F14A2FF6DA42EA9E15D59F8F57B6A4,1,SP,3553708,SP-3553708-D4F14A2FF6DA42EA9E15D59F8F57B6A4
447,SP3553708DD040990589F4502BE55DF4E30B3EFCF,1,SP,3553708,SP-3553708-DD040990589F4502BE55DF4E30B3EFCF
448,SP3553708DFEE19EE1DAB4088ABE7B5C886ECF753,1,SP,3553708,SP-3553708-DFEE19EE1DAB4088ABE7B5C886ECF753
449,SP3553708E50C78E75E524B3AA2C6066AC4FE482F,1,SP,3553708,SP-3553708-E50C78E75E524B3AA2C6066AC4FE482F
450,SP3553708E51EA7DD08D546399EF2AE3287C4ACD3,1,SP,3553708,SP-3553708-E51EA7DD08D546399EF2AE3287C4ACD3
451,SP3553708E54198ADCEB64A4189267DD5B6CA322A,1,SP,3553708,SP-3553708-E54198ADCEB64A4189267DD5B6CA322A
452,SP3553708EB64F2865C5B4374A77FE31919A96F49,1,SP,3553708,SP-3553708-EB64F2865C5B4374A77FE31919A96F49
453,SP3553708EB6C39204B8F4DB4BCCD5DCE766FCB3B,1,SP,3553708,SP-3553708-EB6C39204B8F4DB4BCCD5DCE766FCB3B
454,SP3553708EF3B18233C9A4112B4F031A678496534,1,SP,3553708,SP-3553708-EF3B18233C9A4112B4F031A678496534
455,SP3553708F44CB3E2257C41FB909819F720608FC9,1,SP,3553708,SP-3553708-F44CB3E2257C41FB909819F720608FC9
456,SP3553708F4D32E294B944997B70D4C734994593A,1,SP,3553708,SP-3553708-F4D32E294B944997B70D4C734994593A
457,SP3553708F66AFE8DED1D495281CD611D7A4191FB,0,SP,3553708,SP-3553708-F66AFE8DED1D495281CD611D7A4191FB
458,SP3553708FE3919987A7A436C95E6C23B8AE037DD,1,SP,3553708,SP-3553708-FE3919987A7A436C95E6C23B8AE037DD
459,SP3553708FFFE9118EBBD4F838D6AEE02707824AE,0,SP,3553708,SP-3553708-FFFE9118EBBD4F838D6AEE02707824AE
460,SP3556008A53216A319964487A9B7471523E5217F,1,SP,3556008,SP-3556008-A53216A319964487A9B7471523E5217F
461,SP3557154EE2C84FCECCC48998C41E3B2BF9AFF3F,1,SP,3557154,SP-3557154-EE2C84FCECCC48998C41E3B2BF9AFF3F
462,TO1712504BA4B20453B724A6CB140709E4C6EC872,0,TO,1712504,TO-1712504-BA4B20453B724A6CB140709E4C6EC872
