,NUMREGCAR,Count,uf,munic,fcar
203,SP35243038DC097BB871E49BCAFEEDD4DAAFDBB1E,1,SP,3524303,SP-3524303-8DC097BB871E49BCAFEEDD4DAAFDBB1E
204,SP352430391A843137212411D87BDBBD8D9F5562B,1,SP,3524303,SP-3524303-91A843137212411D87BDBBD8D9F5562B
205,SP3524303935674BF20E94C1D8BDBF4A658363042,1,SP,3524303,SP-3524303-935674BF20E94C1D8BDBF4A658363042
206,SP352430396EC4CD7C7B043B2B787C3BE484FE090,0,SP,3524303,SP-3524303-96EC4CD7C7B043B2B787C3BE484FE090
207,SP35243039F87FF6681004356B5CEFA7EF01A707B,1,SP,3524303,SP-3524303-9F87FF6681004356B5CEFA7EF01A707B
208,SP3524303A4204348BA434E28ADC4E0BAB626B251,1,SP,3524303,SP-3524303-A4204348BA434E28ADC4E0BAB626B251
209,SP3524303A5423CB18EF04CD7B045F16FE2B2BD47,1,SP,3524303,SP-3524303-A5423CB18EF04CD7B045F16FE2B2BD47
210,SP3524303A7682ED563804138AF6A3F96D16FA05F,1,SP,3524303,SP-3524303-A7682ED563804138AF6A3F96D16FA05F
211,SP3524303A85D5BD26F6D4C50B3D21F3D2A523BC1,1,SP,3524303,SP-3524303-A85D5BD26F6D4C50B3D21F3D2A523BC1
212,SP3524303AB82473D9B024CA9B5ABBEEA7281631A,1,SP,3524303,SP-3524303-AB82473D9B024CA9B5ABBEEA7281631A
213,SP3524303AD6A7C7F6BB942B7A5C64F76BF4535B7,1,SP,3524303,SP-3524303-AD6A7C7F6BB942B7A5C64F76BF4535B7
214,SP3524303AE1D25E0508C42BABADC23B3F41E9363,1,SP,3524303,SP-3524303-AE1D25E0508C42BABADC23B3F41E9363
215,SP3524303B3B774AC74BD4C48A83B06BC60BDBDE8,1,SP,3524303,SP-3524303-B3B774AC74BD4C48A83B06BC60BDBDE8
216,SP3524303B4DB9C379C2745D381C499D50E58A337,1,SP,3524303,SP-3524303-B4DB9C379C2745D381C499D50E58A337
217,SP3524303B4E7D6269570418A8C7CB04464344387,1,SP,3524303,SP-3524303-B4E7D6269570418A8C7CB04464344387
218,SP3524303B511EABB874444398E1815F4A23331D5,1,SP,3524303,SP-3524303-B511EABB874444398E1815F4A23331D5
219,SP3524303B81EF71D75DB4B0E824AC12E7E35D76B,1,SP,3524303,SP-3524303-B81EF71D75DB4B0E824AC12E7E35D76B
220,SP3524303B9C6F163F39D4BCEBCD7FFDA66C50DE2,1,SP,3524303,SP-3524303-B9C6F163F39D4BCEBCD7FFDA66C50DE2
221,SP3524303BF07A71C614443019B81105D6B2A386B,1,SP,3524303,SP-3524303-BF07A71C614443019B81105D6B2A386B
222,SP3524303C38FF4FEA8FE4EDBB3CFFCBC52F9944C,1,SP,3524303,SP-3524303-C38FF4FEA8FE4EDBB3CFFCBC52F9944C
223,SP3524303C3E234F167274FDF984BA17F24E3D201,0,SP,3524303,SP-3524303-C3E234F167274FDF984BA17F24E3D201
224,SP3524303CA5A35BC73284A4AB9E382A5B8502C1A,1,SP,3524303,SP-3524303-CA5A35BC73284A4AB9E382A5B8502C1A
225,SP3524303CBF4F7932D364DD9AC0E39E5C37AA0A9,0,SP,3524303,SP-3524303-CBF4F7932D364DD9AC0E39E5C37AA0A9
226,SP3524303D1D92A7568234A58A13134B523E1A5B2,1,SP,3524303,SP-3524303-D1D92A7568234A58A13134B523E1A5B2
227,SP3524303D28288D1B1714A89839447D19A51C917,1,SP,3524303,SP-3524303-D28288D1B1714A89839447D19A51C917
228,SP3524303D2CE0C792E44432CBBCCA3E48655517D,1,SP,3524303,SP-3524303-D2CE0C792E44432CBBCCA3E48655517D
229,SP3524303D35D6052A3004C3EB96D342F15B20926,1,SP,3524303,SP-3524303-D35D6052A3004C3EB96D342F15B20926
230,SP3524303D78A85C41DBA40D891D0FEA45835EF2D,1,SP,3524303,SP-3524303-D78A85C41DBA40D891D0FEA45835EF2D
231,SP3524303DA872C06E9EC4EA6BE3E330467FF4A18,1,SP,3524303,SP-3524303-DA872C06E9EC4EA6BE3E330467FF4A18
232,SP3524303F004FC678B1B436791323E41D93FA6F3,1,SP,3524303,SP-3524303-F004FC678B1B436791323E41D93FA6F3
233,SP3524303F6196583B26A4E84AB1CD3FE7039A61E,1,SP,3524303,SP-3524303-F6196583B26A4E84AB1CD3FE7039A61E
234,SP3526803E2A19DA1F75B404A97C3FC9987F2DE3D,0,SP,3526803,SP-3526803-E2A19DA1F75B404A97C3FC9987F2DE3D
235,SP3527801D3001961CD794DC3A61FC1FB19FF29CA,1,SP,3527801,SP-3527801-D3001961CD794DC3A61FC1FB19FF29CA
236,SP35293020544F27689CD47FE9B9196A622BECCBB,1,SP,3529302,SP-3529302-0544F27689CD47FE9B9196A622BECCBB
237,SP352930214E5A99D2ADD43F0ABAC9B62030C5BD7,1,SP,3529302,SP-3529302-14E5A99D2ADD43F0ABAC9B62030C5BD7
238,SP35293023B64FC6831D54EC4BB9BFFE93C5788CF,1,SP,3529302,SP-3529302-3B64FC6831D54EC4BB9BFFE93C5788CF
239,SP35293024380D5F337CF486E8E3C04893F2ED9CB,1,SP,3529302,SP-3529302-4380D5F337CF486E8E3C04893F2ED9CB
240,SP352930258D5AE64CDD448A99ADB8008BC1E4738,1,SP,3529302,SP-3529302-58D5AE64CDD448A99ADB8008BC1E4738
241,SP35293025DA25D37430D4BE68395555524DC86D4,1,SP,3529302,SP-3529302-5DA25D37430D4BE68395555524DC86D4
242,SP3529302664B22D1DFC44EAEA99AA819C0EC5779,1,SP,3529302,SP-3529302-664B22D1DFC44EAEA99AA819C0EC5779
243,SP35293026D5093B0A0384E1E967CFBDF049F18E0,1,SP,3529302,SP-3529302-6D5093B0A0384E1E967CFBDF049F18E0
244,SP352930282866007393E4DD6B6815EE7F7982D20,1,SP,3529302,SP-3529302-82866007393E4DD6B6815EE7F7982D20
245,SP352930299DBFFDF4B994AAE835FCBF0850E3717,1,SP,3529302,SP-3529302-99DBFFDF4B994AAE835FCBF0850E3717
246,SP3529302A2258972C5AA43EDA1ABD6ACABB94221,1,SP,3529302,SP-3529302-A2258972C5AA43EDA1ABD6ACABB94221
247,SP3529302AF136ED1760141DFB2FA0AFF59A07E3E,1,SP,3529302,SP-3529302-AF136ED1760141DFB2FA0AFF59A07E3E
248,SP3529302C1A3E8E5734C4D1FAB9F4F0DB21EE95B,1,SP,3529302,SP-3529302-C1A3E8E5734C4D1FAB9F4F0DB21EE95B
249,SP3529302D80B209D1E654D6CA87826E3B81A2985,1,SP,3529302,SP-3529302-D80B209D1E654D6CA87826E3B81A2985
250,SP3529302DA7957A5E21E456A8A18EC3BDF6350BA,1,SP,3529302,SP-3529302-DA7957A5E21E456A8A18EC3BDF6350BA
251,SP3529302DCEABCECB86B41A898A3555E7F34CB4F,1,SP,3529302,SP-3529302-DCEABCECB86B41A898A3555E7F34CB4F
252,SP3529302E22D1B8967CE4CB5959A0B2F759D70ED,1,SP,3529302,SP-3529302-E22D1B8967CE4CB5959A0B2F759D70ED
253,SP35310012BAA00AF46C846518602B969223C0C0F,1,SP,3531001,SP-3531001-2BAA00AF46C846518602B969223C0C0F
254,SP35313081CE791C5730749A883CAF14C9C3D5790,1,SP,3531308,SP-3531308-1CE791C5730749A883CAF14C9C3D5790
255,SP35313085A765C4491DC4648A27E5D2E884EB375,1,SP,3531308,SP-3531308-5A765C4491DC4648A27E5D2E884EB375
256,SP3531308AA6227303FD445209CCFBA48F79908EA,1,SP,3531308,SP-3531308-AA6227303FD445209CCFBA48F79908EA
257,SP3531308BE35E05C023F488C97ABA83454C00EC4,1,SP,3531308,SP-3531308-BE35E05C023F488C97ABA83454C00EC4
258,SP3531308C2F56A08017A4459888CE0E69A3161F8,1,SP,3531308,SP-3531308-C2F56A08017A4459888CE0E69A3161F8
259,SP3531308DDC5C4B5C558434A9BE155279F32C2C1,1,SP,3531308,SP-3531308-DDC5C4B5C558434A9BE155279F32C2C1
260,SP353140711DEFEE8B80D467F938BB65CBB3CED03,1,SP,3531407,SP-3531407-11DEFEE8B80D467F938BB65CBB3CED03
261,SP353140729FFB0B871EA4A0498FB0FE923796389,1,SP,3531407,SP-3531407-29FFB0B871EA4A0498FB0FE923796389
262,SP353205817D1B834B08C4F58A54D93F3B7509351,1,SP,3532058,SP-3532058-17D1B834B08C4F58A54D93F3B7509351
263,SP35320582C8FEF6FBC44472F9BF843B34FF9047E,1,SP,3532058,SP-3532058-2C8FEF6FBC44472F9BF843B34FF9047E
264,SP35320583EE625926E4E460DB99EA36B4AE36ECD,1,SP,3532058,SP-3532058-3EE625926E4E460DB99EA36B4AE36ECD
265,SP353205844DD409DC4644366942168E9DB5F6CE6,1,SP,3532058,SP-3532058-44DD409DC4644366942168E9DB5F6CE6
266,SP35320585EEB519E6F1D48278AA1AE9743A4376D,1,SP,3532058,SP-3532058-5EEB519E6F1D48278AA1AE9743A4376D
267,SP353205861E66EAE55FF4A7290F1E3609122DFD7,1,SP,3532058,SP-3532058-61E66EAE55FF4A7290F1E3609122DFD7
268,SP35320587982838F9DFB460D91E8C1EA4CCF8B01,1,SP,3532058,SP-3532058-7982838F9DFB460D91E8C1EA4CCF8B01
269,SP35320587CBC1A16AA2E459E8BADBDB848922FAB,1,SP,3532058,SP-3532058-7CBC1A16AA2E459E8BADBDB848922FAB
270,SP35320587CE470C1C14E4B388091CA616B2B348F,1,SP,3532058,SP-3532058-7CE470C1C14E4B388091CA616B2B348F
271,SP353205880CB2E330BE2400F8CE950F2016D52D9,1,SP,3532058,SP-3532058-80CB2E330BE2400F8CE950F2016D52D9
272,SP353205888B7B055CC604A6B8A92269DC53843D8,1,SP,3532058,SP-3532058-88B7B055CC604A6B8A92269DC53843D8
273,SP3532058D6D03A06FE00481D8AB792EC1CBE55DE,1,SP,3532058,SP-3532058-D6D03A06FE00481D8AB792EC1CBE55DE
274,SP3532058DACEDBABA07048FA90AE0F730E7C3587,1,SP,3532058,SP-3532058-DACEDBABA07048FA90AE0F730E7C3587
275,SP3532058F326C1F844804BC886768B75673B879B,0,SP,3532058,SP-3532058-F326C1F844804BC886768B75673B879B
276,SP353260352257EB5E2BD4998BFB17DF028EEAB0F,1,SP,3532603,SP-3532603-52257EB5E2BD4998BFB17DF028EEAB0F
277,SP3533502298E40F0FE384774BF8BA260457E607D,1,SP,3533502,SP-3533502-298E40F0FE384774BF8BA260457E607D
278,SP353350263955168FCDB4440B641CB2663870D02,1,SP,3533502,SP-3533502-63955168FCDB4440B641CB2663870D02
279,SP353350284756006EF5342079B4A52AD2837642C,1,SP,3533502,SP-3533502-84756006EF5342079B4A52AD2837642C
280,SP3533502C381178367754D00BEE2DECFABF46C72,1,SP,3533502,SP-3533502-C381178367754D00BEE2DECFABF46C72
281,SP35337005B3A3E53940A47E8B18185AA3CFD03AA,0,SP,3533700,SP-3533700-5B3A3E53940A47E8B18185AA3CFD03AA
282,SP3534757163F3B4AD4204AC1ADAAB835F4F7CA16,1,SP,3534757,SP-3534757-163F3B4AD4204AC1ADAAB835F4F7CA16
283,SP353500207DD7C45D3E942C98886BFBB8B06B8D0,1,SP,3535002,SP-3535002-07DD7C45D3E942C98886BFBB8B06B8D0
284,SP35350021680D49FBA204A7CB661F0E52301933A,1,SP,3535002,SP-3535002-1680D49FBA204A7CB661F0E52301933A
285,SP35350021F6BB597B087407AAFBEE1C7F8FB9DD0,1,SP,3535002,SP-3535002-1F6BB597B087407AAFBEE1C7F8FB9DD0
286,SP353500236FD7710DDEB4FEF9F652436C122D3A7,1,SP,3535002,SP-3535002-36FD7710DDEB4FEF9F652436C122D3A7
287,SP35350023DC863903D7C42FC9F62894F755C2800,1,SP,3535002,SP-3535002-3DC863903D7C42FC9F62894F755C2800
288,SP353500240C01BBAB3DD4547ACBB2CF3E5E0BF67,1,SP,3535002,SP-3535002-40C01BBAB3DD4547ACBB2CF3E5E0BF67
289,SP3535002415A2CFCCF6B4DC385D02C3268D01824,1,SP,3535002,SP-3535002-415A2CFCCF6B4DC385D02C3268D01824
290,SP3535002585023E7A78647558214BFE24FBF611D,1,SP,3535002,SP-3535002-585023E7A78647558214BFE24FBF611D
291,SP353500260C312A9890F41DB909B1AEDABD152ED,1,SP,3535002,SP-3535002-60C312A9890F41DB909B1AEDABD152ED
292,SP3535002683FF484A1184BBF9D9D87CA7D92358A,1,SP,3535002,SP-3535002-683FF484A1184BBF9D9D87CA7D92358A
293,SP35350027332E87CC64447AB9B90600125687065,1,SP,3535002,SP-3535002-7332E87CC64447AB9B90600125687065
294,SP35350027FBC29A1A88D419EBF00F797B3D62E40,1,SP,3535002,SP-3535002-7FBC29A1A88D419EBF00F797B3D62E40
295,SP35350028BB90BDFB1624905888097443F8D60C7,1,SP,3535002,SP-3535002-8BB90BDFB1624905888097443F8D60C7
296,SP353500297BAAFDC07D442A1BE4E2DA6D836E9DE,1,SP,3535002,SP-3535002-97BAAFDC07D442A1BE4E2DA6D836E9DE
297,SP3535002A9A5F5E72BD642C6A60413C4BD7501D8,1,SP,3535002,SP-3535002-A9A5F5E72BD642C6A60413C4BD7501D8
298,SP3535002AD3D9B1A1CA24462A76E05B33C899E51,1,SP,3535002,SP-3535002-AD3D9B1A1CA24462A76E05B33C899E51
299,SP3535002AE29685C68A446BFA66CA289D83298C9,1,SP,3535002,SP-3535002-AE29685C68A446BFA66CA289D83298C9
300,SP3535002B81BCF8F7EF34150B0B06FA44A8AEB27,1,SP,3535002,SP-3535002-B81BCF8F7EF34150B0B06FA44A8AEB27
301,SP3535002C05FFF2173FB4560AD53C72F8139D0A8,1,SP,3535002,SP-3535002-C05FFF2173FB4560AD53C72F8139D0A8
302,SP3535002C39F61FBD45A4FE9B9DB41642C30FBE5,1,SP,3535002,SP-3535002-C39F61FBD45A4FE9B9DB41642C30FBE5
303,SP3535002C54A6412F2174BAABD020E756C5779EC,1,SP,3535002,SP-3535002-C54A6412F2174BAABD020E756C5779EC
304,SP3535002C9156E596B5E4BF5A7E4AB052700B7B7,1,SP,3535002,SP-3535002-C9156E596B5E4BF5A7E4AB052700B7B7
305,SP3535002D3C38922D0114B2DBBF18E00D6EA9EB9,1,SP,3535002,SP-3535002-D3C38922D0114B2DBBF18E00D6EA9EB9
306,SP3535002D426BF430B4C4F43B985BEE07AAA7791,1,SP,3535002,SP-3535002-D426BF430B4C4F43B985BEE07AAA7791
307,SP3535002D470486002B24995B31365A7A2C11102,1,SP,3535002,SP-3535002-D470486002B24995B31365A7A2C11102
308,SP3535002D68439EDE895466F8C315C4E7919783B,1,SP,3535002,SP-3535002-D68439EDE895466F8C315C4E7919783B
309,SP3535002E5D5D8A1B9B843EF83D8E66A38A0090F,1,SP,3535002,SP-3535002-E5D5D8A1B9B843EF83D8E66A38A0090F
310,SP3535002E9610D9EE80E4223921BFC53E361EE3F,1,SP,3535002,SP-3535002-E9610D9EE80E4223921BFC53E361EE3F
311,SP3536000ACD0F0200C2E4C37B00A16BF2343D2C7,1,SP,3536000,SP-3536000-ACD0F0200C2E4C37B00A16BF2343D2C7
312,SP353630703C0130B26BC4B9E8A6DA288DA994CFB,1,SP,3536307,SP-3536307-03C0130B26BC4B9E8A6DA288DA994CFB
313,SP35363072E39329A9BFE4EDDB7C0DA4BE005B9F4,1,SP,3536307,SP-3536307-2E39329A9BFE4EDDB7C0DA4BE005B9F4
314,SP353630738E1F2C15F2F44D3AEBFA47848DB8B76,1,SP,3536307,SP-3536307-38E1F2C15F2F44D3AEBFA47848DB8B76
315,SP353630739C8340CEEE54519A353C1E4921B8A11,1,SP,3536307,SP-3536307-39C8340CEEE54519A353C1E4921B8A11
316,SP35363078FA0CD7AF87243C2AD4A29EF1C780683,1,SP,3536307,SP-3536307-8FA0CD7AF87243C2AD4A29EF1C780683
317,SP3536307A14D5F1196DC4FE89631A52006CE8D3A,1,SP,3536307,SP-3536307-A14D5F1196DC4FE89631A52006CE8D3A
318,SP3536307AA36A6369D48486EB1C65F08DFF7BEC0,1,SP,3536307,SP-3536307-AA36A6369D48486EB1C65F08DFF7BEC0
319,SP3536307AAED526D05264DA281EA7C8692482317,1,SP,3536307,SP-3536307-AAED526D05264DA281EA7C8692482317
320,SP3536307D3EBF3FAC8564D139139231BDCBFA492,1,SP,3536307,SP-3536307-D3EBF3FAC8564D139139231BDCBFA492
321,SP3536307E76342C0AB1F47D29C1AC5568BE76819,1,SP,3536307,SP-3536307-E76342C0AB1F47D29C1AC5568BE76819
322,SP3536307F5CDFF4EC2FB43FEA76AA177E901AA60,1,SP,3536307,SP-3536307-F5CDFF4EC2FB43FEA76AA177E901AA60
323,SP3536604B96E3840F46247E79C82046385452ADD,1,SP,3536604,SP-3536604-B96E3840F46247E79C82046385452ADD
324,SP3536703223A1829E5A4411F885257F3629DF141,1,SP,3536703,SP-3536703-223A1829E5A4411F885257F3629DF141
325,SP35381050DAFF7B4ACCA455FAA177E7A94B8F269,1,SP,3538105,SP-3538105-0DAFF7B4ACCA455FAA177E7A94B8F269
326,SP3538105D4B13E2251B3446AA7B445237DF0CBCD,1,SP,3538105,SP-3538105-D4B13E2251B3446AA7B445237DF0CBCD
327,SP35389074A6B17B442114916B860107C4F77527C,1,SP,3538907,SP-3538907-4A6B17B442114916B860107C4F77527C
328,SP35389078008D3921DFB41CFB9B89479B9A774D8,1,SP,3538907,SP-3538907-8008D3921DFB41CFB9B89479B9A774D8
329,SP35396081AE0BF2C83E34158B5C09EA38C1DFF3D,1,SP,3539608,SP-3539608-1AE0BF2C83E34158B5C09EA38C1DFF3D
330,SP3540309455A2263AE1B4CEDBF18C9A8EF56FD37,1,SP,3540309,SP-3540309-455A2263AE1B4CEDBF18C9A8EF56FD37
331,SP3540309663984AC1E8A4B0F817BC2599BBF2DA4,1,SP,3540309,SP-3540309-663984AC1E8A4B0F817BC2599BBF2DA4
332,SP3540903262EC6A45FFB45A8B306D5BB26DCAB02,1,SP,3540903,SP-3540903-262EC6A45FFB45A8B306D5BB26DCAB02
333,SP354090373F249DF772D472EA6E4054C889E3C37,1,SP,3540903,SP-3540903-73F249DF772D472EA6E4054C889E3C37
334,SP354090379CFF2423DFE491AADDFEBEBD58C253F,1,SP,3540903,SP-3540903-79CFF2423DFE491AADDFEBEBD58C253F
335,SP35409038E5E9C97601D4B569130EEC00F292D1E,1,SP,3540903,SP-3540903-8E5E9C97601D4B569130EEC00F292D1E
336,SP3540903B11929B3E6EA4E9696D1E205DB6984F0,1,SP,3540903,SP-3540903-B11929B3E6EA4E9696D1E205DB6984F0
337,SP3540903E33502A05729445AB39A789964C1ABA2,0,SP,3540903,SP-3540903-E33502A05729445AB39A789964C1ABA2
338,SP35434021DA8730846C74686A4AB4FFFEDF102CA,1,SP,3543402,SP-3543402-1DA8730846C74686A4AB4FFFEDF102CA
339,SP35434021F1F7808BB7942A7AC24E42F391C7A50,1,SP,3543402,SP-3543402-1F1F7808BB7942A7AC24E42F391C7A50
340,SP354340242E69DAFD66A48F2A2C94EF340E96EAD,1,SP,3543402,SP-3543402-42E69DAFD66A48F2A2C94EF340E96EAD
341,SP35434024B9B41D5E4C44F83BCC3BF1C40A0AD09,1,SP,3543402,SP-3543402-4B9B41D5E4C44F83BCC3BF1C40A0AD09
342,SP3543402684F1290C16E47FD88B387C429B2804F,1,SP,3543402,SP-3543402-684F1290C16E47FD88B387C429B2804F
343,SP3543402EF060FEE30C44FDB89DE102EA19D6E60,1,SP,3543402,SP-3543402-EF060FEE30C44FDB89DE102EA19D6E60
344,SP3543402FB219CA4F6AA4588AF2B80E948058DBC,1,SP,3543402,SP-3543402-FB219CA4F6AA4588AF2B80E948058DBC
345,SP35437093441624B211E459D97BC7E1C7FF2C66D,1,SP,3543709,SP-3543709-3441624B211E459D97BC7E1C7FF2C66D
346,SP354370967FEDFB442A74EFDAFED739AA5492A54,1,SP,3543709,SP-3543709-67FEDFB442A74EFDAFED739AA5492A54
347,SP3543709895E9A4CA7AA45F787AB51BFD227F7E4,1,SP,3543709,SP-3543709-895E9A4CA7AA45F787AB51BFD227F7E4
348,SP3543709F0021CE51CC64BE295FD0164556406B2,1,SP,3543709,SP-3543709-F0021CE51CC64BE295FD0164556406B2
349,SP35442021CC80758D5D14B37BA4FDB5607741084,1,SP,3544202,SP-3544202-1CC80758D5D14B37BA4FDB5607741084
350,SP35448066B687EF4F1B84898BCDF0F4308F089C9,1,SP,3544806,SP-3544806-6B687EF4F1B84898BCDF0F4308F089C9
351,SP354560531C240CD9EEA4DB795EAF79257D3A555,1,SP,3545605,SP-3545605-31C240CD9EEA4DB795EAF79257D3A555
352,SP35456054B1327CD9F0048C8AF0EF7D758D0BF69,1,SP,3545605,SP-3545605-4B1327CD9F0048C8AF0EF7D758D0BF69
353,SP3545605744C3D0EC2614782AF597E510CD204D4,1,SP,3545605,SP-3545605-744C3D0EC2614782AF597E510CD204D4
354,SP3545605FC224EA067B740748563093314CEEB53,0,SP,3545605,SP-3545605-FC224EA067B740748563093314CEEB53
355,SP354650417316620B58E4D9A804E41102F4433F8,1,SP,3546504,SP-3546504-17316620B58E4D9A804E41102F4433F8
356,SP35465046EB6A453EEE24B7985BC522A0F0E5263,1,SP,3546504,SP-3546504-6EB6A453EEE24B7985BC522A0F0E5263
357,SP3546504B94FB8D88D6B49C994D16BAB866E6567,1,SP,3546504,SP-3546504-B94FB8D88D6B49C994D16BAB866E6567
358,SP3546504FFEDB04F349B452AAED6CDB1F18A0AD3,1,SP,3546504,SP-3546504-FFEDB04F349B452AAED6CDB1F18A0AD3
359,SP354750255E0E2928C6042439DD9F30820431BAA,1,SP,3547502,SP-3547502-55E0E2928C6042439DD9F30820431BAA
360,SP3552601C14D91A2A6E546A89928041173C30A01,1,SP,3552601,SP-3552601-C14D91A2A6E546A89928041173C30A01
361,SP3552700E4D0C8F26C234432A308F245268B367B,1,SP,3552700,SP-3552700-E4D0C8F26C234432A308F245268B367B
362,SP35532037758C310E68943F68BFF6E34A3CC369B,1,SP,3553203,SP-3553203-7758C310E68943F68BFF6E34A3CC369B
363,SP3553203D7550D3273A445459C0CA1CC9F01DC82,1,SP,3553203,SP-3553203-D7550D3273A445459C0CA1CC9F01DC82
364,SP3553203E702888E159D45FDB83877FF261E2B77,1,SP,3553203,SP-3553203-E702888E159D45FDB83877FF261E2B77
365,SP355340137712E2C1B0E40B898C3E8FD406A0C5B,1,SP,3553401,SP-3553401-37712E2C1B0E40B898C3E8FD406A0C5B
366,SP3553401B6EFB97DDA6649898BC55B296A3CB982,1,SP,3553401,SP-3553401-B6EFB97DDA6649898BC55B296A3CB982
367,SP3553401C2F5B34A04294D2D8E414980BC2B2888,1,SP,3553401,SP-3553401-C2F5B34A04294D2D8E414980BC2B2888
368,SP35537080363D6D4AE3A4CF5834FC4B14EB2FD19,1,SP,3553708,SP-3553708-0363D6D4AE3A4CF5834FC4B14EB2FD19
369,SP355370803B5C2A8CCD847408C3652DFC08FBE62,1,SP,3553708,SP-3553708-03B5C2A8CCD847408C3652DFC08FBE62
370,SP3553708062438BB75E243F88F13F8CD61F84035,1,SP,3553708,SP-3553708-062438BB75E243F88F13F8CD61F84035
371,SP3553708072CF0C8240D4A7994DF49E41713C12B,1,SP,3553708,SP-3553708-072CF0C8240D4A7994DF49E41713C12B
372,SP355370807B0F70D204C4F5CAF94D3D3A65B80DC,1,SP,3553708,SP-3553708-07B0F70D204C4F5CAF94D3D3A65B80DC
373,SP35537080858FA9FDFB0409EA92DDE3863FA14D1,1,SP,3553708,SP-3553708-0858FA9FDFB0409EA92DDE3863FA14D1
374,SP355370808989150066A43F0A2B153E45E9CB678,1,SP,3553708,SP-3553708-08989150066A43F0A2B153E45E9CB678
375,SP355370808F4112E61274728B7E28D4DD2C492B7,1,SP,3553708,SP-3553708-08F4112E61274728B7E28D4DD2C492B7
376,SP3553708091EAB10770A48328E6C7B9AA8156DF2,1,SP,3553708,SP-3553708-091EAB10770A48328E6C7B9AA8156DF2
377,SP35537080A9DF8059DA24D809F05F551C8381534,1,SP,3553708,SP-3553708-0A9DF8059DA24D809F05F551C8381534
378,SP35537080B8611F8492B4FBE9F4919FD2B4CCCFB,1,SP,3553708,SP-3553708-0B8611F8492B4FBE9F4919FD2B4CCCFB
379,SP35537080CD642AFEAB8483FA6531F2D4F185ED8,1,SP,3553708,SP-3553708-0CD642AFEAB8483FA6531F2D4F185ED8
380,SP35537080D4F4186682E4B17BB2F3FFFDF818E8D,1,SP,3553708,SP-3553708-0D4F4186682E4B17BB2F3FFFDF818E8D
381,SP3553708144DADAAEE994AFA80B69844A8BA9D76,1,SP,3553708,SP-3553708-144DADAAEE994AFA80B69844A8BA9D76
382,SP35537081FF6E8317DC84083AB0B4FADBF078A89,0,SP,3553708,SP-3553708-1FF6E8317DC84083AB0B4FADBF078A89
383,SP35537082363162A99F549EB95F8BDA41D6C4C41,1,SP,3553708,SP-3553708-2363162A99F549EB95F8BDA41D6C4C41
384,SP355370826DB381602EF46B78D04BDCED4CCF582,1,SP,3553708,SP-3553708-26DB381602EF46B78D04BDCED4CCF582
385,SP355370827B4910CA6074CA387637A8086A4B195,1,SP,3553708,SP-3553708-27B4910CA6074CA387637A8086A4B195
386,SP35537082847AE9800F147A58CC6658A2275C5A5,1,SP,3553708,SP-3553708-2847AE9800F147A58CC6658A2275C5A5
387,SP3553708303FC9048EC44024BAF59200A6A2AA07,1,SP,3553708,SP-3553708-303FC9048EC44024BAF59200A6A2AA07
388,SP35537083231B91193B3460C979D63AF8CABCC5A,1,SP,3553708,SP-3553708-3231B91193B3460C979D63AF8CABCC5A
389,SP35537083A1DE70ECFE64191B6D4A8D8C9026536,1,SP,3553708,SP-3553708-3A1DE70ECFE64191B6D4A8D8C9026536
390,SP35537083CB6F6CB2CC74B658B8220A88406C647,1,SP,3553708,SP-3553708-3CB6F6CB2CC74B658B8220A88406C647
391,SP35537083F8DFC2C49614B768D2A3D8021299A0C,1,SP,3553708,SP-3553708-3F8DFC2C49614B768D2A3D8021299A0C
392,SP35537084389915C37424AF6A21D3FBF1B6D2D40,1,SP,3553708,SP-3553708-4389915C37424AF6A21D3FBF1B6D2D40
393,SP355370846CEAA409E334438AF72207E838E8D6E,1,SP,3553708,SP-3553708-46CEAA409E334438AF72207E838E8D6E
394,SP355370846D3951E4B6B4BC28D0C86ADB71FBBD5,1,SP,3553708,SP-3553708-46D3951E4B6B4BC28D0C86ADB71FBBD5
395,SP355370849A3269AAE35408995F4486D1409FA51,1,SP,3553708,SP-3553708-49A3269AAE35408995F4486D1409FA51
396,SP35537084D4F4BD089884FD8A4758EBA38D34892,1,SP,3553708,SP-3553708-4D4F4BD089884FD8A4758EBA38D34892
397,SP3553708522501587CD0421493464ECA36E4D84A,1,SP,3553708,SP-3553708-522501587CD0421493464ECA36E4D84A
398,SP355370857B0C9FFD15243E1AE7E4E422B59A16E,1,SP,3553708,SP-3553708-57B0C9FFD15243E1AE7E4E422B59A16E
399,SP35537085DC28721E7B04CEBB4175DC5087BF35C,1,SP,3553708,SP-3553708-5DC28721E7B04CEBB4175DC5087BF35C
400,SP35537085E108273477444EF9128DBEC6D97197D,1,SP,3553708,SP-3553708-5E108273477444EF9128DBEC6D97197D
401,SP35537085F2E87B8ABE847618C1AF8E982479ED6,1,SP,3553708,SP-3553708-5F2E87B8ABE847618C1AF8E982479ED6
402,SP3553708625354A6D1C147BBAA351A2653D2A5C3,1,SP,3553708,SP-3553708-625354A6D1C147BBAA351A2653D2A5C3
403,SP355370863B9D7B6A988411A8A8F3BA1744F0F60,1,SP,3553708,SP-3553708-63B9D7B6A988411A8A8F3BA1744F0F60
404,SP3553708641F8D880A6B4EE6B9640F07EEC9E7BB,1,SP,3553708,SP-3553708-641F8D880A6B4EE6B9640F07EEC9E7BB
