"","fcar","uf","munic","year","farm_area_hec","Formacao Florestal","Formacao Savanica","Cana-de-Acucar","Mosaico de Agricultura e Pastagem","Outras Lavouras Temporarias","Silvicultura","Campo Alagado e Area Pantanosa","Soja","Café","Citrus","Fomacao Campestre","Pastagem","Area Urbanizada","Rio, Lago e Oceano","Outras Areas nao Vegetadas","Outras Lavouras Perenes","Afloramento"
"146","SP-3553708-F66AFE8DED1D495281CD611D7A4191FB","SP",3553708,"2020",4.84,0,0,0.02,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","SP-3553708-FE3919987A7A436C95E6C23B8AE037DD","SP",3553708,"2020",44.32,1.73,0,40.61,1.47,0.5,0,0,0,0,0,0,0.01,0,0,0,0,0
"148","SP-3553708-FFFE9118EBBD4F838D6AEE02707824AE","SP",3553708,"2020",132.83,3.91,0,118.53,9.57,0,0,0.82,0,0,0,0,0,0,0,0,0,0
"149","SP-3556008-A53216A319964487A9B7471523E5217F","SP",3556008,"2020",16.17,0.01,0,6.25,9.65,0.05,0,0,0,0,0,0,0.22,0,0,0,0,0
"150","SP-3557154-EE2C84FCECCC48998C41E3B2BF9AFF3F","SP",3557154,"2020",15.23,0,0,14.67,0.55,0,0,0,0,0,0,0,0.01,0,0,0,0,0
"151","TO-1712504-BA4B20453B724A6CB140709E4C6EC872","TO",1712504,"2020",1342.75,185.49,199.95,0,35.35,2.65,0,25.79,1.06,0,0,1.23,890.63,0,0,0.62,0,0
"152","GO-5203500-5FD270C3D0964A1687EE9229900C5B32","GO",5203500,"2020",62.94,0,0,56.74,3.6,1.19,0,0,0.21,0,0,0,1.19,0,0,0,0,0
"153","MG-3111101-37DDE24C831A4ECAB7F1B42EFB304E64","MG",3111101,"2020",479.78,23.05,26.19,0,48.38,0,0,6.74,0,0,0,0,375.31,0,0,0.1,0,0
"154","MG-3127008-19E5ECA12A5F4A63A79E9F3BB0A174AC","MG",3127008,"2020",464.86,35.84,0,238.6,81.55,6.64,0,10.38,86.87,0,0,0,4.06,0,0.92,0,0,0
"155","MG-3127008-27159D2D7D6B4CC4908FD9474BD226CC","MG",3127008,"2020",108.61,2.52,0,0.01,78.02,0,0,2.02,0.92,0,0,0,24.56,0,0.56,0,0,0
"156","MG-3127008-5792C74FEADF4235ABCFC4F5FFAC56CC","MG",3127008,"2020",107.39,0,0,79.33,10.88,0,0,15.47,0,0,0,0,1.71,0,0,0,0,0
"157","MG-3127008-869F6ED85DC44EBBB187EA2F57A29293","MG",3127008,"2020",24.24,0,0,21.14,2.52,0,0,0,0,0,0,0,0.58,0,0,0,0,0
"158","MG-3127008-FB0EDE3FF1E043CE8AC4A52A330C901D","MG",3127008,"2020",89.4,3.02,0,20,49.24,0.92,0,9.94,0,0,0,0,1.77,0,4.5,0,0,0
"159","MG-3127107-023C43B1C60F4527A0FC38D94AA999C6","MG",3127107,"2020",66.51,0.63,0,0.01,61.49,0,0,0.7,0,0,0,0,3.67,0,0,0,0,0
"160","MG-3127107-039D91EAE0BD4C4BAEB19F0EC7940BB3","MG",3127107,"2020",296.58,3.66,2.96,164.87,100.29,6.07,0,3.01,15.43,0,0,0,0.18,0,0,0.12,0,0
"161","MG-3127107-1DDFCE8C3B584A109AC6CDB0B9B19168","MG",3127107,"2020",222.07,8.4,0,26.39,42.88,0,0,4.36,90.19,0,0,0,49.86,0,0,0,0,0
"162","MG-3127107-2C161535668C438EA44802670930F54C","MG",3127107,"2020",72.32,1.89,0,59.73,6.46,0,0,1.51,2.15,0,0,0,0.57,0,0,0,0,0
"163","MG-3127107-35CA20ACBAEE40C0918655CA7A462B92","MG",3127107,"2020",119.36,3.39,0,100.58,4.34,0,0,1.41,0,0,0,0,9.64,0,0,0,0,0
"164","MG-3127107-37B970FC7DA544639AB9B6BBD6EC91AC","MG",3127107,"2020",53.29,0,0,49.36,3.3,0,0,0,0,0,0,0,0.63,0,0,0,0,0
"165","MG-3127107-394138E76EE14B01BD7D04F557F2448A","MG",3127107,"2020",222.04,7.21,0,76.34,28.97,4.29,0,8.81,5.04,0,0,0,91.01,0,0.37,0,0,0
"166","MG-3127107-3AEB7E1F8142413A9E106835194667E3","MG",3127107,"2020",341.28,49.71,0,132.85,62.85,0,0,8.61,58.13,0,0,0,28.29,0,0.84,0,0,0
"167","MG-3127107-637632409F504878BFC7006FA10BA77C","MG",3127107,"2020",38.56,0,0,32.11,6.44,0,0,0,0,0,0,0,0,0,0,0,0,0
"168","MG-3127107-80D89C140EA64915B686ED6E6B145CC4","MG",3127107,"2020",102.43,2.25,0,66.56,25.27,0.76,0,5.62,0,0,0,0,1.3,0,0.67,0,0,0
"169","MG-3127107-9440F00DE058412093DBC1B6DB89036E","MG",3127107,"2020",269.79,10.12,0,200.37,29.48,0.59,0,10.27,0.14,0.1,0,0,18.73,0,0,0,0,0
"170","MG-3127107-990FD886189249C39FA4DA0ECF3BB684","MG",3127107,"2020",63.28,2.49,0.92,45.81,6.48,0,0,0,7.4,0,0,0,0.18,0,0,0,0,0
"171","MG-3127107-B6DB231AFFF4456E97DF8A6D3432909A","MG",3127107,"2020",124.19,0.95,0,89.97,11.29,0,0,0.52,0,0,0,0,21.47,0,0,0,0,0
"172","MG-3127107-DAE29DFF6AF4457B9077CABF09235C3E","MG",3127107,"2020",26.91,2.94,0,19.86,4.12,0,0,0,0,0,0,0,0,0,0,0,0,0
"173","MG-3127107-E2E767958AB34C46B53CDBF3DBEA02D3","MG",3127107,"2020",220.33,14.66,0,167.69,21.3,0.5,0,11.23,0,0,0,0,4.28,0,0.67,0,0,0
"174","MG-3127107-ECB798451542454B9945B283FD4AA76D","MG",3127107,"2020",316.86,11.59,0,148.69,52.62,0,0,39.98,61.86,0,0,0,2.11,0,0,0,0,0
"175","MG-3127107-FD4C40906A624CB7935880585B101775","MG",3127107,"2020",30.26,2.73,0,18.38,4.18,0.5,0,0,0,0,0,0,4.47,0,0,0,0,0
"176","MG-3129103-8C639A2EDE0D4B96B4022FB0CCD7AB69","MG",3129103,"2020",366.41,8.93,15.56,0.23,80.47,23.52,0,16.96,0,0,0,0,218.21,0,2.54,0,0,0
"177","MG-3132909-A80E8FBCD20F4606B99AF4CE0C4C5377","MG",3132909,"2020",63.57,2.02,0,0,61.48,0,0,0,0,0.07,0,0,0,0,0,0,0,0
"178","MG-3133402-218B4C0ED8374D86BC99F675F98739B6","MG",3133402,"2020",591.48,95.5,8.36,292.82,61.79,0.24,0,19.43,100.31,0,0,0,13.03,0,0,0,0,0
"179","MG-3133402-4AE73362BD4A4D7EBCCBC18696D7A50A","MG",3133402,"2020",269.84,19.4,9.23,0,37.67,0,0,11.97,0,0,0,0,191.58,0,0,0,0,0
"180","MG-3133402-9D27D72BBE794B3B99EA4791A487744C","MG",3133402,"2020",229.95,21.29,0,0.01,10.4,0,0,1.07,0,0,0,0,197.18,0,0,0,0,0
"181","MG-3133402-A7BACB394ED7406F8112E31BFFD8F94F","MG",3133402,"2020",560.24,70.15,1.63,8.01,77.48,6.99,0,10.5,0,0,0,0,384.29,0,1.18,0,0,0
"182","MG-3133402-E4FA1EE74E9647E68D6ED7D7C9679F5C","MG",3133402,"2020",149.15,17.83,0,6.62,122.46,0,0,1.73,0,0,0,0,0.51,0,0,0,0,0
"183","MG-3134202-97522C552B144E5E98B604F8C656DCB3","MG",3134202,"2020",119.4,15.11,21.96,0.28,45.65,0,0,1.88,0,0,0,0,34.52,0,0,0,0,0
"184","MG-3134202-D739BEDB3C2D4750A08C8D0F72CD35ED","MG",3134202,"2020",152.94,1.86,6.46,0.23,65.74,0.85,0,3.94,0.09,0,0,0,73.77,0,0,0,0,0
"185","MG-3134202-FAB2505E01994ED684E984E35D7C51A4","MG",3134202,"2020",146.82,9.34,4.87,0,70.48,0,0,2.73,0.07,0,0,0,59.11,0,0.23,0,0,0
"186","MG-3134400-69B42D8CB67B45E9B4823C5ECA828662","MG",3134400,"2020",1226.61,15.8,12.59,18.03,123.91,0,0,46.37,0,0,0,0,1009.23,0,0.67,0,0,0
"187","MG-3134400-A60B4300EC284D4CB1996F82616ACB95","MG",3134400,"2020",95.93,1.35,0.22,62.36,11.9,0,0,1.18,0,0,0,0,18.92,0,0,0,0,0
"188","MG-3134400-E8C6AD63D2DE4131841BDA48263B236F","MG",3134400,"2020",339.45,1.65,0,130.98,29.1,0,0,0.51,0,0,0,0,177.22,0,0,0,0,0
"189","MG-3138625-14CF79F3BE354C9F87D3E5D9F35D377C","MG",3138625,"2020",34.29,0,0,24.71,7.95,0,0,0,0,0,0,0,1.63,0,0,0,0,0
"190","MG-3138625-435A0E7834F44F1FA85C0A100E360916","MG",3138625,"2020",177.01,1.91,0,51.62,94.09,20.75,0,3.46,0,0,0,0.42,4.76,0,0,0,0,0
"191","MG-3138625-C8C4F0706BF545468EB8FFC67E5D6D07","MG",3138625,"2020",276.25,29.76,18.34,155.01,59.85,0,0,3.32,0,0,0,0,9.98,0,0,0,0,0
"192","MG-3138625-CC66CFD271BD46E5BCFB3210DCE80691","MG",3138625,"2020",101.13,0,0,78.29,4.58,0,0,0.47,13.28,0,0,0,4.5,0,0,0,0,0
"193","MG-3138625-D0FBDC75DB9A434C8D3D451A725B08F5","MG",3138625,"2020",190.77,4.35,0,0,106.21,0,0,9.79,0,0,0,0.84,68.73,0,0.84,0,0,0
"194","MG-3138625-E29D421543904F418837B39DDC1237C1","MG",3138625,"2020",194.79,21.3,0,128.25,21.98,1.01,0,1.27,0,0,0,0,20.99,0,0,0,0,0
"195","MG-3138625-EB87A49230484B798FF484B1FF6A4200","MG",3138625,"2020",212.22,0.2,3.23,168.05,12.54,0,0,2.07,0.01,0,0,0,26.1,0,0,0,0,0
"196","MG-3138625-ED438DEC29B9481C8CFD5E198F7B0A2A","MG",3138625,"2020",535.86,0.06,0,0.58,206.33,3.21,0,2.66,2.17,0,0,0,320.86,0,0,0,0,0
"197","MG-3138625-F57C6628922A4F53ABA3EB292E20A6D7","MG",3138625,"2020",118.55,11.23,0,67.4,9.18,0,0,7.77,0,0,0,0,22.97,0,0,0,0,0
"198","MG-3143203-CB84F26CBF38488E9B9EA4C591B09BE6","MG",3143203,"2020",15.28,0.78,0,0,5.24,0,0,0,0,0,0,0,9.26,0,0,0,0,0
"199","MG-3161304-F85468E766154525A8453EF6D9FE3780","MG",3161304,"2020",54.58,0.22,0,0,3.37,0,0,5.25,0,0,0,0,45.75,0,0,0,0,0
"200","MG-3165107-35FB087C3923403981C4533DCC43CCBB","MG",3165107,"2020",155.9,13.78,0,0,68,0,0,0,0,17.67,7.29,0,48.85,0,0.3,0,0,0
"201","MG-3165107-51BFE4A5B7DE4B3F8ECD879B713D209A","MG",3165107,"2020",408.72,38.38,0,102.99,140.22,0.03,0,0,3.18,0,0,0,123.93,0,0,0,0,0
"202","MG-3165107-76C7008B328042309A89F26F789DD095","MG",3165107,"2020",1450.75,145.98,0,17.1,770.53,58.73,0,0,101.04,76.04,159.3,1.51,118.02,0,0.75,1.76,0,0
"203","MS-5002902-F408AABD6F3F4837B1E38BEB0634A1CC","MS",5002902,"2020",1172.1,115.3,1.97,0,57.53,0,0,58.51,0,0,0,0,938.79,0,0,0,0,0
"204","MS-5005707-F14A9238D7F640DDA8BA7FDBFF61FFFB","MS",5005707,"2020",3628.33,48.82,0,0,114.82,102.24,4.21,297.73,1901.07,0,0,0,1153.14,0,5.57,0.55,0,0
"205","MS-5007406-8D3BA34EACF94CCCB7284963B1FE1A26","MS",5007406,"2020",2331.32,443.91,177.89,0,223.02,0,0,6.07,0,0,0,0,1476.89,0,0,3.08,0,0.46
"206","SP-3501004-45596C4A82BB4DFE94A697AAD843B319","SP",3501004,"2020",110.92,2.43,0,104.14,2.23,0.2,0,0,1.92,0,0,0,0,0,0,0,0,0
"207","SP-3501004-F18C5AE153D84462A4784E0C0555EC83","SP",3501004,"2020",135.6,50.38,0,4.11,67.55,0,0,0,13.22,0,0.27,0,0.07,0,0,0,0,0
"208","SP-3501707-B2ED87DB14844743B722F929E4CEA2E7","SP",3501707,"2020",1690.47,45.32,0,1487.94,149.72,0.05,0,6.64,0,0,0,0,0.02,0.77,0,0,0,0
"209","SP-3503208-1C0244E0088B4284B9F0FBCB36128AF7","SP",3503208,"2020",54.66,0,0,47.04,6.32,0.01,0,0.79,0,0,0,0,0.5,0,0,0,0,0
"210","SP-3503208-287FBE5BAAD44905B7DCBBFBBDFE04C7","SP",3503208,"2020",31.97,0.31,0,0.06,23.19,0.26,0,1.01,7.15,0,0,0,0,0,0,0,0,0
"211","SP-3503208-3DFC0A34B4F8483AAE28367E2FECDA63","SP",3503208,"2020",103.07,0.58,0,75.91,8.66,0,0,9.45,7.22,0,0,0,0,0,1.25,0,0,0
"212","SP-3503208-465915E18C4940B4842D2476CA3E6E49","SP",3503208,"2020",48.45,4.64,0,28.53,10.06,0,0,0.69,4.55,0,0,0,0,0,0,0,0,0
"213","SP-3503208-6484191647DD4DD4ADC439A286968CF6","SP",3503208,"2020",39.8,0,0,25.17,9.62,2.91,0,1.35,0.08,0,0,0,0,0,0,0.67,0,0
"214","SP-3503208-882E576E5E32403BB5925FCCFD66E04A","SP",3503208,"2020",24.37,0,0,18.18,5.66,0.08,0,0.44,0,0,0,0,0,0,0,0,0,0
"215","SP-3503208-A287FFAF8AB2407C89A3BF512820FD30","SP",3503208,"2020",29.58,0,0,22.95,5.06,0,0,1.57,0,0,0,0,0,0,0,0,0,0
"216","SP-3503208-C75616B7833E4963B2FE16DC4AE895EA","SP",3503208,"2020",219.95,5.9,0,197.58,12.42,0,0,4.05,0,0,0,0,0,0,0,0,0,0
"217","SP-3505500-086D12B4474F4D0C90B881E850AD68A8","SP",3505500,"2020",90.56,2.63,0,74.82,10.71,0.59,0,1.81,0,0,0,0,0,0,0,0,0,0
"218","SP-3505500-EFAAA115048748AF96F3DA7516D8CBCB","SP",3505500,"2020",302.45,3.73,0,276.09,18.9,1.34,0,0.61,1.01,0,0,0,0.2,0,0,0.59,0,0
"219","SP-3505609-7A1BD2D0BCC648AFACDFE6419EEB8BA2","SP",3505609,"2020",93.85,0,0,92.97,0,0.11,0,0,0,0,0,0,0,0,0,0.77,0,0
"220","SP-3505609-DBB12C3C0B98414C9B581A1C1C19CA3B","SP",3505609,"2020",121.02,3.54,0,91.98,9.42,0.75,0,13.45,0,0,0,0,0,0,0.48,1.17,0,0
"221","SP-3505609-E1A757307CC44C67AB8BAEC0ACFA5A18","SP",3505609,"2020",74.23,0,0,73.52,0.36,0,0,0,0,0,0,0,0,0,0,0.35,0,0
"222","SP-3505906-128E94E0246E4C759C90B5E8A60D054E","SP",3505906,"2020",57.18,0.29,0,56.79,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
"223","SP-3505906-3498352E07994602901825B26F8E8B25","SP",3505906,"2020",41.14,1.79,0,39,0,0.29,0,0.06,0,0,0,0,0,0,0,0,0,0
"224","SP-3505906-63FB67437A734824B70D2A418CA4D7B1","SP",3505906,"2020",1321.58,260.03,0,371.71,394.43,17.21,0,16.33,251.81,0.02,0,0,8.2,0,0,0,1.84,0
"225","SP-3505906-A3CDA7D9C4D747B693FF043A3280ABEC","SP",3505906,"2020",170.58,28.56,0,113.42,25.48,0,0,0.27,2.84,0,0,0,0,0,0,0,0,0
"226","SP-3507407-90EFE642E1824570B088C1F4A437EE1B","SP",3507407,"2020",23.34,0,0,0.07,9.64,0,0,0,0,0,0,0,13.63,0,0,0,0,0
"227","SP-3507803-AB779C70D0AF4B859B99D939D8BD9BB1","SP",3507803,"2020",463.03,73.64,0,60.29,199.13,0,0,0.67,0,0,0,0,126.31,0,3,0,0,0
"228","SP-3508801-049A424D41F04F768A49B506B02FC12E","SP",3508801,"2020",140.66,0.29,0,0,30.42,0,0,2.96,0,0,0,0,107,0,0,0,0,0
"229","SP-3510104-377F8CE220344ABE88BD975B99D6F38E","SP",3510104,"2020",58.33,2.43,0,46.5,9.23,0.17,0,0,0,0,0,0,0,0,0,0,0,0
"230","SP-3510104-58C10946E75340A198B0001616D4A5C3","SP",3510104,"2020",10.4,0.05,0,0.1,8.89,0,0,1.36,0,0,0,0,0,0,0,0,0,0
"231","SP-3510104-77729E533B1C404C887B08A33DC16D13","SP",3510104,"2020",120.69,2.92,0,111.08,3.84,0.22,0,0,2.59,0,0.02,0,0,0,0,0.03,0,0
"232","SP-3510104-97658C75E54F4A0EBE94AE67BE3B5AE6","SP",3510104,"2020",16.45,4.76,0,0,11.68,0,0,0,0,0,0,0,0.01,0,0,0,0,0
"233","SP-3510104-C35096844F584BC6BF5A7512A2B5E11E","SP",3510104,"2020",21.71,0.24,0,19.31,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0
"234","SP-3510708-10E4AD3602954083867326F1AF2D0D35","SP",3510708,"2020",33.22,0,0,24.82,3.72,0,0,0.51,0,0,0,0,4.16,0,0,0,0,0
"235","SP-3510708-5FA2AF2250644624A5FA6C6C30B6421E","SP",3510708,"2020",96.81,12.29,0,61.11,14.86,0,0,5.79,0.5,0,0,0,2.26,0,0,0,0,0
"236","SP-3510708-A66BA107230C493ABBE444F74CC29DC7","SP",3510708,"2020",294.47,8.71,0,217.45,40.33,0,0,11.72,7.31,0,0.05,0,5.49,0,3.41,0,0,0
"237","SP-3512001-ABCFB04321324D3694045123B5C36FA4","SP",3512001,"2020",23.57,0,0,0,18.91,0,0,2.06,2.6,0,0,0,0,0,0,0,0,0
"238","SP-3512001-B40CA7237D864DDD91ACC81F01EE4046","SP",3512001,"2020",115.09,0,0,98.72,2.71,0,0,0,13.27,0,0,0,0,0.36,0,0.02,0,0
"239","SP-3512001-F45998EAA14042DDA440DC271FF228BC","SP",3512001,"2020",175.23,0.13,0,163.42,4.22,0,0,7.22,0,0,0,0,0,0.24,0,0,0,0
"240","SP-3512100-CFDC6404FFAB4537963993A6962C85E7","SP",3512100,"2020",67.86,0,0,46.24,1.08,0.17,0,0,20.36,0,0,0,0,0,0,0,0,0
"241","SP-3514007-222BE91BF079476580F2250AAE1F3BB0","SP",3514007,"2020",15.5,0.03,0,15.03,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0
"242","SP-3514007-41B07093F1B94DB7A3380A20C37647B1","SP",3514007,"2020",38.7,1.15,0,30.78,3.11,0,0,0,1.58,0,0,0,2.08,0,0,0,0,0
"243","SP-3514007-6014F79CEECF4152A70B4A9F3D0D7B04","SP",3514007,"2020",48.73,1.99,0,42.66,4.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"244","SP-3514007-ADAAE1A8E57B468F9A4427ACB2D3C05B","SP",3514007,"2020",42.25,0,0,33.7,5.55,0.31,0,0,2.09,0,0,0,0.61,0,0,0,0,0
"245","SP-3514007-B66C8FCCCC7E4493A5B40502B6BEC627","SP",3514007,"2020",726.22,31.1,0,614.78,46.35,0,0,3.49,26.07,0,0,0,3.6,0,0,0.83,0,0
"246","SP-3514007-D09EB46840C24FC9B12F5C39C495707C","SP",3514007,"2020",270.35,15.52,0,232.47,10.69,0.86,0,1.33,9.48,0,0,0,0,0,0,0,0,0
"247","SP-3514007-E7EEB585005C488F838C46F48896EA36","SP",3514007,"2020",36.68,1.53,0,31.98,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0
"248","SP-3514601-11A7677D96A843A9847710F011126CE0","SP",3514601,"2020",22.28,0.31,0,20.19,1.53,0.25,0,0,0,0,0,0,0,0,0,0,0,0
"249","SP-3514601-28EB3D2FF85940FEAD2B28FEE6F9F9C9","SP",3514601,"2020",93.02,0.24,0,92.16,0.03,0.2,0,0.38,0,0,0,0,0,0,0,0,0,0
"250","SP-3514601-3C881044EABE4F209A7052691E20E71B","SP",3514601,"2020",8.09,0,0,8.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251","SP-3514601-50F1E7D07C8A47EEA0224061C7C75633","SP",3514601,"2020",45.38,1.26,0,33.19,5.06,0.02,0,1.4,3.69,0,0,0,0,0,0,0.75,0,0
"252","SP-3514601-65960BB5254E4C489F5BCCC097215BDF","SP",3514601,"2020",167.92,7.08,0,146.21,13.31,1.32,0,0,0,0,0,0,0,0,0,0,0,0
"253","SP-3515509-C7C684841DAF47F99CA5F2581F1B7686","SP",3515509,"2020",5.8,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0,0,0,0
"254","SP-3516705-D172E84823AC41D7935E90B9C2399E71","SP",3516705,"2020",109.95,6.73,0,0,6.66,0,0,0.12,0,0,0,0,96.44,0,0,0,0,0
"255","SP-3516903-46B9F7F777814136AB9E934BE01CA954","SP",3516903,"2020",306.52,27.94,0,53.09,103.46,0.42,0,1.87,0.5,0,0,0,119.24,0,0,0,0,0
"256","SP-3516903-E553F74759184A408C25C1C44579A069","SP",3516903,"2020",121.57,12.88,0,83.84,17.49,0.01,0,0,0,0,0,0,7.35,0,0,0,0,0
"257","SP-3516903-FA93C63E78DE451DB306ECF3A96097EE","SP",3516903,"2020",198.1,19.23,0,121.44,34.59,0,0,1.88,0,0,0,0,20.96,0,0,0,0,0
"258","SP-3517307-CC37671B36FE4C1EBC503B710CFB5E24","SP",3517307,"2020",972.09,124.72,0,0.64,93.54,2.5,0,19.88,0,0,701.34,0,19.34,0,6.9,0,3.24,0
"259","SP-3518602-06C22ADABA4C42D9A7D0E3130F943869","SP",3518602,"2020",646.27,48.87,0,450.17,92.5,1.68,0,2.21,45.84,0,0,0,4.84,0,0.16,0,0,0
"260","SP-3518602-0CC4119656A942638E45063A331FAB12","SP",3518602,"2020",21.39,1.83,0,0,4.68,0,0,0.1,9.73,0,0,0,5.05,0,0,0,0,0
"261","SP-3518602-13E023457C2F457399F52D079765D755","SP",3518602,"2020",13.36,0,0,13.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262","SP-3518602-185E28DE21774F5D8C4F3C06A85D662F","SP",3518602,"2020",24.2,1.15,0,23.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263","SP-3518602-57FFF6E3A38B47B3979ED422D9637683","SP",3518602,"2020",174.04,0.26,0,152.39,11.99,1.5,0,5.29,0,0,0,0,2.25,0,0,0.36,0,0
"264","SP-3518602-748DAA41686A4614B52CDBC091FC1C00","SP",3518602,"2020",100.83,9,0,81.25,8.71,0.04,0,1.08,0.75,0,0,0,0,0,0,0,0,0
"265","SP-3518602-81734FC125D7481A88B862DF1D04DE15","SP",3518602,"2020",519.27,31.46,0,429.17,21.72,0.5,0,35.84,0,0,0,0,0,0,0.57,0,0,0
"266","SP-3518602-86BC2C7EFEF146E29C8674243E2C4D9A","SP",3518602,"2020",382.97,18.42,0,332.92,30.32,1.31,0,0,0,0,0,0,0,0,0,0,0,0
"267","SP-3518602-8B3A6161519A44FEA5303BA48F4D1A7B","SP",3518602,"2020",439.45,26.1,0,377.81,20.38,1.04,0,8.03,6.09,0,0,0,0,0,0,0,0,0
"268","SP-3518602-A6B30ADC4EE04E9EAA0925E2AA6DE956","SP",3518602,"2020",507.95,20.75,0,423.44,46.04,0.42,0,2.53,12.59,0,0,0,2.17,0,0,0,0,0
"269","SP-3518602-B2BFA7CDA05E48F7A1DF16D619FBAB6E","SP",3518602,"2020",22.94,0.86,0,18.62,0.69,0,0,0,2.77,0,0,0,0,0,0,0,0,0
"270","SP-3518602-B5EAD3959D3B4FD18C7171A20CC2F4C8","SP",3518602,"2020",122.47,2.93,0,114.59,4.81,0.01,0,0.14,0,0,0,0,0,0,0,0,0,0
"271","SP-3518602-F476144FD55E4A22B9A170593786DC8F","SP",3518602,"2020",219.18,8.9,0,190.1,19.04,0.5,0,0.58,0.05,0,0,0,0,0,0,0,0,0
"272","SP-3518859-05F456F5BD38465882CB19787169FB6E","SP",3518859,"2020",6,0,0,4.8,0.59,0,0,0,0,0,0,0,0,0,0,0.61,0,0
"273","SP-3518859-123CD3E71ECC4BAF8A2E27738F887E9F","SP",3518859,"2020",12.68,0.43,0,12,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
"274","SP-3518859-1DDF17CEADEE4E7F8153DCAC390A35B3","SP",3518859,"2020",12,2.58,0,0.13,3.33,2.34,0,0,3.62,0,0,0,0,0,0,0,0,0
"275","SP-3518859-216C7B066099483CB2FAD17A367CEAA7","SP",3518859,"2020",33.26,0,0,32.18,0.17,0.91,0,0,0,0,0,0,0,0,0,0,0,0
"276","SP-3518859-2CC0655497324CDBAAF3DFC4A8FD3C84","SP",3518859,"2020",25.39,0,0,22.96,1.85,0,0,0,0.58,0,0,0,0,0,0,0,0,0
"277","SP-3518859-39DAF5C2AED9479F966E93B09D49137F","SP",3518859,"2020",9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278","SP-3518859-40FA7CD0173340A1BB2183E96B33BA8C","SP",3518859,"2020",512.85,63.73,0,409.71,13.79,2.08,0,22.78,0.75,0,0,0,0,0,0,0,0,0
"279","SP-3518859-487DC9F0B62A4E3AA04962A5C6255E58","SP",3518859,"2020",13.56,0,0,12.36,1.04,0,0,0.16,0,0,0,0,0,0,0,0,0,0
"280","SP-3518859-4DC2AB2E064745429BF150545D603929","SP",3518859,"2020",21,0,0,20.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
"281","SP-3518859-515A2A8DA1594C9FA3D1301F604E2180","SP",3518859,"2020",5.76,0,0,5.01,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0
"282","SP-3518859-63240DD62B4340F59C1CA01E56BBD34B","SP",3518859,"2020",24.22,0,0,20.66,3.11,0,0,0.44,0,0,0,0,0,0,0,0,0,0
"283","SP-3518859-79F3C0F51F2949C18F45E39C95F6647F","SP",3518859,"2020",105.46,0,0,57.56,39.29,0,0,0,0,0,0,0,8.62,0,0,0,0,0
"284","SP-3518859-7D381DCC6F3449F7800FDD96E8234550","SP",3518859,"2020",32.91,0,0,32.09,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0
"285","SP-3518859-7E2BE5944F304374A861244B20698E2D","SP",3518859,"2020",17.62,0,0,0,9.77,0,0,0,4.62,0,0,0,0,0,0,3.22,0,0
"286","SP-3518859-8A96EC4CE17842399A112E8FCEFBB6E8","SP",3518859,"2020",9,0,0,0.12,0.68,8.05,0,0,0.08,0,0,0,0,0,0,0.07,0,0
"287","SP-3518859-904F22DAB9734AA98635CDEB837323B3","SP",3518859,"2020",24.2,0,0,23.19,0.55,0.43,0,0.03,0,0,0,0,0,0,0,0,0,0
"288","SP-3518859-95CAD07E72B6475DB4D024D9E43A084F","SP",3518859,"2020",15.89,1.25,0,8.88,4.78,0.99,0,0,0,0,0,0,0,0,0,0,0,0
"289","SP-3518859-A6AC5ABFAD71447FB13B415EEF6CDF9E","SP",3518859,"2020",6.01,0,0,5.91,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0
"290","SP-3518859-AA397B5B63984F61A7DB27D65A3450B3","SP",3518859,"2020",12,0,0,0.28,6.03,0.82,0,0,4.88,0,0,0,0,0,0,0,0,0
"291","SP-3518859-B00060CF482549A38CEBDCE155BFCFC5","SP",3518859,"2020",18,0,0,17.32,0.62,0,0,0,0.05,0,0,0,0,0,0,0,0,0
"292","SP-3518859-BA4B12F49A9F4789BE188A9C4C606E29","SP",3518859,"2020",33.18,0,0,32.03,1.11,0,0,0,0.04,0,0,0,0,0,0,0,0,0
"293","SP-3518859-C30CA2E8307149A7AC958FD8EE95DA3C","SP",3518859,"2020",18,0,0,8.36,9.63,0,0,0,0,0,0,0,0,0,0,0.01,0,0
"294","SP-3518859-D24271E6B4814C5F81B49C7DF61ADFFE","SP",3518859,"2020",9.35,0,0,6.6,1.33,1.41,0,0,0,0,0,0,0,0,0,0,0,0
"295","SP-3518859-D91087634F12449E86217CD11A2E76D1","SP",3518859,"2020",12,0,0,10.91,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0
