"","fcar","uf","munic","year","farm_area_hec","Formacao Florestal","Formacao Savanica","Cana-de-Acucar","Mosaico de Agricultura e Pastagem","Outras Lavouras Temporarias","Silvicultura","Campo Alagado e Area Pantanosa","Soja","Café","Citrus","Fomacao Campestre","Pastagem","Area Urbanizada","Rio, Lago e Oceano","Outras Areas nao Vegetadas","Outras Lavouras Perenes","Afloramento"
"296","SP-3518859-DF058D4DC816422BB4C136AA5F0D7220","SP",3518859,"2020",25.23,0,0,24.4,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0
"297","SP-3518859-F1BF40C87ABF4C1AAC8668620BF8F989","SP",3518859,"2020",12.18,0,0,11.99,0.12,0,0,0,0.07,0,0,0,0,0,0,0,0,0
"298","SP-3518859-F2133028186248B882576FF21A649C22","SP",3518859,"2020",12.17,0,0,11.89,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0
"299","SP-3518859-F768F62373EA4D16AFF0139B86CDECDD","SP",3518859,"2020",3,0,0,0,2.97,0.03,0,0,0,0,0,0,0,0,0,0,0,0
"300","SP-3519600-35F8AEF4485A45ED8BA6472ACEB7948C","SP",3519600,"2020",61.33,7.3,0,40.54,13.26,0.23,0,0,0,0,0,0,0,0,0,0,0,0
"301","SP-3519600-CD6CD35D57494FB49DA451124DE88B0C","SP",3519600,"2020",73.07,4.16,0,60.65,7.36,0,0.75,0.15,0,0,0,0,0,0,0,0,0,0
"302","SP-3521507-DD88BC93CC7D40E29BFD85C8B3086F3E","SP",3521507,"2020",43.8,1.92,0,21,11.21,0,0,0,0,0,0,0,9.61,0,0.05,0,0,0
"303","SP-3521903-76C1E7D3340547CBA5822B0C071BA51E","SP",3521903,"2020",323.53,4.34,0,270.95,41.1,0,0,7.07,0,0,0,0,0.07,0,0,0,0,0
"304","SP-3521903-B5C1D5D919494A468180C84FE4B26CC7","SP",3521903,"2020",182.82,5.96,0,156.97,16.92,0,0,2.96,0,0,0,0,0,0,0,0,0,0
"305","SP-3521903-BA9A0D49AD1E4F8E90188416817A5DC2","SP",3521903,"2020",294.23,26.79,0,255.84,10.3,0.25,0,0.67,0,0.03,0,0,0,0,0,0,0.36,0
"306","SP-3521903-E00526DDA4BA4D31BF90F8449B7E9941","SP",3521903,"2020",103.26,4.06,0,80.34,14.72,0,0,3.89,0,0,0,0,0.25,0,0,0,0,0
"307","SP-3521903-E107AA621BC84815B6EED997D01010E8","SP",3521903,"2020",22.53,0,0,19.14,2.57,0.29,0,0.53,0,0,0,0,0,0,0,0,0,0
"308","SP-3522703-4744A99A90614109A09FBA291D6A206A","SP",3522703,"2020",1758.17,219.05,0,1135.62,298.21,63.99,0,32.78,8.53,0,0,0,0,0,0,0,0,0
"309","SP-3522703-5B3C40EA6C7F471A8B83DDFF632D1FB6","SP",3522703,"2020",22.41,0.48,0,0.3,21.62,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","SP-3522703-688843E5EE824E9EAF983F1929A3DCAB","SP",3522703,"2020",169.5,8.82,0,135.22,15.75,6.43,0,0,2.78,0,0,0,0.5,0,0,0,0,0
"311","SP-3522703-8898F03F3523441A922449D5711E382E","SP",3522703,"2020",74.31,11.85,0,47.01,15.38,0.07,0,0,0,0,0,0,0,0,0,0,0,0
"312","SP-3522703-9117EA35621241E497CF208FFB6BF50D","SP",3522703,"2020",21.57,0.3,0,0.11,21.13,0,0,0.02,0,0,0,0,0,0,0,0,0,0
"313","SP-3522703-A1595380C37641A69ECA8D7CA238931A","SP",3522703,"2020",66.49,18.99,0,0.3,40.71,1,0,5.5,0,0,0,0,0,0,0,0,0,0
"314","SP-3522703-C34A57E26DFF401B8364D75E930E6110","SP",3522703,"2020",47.54,3.55,0,41.73,2.12,0,0,0.14,0,0,0,0,0,0,0,0,0,0
"315","SP-3522703-D63E157FE78345B89EC2098A7334BDBD","SP",3522703,"2020",109.1,2.17,0,84.48,9.96,1.42,0,0,10.99,0,0,0,0.08,0,0,0,0,0
"316","SP-3524204-2BF66C8B164B499D8F010053E0860443","SP",3524204,"2020",360.4,12.52,0,333.59,5.71,0.61,0,7.92,0.04,0,0,0,0,0,0,0,0,0
"317","SP-3524303-03046467329F40E3BD3DFC1A739DB165","SP",3524303,"2020",60.73,0,0,57.25,3.22,0,0,0.26,0,0,0,0,0,0,0,0,0,0
"318","SP-3524303-04EC7A3893B644C689E6253975234CB2","SP",3524303,"2020",6.16,0.24,0,5.32,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0
"319","SP-3524303-0C5D505260CE44A49C05E898273F2EF5","SP",3524303,"2020",104.21,0,0,92.25,7.88,0.08,0,1.82,1.09,0,0,0,0,0,1.09,0,0,0
"320","SP-3524303-0D9D2A55729346DB8EA50D619743C777","SP",3524303,"2020",25.21,2.65,0,21.1,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0
"321","SP-3524303-0DC7AA65802248358DE41F64660F882A","SP",3524303,"2020",165.04,37.12,0,107.67,18.45,0,0,1.8,0,0,0,0,0,0,0,0,0,0
"322","SP-3524303-0DC942AABD574146A51CD1A38C3B9070","SP",3524303,"2020",22.26,0,0,11.6,7.38,0.05,0,0,3.25,0,0,0,0,0,0,0,0,0
"323","SP-3524303-118775A2CCDD4FBE94C84767AFF917A8","SP",3524303,"2020",330.89,31.32,0,261.74,14.33,0.17,0,1.57,19.86,0,0,0,0.67,0,1.23,0,0,0
"324","SP-3524303-12F3B0A20AA6420583FE76D8D766C059","SP",3524303,"2020",11.25,0,0,11.07,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0
"325","SP-3524303-16D9C209540044FAACA45EA6100416EE","SP",3524303,"2020",92.93,0,0,71.55,4.27,0.58,0,0.66,15.86,0,0,0,0,0,0,0,0,0
"326","SP-3524303-1739C594B4F540C59AF7B47ADBB2D62D","SP",3524303,"2020",1139.26,119.79,0,854.79,84.12,1.84,0,56.62,18.43,0,0,0,0,0,1.35,1.75,0,0
"327","SP-3524303-1E27D31489DA49238C2A65AA09684028","SP",3524303,"2020",174.46,2.01,0,159.01,11.81,0,0,0.73,0.86,0,0,0,0.04,0,0,0,0,0
"328","SP-3524303-21656AD4FE944F7CB66011E4418F4187","SP",3524303,"2020",141.92,7.9,0,109.21,12.69,0,0,0.61,11.51,0,0,0,0,0,0,0,0,0
"329","SP-3524303-244BE86A3253482D851098B4D30F836D","SP",3524303,"2020",242.98,9.73,0,210.45,19.74,0.51,0,2.41,0.14,0,0,0,0,0,0,0,0,0
"330","SP-3524303-269E8EAC5A7C4B9DBBE9C8E0790B1FC1","SP",3524303,"2020",11.95,0,0,11.61,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0
"331","SP-3524303-2805984E47D8413EA1F7FEED4A0C84DE","SP",3524303,"2020",178.61,0.21,0,173.62,2.54,0,0,1.42,0,0,0,0,0.83,0,0,0,0,0
"332","SP-3524303-2BD4A371B79841BC9627DD2444CDDE75","SP",3524303,"2020",46.69,1.06,0,33.35,10.66,0,0,0.1,0,0,0,0,1.5,0,0,0,0,0
"333","SP-3524303-35CE14E8577741088DE40B3D6C4E9A82","SP",3524303,"2020",42.67,0.62,0,8.43,6.49,1.73,0,0.72,24.68,0,0,0,0,0,0,0,0,0
"334","SP-3524303-3894CBBF24EB443882EC713BBB492DB7","SP",3524303,"2020",11.81,0.5,0,10.91,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0
"335","SP-3524303-3DC590A41CA340C08A97A187975279CD","SP",3524303,"2020",55.72,3.92,0,49.07,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0
"336","SP-3524303-45EABA24951149768D24A6F8C9E5BA8A","SP",3524303,"2020",261.25,39.93,0,205.12,15.28,0,0,0.58,0.29,0,0,0,0,0,0,0.04,0,0
"337","SP-3524303-47E7FD74ADEE4D58A7E4A0BFC9137B07","SP",3524303,"2020",29.91,0.15,0,28.55,0.99,0,0,0.22,0,0,0,0,0,0,0,0,0,0
"338","SP-3524303-4BF2884CA53D40CD816BC459457BC020","SP",3524303,"2020",122.69,30.24,0,88.18,3.19,0,0,1.09,0,0,0,0,0,0,0,0,0,0
"339","SP-3524303-4DC775351EA3433F98FD470B175BED2F","SP",3524303,"2020",9.63,0,0,9.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340","SP-3524303-577FC36D359E4056801675249F938706","SP",3524303,"2020",16.73,0,0,16.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341","SP-3524303-653E43E2C5AA42EB81CDC9AFA0DD3027","SP",3524303,"2020",31.45,0,0,30.62,0.47,0,0,0.36,0,0,0,0,0,0,0,0,0,0
"342","SP-3524303-6931815FD9A8448A903EA686136BB95E","SP",3524303,"2020",26.42,0,0,0,2.62,0,0,0,23.08,0,0,0,0,0.71,0,0,0,0
"343","SP-3524303-6D06E71E70C44C8780BDA3D724FFEA22","SP",3524303,"2020",50.62,0,0,48.19,1.89,0.13,0,0.08,0.33,0,0,0,0,0,0,0,0,0
"344","SP-3524303-6D6A603185A04DA7A83DCEDC27D53E67","SP",3524303,"2020",68.92,2.76,0,63.95,1.91,0,0,0.27,0.03,0,0,0,0,0,0,0,0,0
"345","SP-3524303-733F23B337C949A4B6314BBA22BD73A4","SP",3524303,"2020",19.49,0,0,19.37,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0
"346","SP-3524303-7657C9E80AE741A6B063D8852A3147C0","SP",3524303,"2020",11.71,0.16,0,11.22,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0
"347","SP-3524303-76C011CD099C44CE9ED727CE5F640AC9","SP",3524303,"2020",4.35,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348","SP-3524303-7719C63514204FAA8BE3E4E773DD4B26","SP",3524303,"2020",114.64,4.59,0,101.07,8.4,0,0,0,0,0.58,0,0,0,0,0,0,0,0
"349","SP-3524303-7A7AD6C4FA144A09B9066F7638202E55","SP",3524303,"2020",109.55,1.94,0,93.03,11.43,0.5,0,0.66,2,0,0,0,0,0,0,0,0,0
"350","SP-3524303-7B0E59609F274F7EB2F7C1A6609A0ABB","SP",3524303,"2020",160.52,5.42,0,135.98,11.63,1.75,0,1.59,4.15,0,0,0,0,0,0,0,0,0
"351","SP-3524303-7DEAD97D39D84F909939F7C98B260443","SP",3524303,"2020",26,0.36,0,24.12,0.81,0,0,0,0.71,0,0,0,0,0,0,0,0,0
"352","SP-3524303-7F899BC4BF434FC29BCD16956D775084","SP",3524303,"2020",294.65,0,0,257.49,20.1,0,0,5.41,0.03,0,0,0,8.81,0,2.22,0.58,0,0
"353","SP-3524303-80055BF84ED64248A45442CF30854E39","SP",3524303,"2020",8.74,0,0,8.32,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0
"354","SP-3524303-825FAA66535C4771B3AE7DEBCB03FA43","SP",3524303,"2020",30.87,0,0,27.97,2.73,0.16,0,0,0,0,0,0,0,0,0,0,0,0
"355","SP-3524303-8DC097BB871E49BCAFEEDD4DAAFDBB1E","SP",3524303,"2020",117.31,1.58,0,112.38,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0
"356","SP-3524303-91A843137212411D87BDBBD8D9F5562B","SP",3524303,"2020",27.32,0.92,0,19.96,3.61,0,0,1.07,1.37,0,0,0,0,0,0.4,0,0,0
"357","SP-3524303-935674BF20E94C1D8BDBF4A658363042","SP",3524303,"2020",24.97,0,0,22.05,2.36,0,0,0.56,0,0,0,0,0,0,0,0,0,0
"358","SP-3524303-96EC4CD7C7B043B2B787C3BE484FE090","SP",3524303,"2020",262.66,0,0,247.86,9.28,0.32,0,5.2,0,0,0,0,0,0,0,0,0,0
"359","SP-3524303-9F87FF6681004356B5CEFA7EF01A707B","SP",3524303,"2020",68.44,0,0,43.91,6.85,0,0,0.59,14.01,0,0,0,2.67,0,0.42,0,0,0
"360","SP-3524303-A4204348BA434E28ADC4E0BAB626B251","SP",3524303,"2020",183.3,0,0,146.29,26.11,0,0,3.72,0,0,0,0,7.19,0,0,0,0,0
"361","SP-3524303-A5423CB18EF04CD7B045F16FE2B2BD47","SP",3524303,"2020",16.56,0,0,16.04,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0
"362","SP-3524303-A7682ED563804138AF6A3F96D16FA05F","SP",3524303,"2020",33.62,0,0,32.23,1.03,0,0,0.36,0,0,0,0,0,0,0,0,0,0
"363","SP-3524303-A85D5BD26F6D4C50B3D21F3D2A523BC1","SP",3524303,"2020",201.4,8.03,0,160.49,5.74,0,0,5.64,21.43,0,0,0,0,0,0,0.06,0,0
"364","SP-3524303-AB82473D9B024CA9B5ABBEEA7281631A","SP",3524303,"2020",15.42,0,0,15.18,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0
"365","SP-3524303-AD6A7C7F6BB942B7A5C64F76BF4535B7","SP",3524303,"2020",164.1,0,0,146.75,9.22,0,0,1.7,4.51,0,0,0,0,0,0,1.92,0,0
"366","SP-3524303-AE1D25E0508C42BABADC23B3F41E9363","SP",3524303,"2020",65.36,0,0,65.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367","SP-3524303-B3B774AC74BD4C48A83B06BC60BDBDE8","SP",3524303,"2020",232.45,9.79,0,181.83,22.49,0.45,0,2.5,4.62,0,0,0,9.26,0,0,1.5,0,0
"368","SP-3524303-B4DB9C379C2745D381C499D50E58A337","SP",3524303,"2020",60.48,3.41,0,52.82,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0
"369","SP-3524303-B4E7D6269570418A8C7CB04464344387","SP",3524303,"2020",129.58,0,0,117.29,8.55,0,0,1.03,0.51,0,0,0,2.2,0,0,0,0,0
"370","SP-3524303-B511EABB874444398E1815F4A23331D5","SP",3524303,"2020",231.53,1.09,0,193.61,20.85,0,0,0.87,12.36,0,0,0,2,0,0,0.75,0,0
"371","SP-3524303-B81EF71D75DB4B0E824AC12E7E35D76B","SP",3524303,"2020",48.9,0.33,0,26.62,5.68,0,0,0,15.91,0,0,0,0.37,0,0,0,0,0
"372","SP-3524303-B9C6F163F39D4BCEBCD7FFDA66C50DE2","SP",3524303,"2020",149.32,2.09,0,116.43,27.24,1.01,0,0.06,2.48,0,0,0,0,0,0,0,0,0
"373","SP-3524303-BF07A71C614443019B81105D6B2A386B","SP",3524303,"2020",51.73,3.03,0,42.14,4.54,0,0,0.76,1,0,0,0,0,0,0.25,0,0,0
"374","SP-3524303-C38FF4FEA8FE4EDBB3CFFCBC52F9944C","SP",3524303,"2020",47.77,0,0,20.73,9.23,0,0,0.03,17.03,0,0,0,0.75,0,0,0,0,0
"375","SP-3524303-C3E234F167274FDF984BA17F24E3D201","SP",3524303,"2020",12.53,0.28,0,11.9,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0
"376","SP-3524303-CA5A35BC73284A4AB9E382A5B8502C1A","SP",3524303,"2020",52.66,6.49,0,36.91,8.76,0.45,0,0,0.05,0,0,0,0,0,0,0,0,0
"377","SP-3524303-CBF4F7932D364DD9AC0E39E5C37AA0A9","SP",3524303,"2020",20.24,0.48,0,18.74,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0
"378","SP-3524303-D1D92A7568234A58A13134B523E1A5B2","SP",3524303,"2020",15.24,0,0,12.25,1.64,0,0,0.52,0.83,0,0,0,0,0,0,0,0,0
"379","SP-3524303-D28288D1B1714A89839447D19A51C917","SP",3524303,"2020",13.3,0,0,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380","SP-3524303-D2CE0C792E44432CBBCCA3E48655517D","SP",3524303,"2020",144.92,4.29,0,128.56,7.02,2.36,0,0,0,0,0,0,2.67,0.02,0,0,0,0
"381","SP-3524303-D35D6052A3004C3EB96D342F15B20926","SP",3524303,"2020",110.18,3.28,0,99.07,7.48,0,0,0.36,0,0,0,0,0,0,0,0,0,0
"382","SP-3524303-D78A85C41DBA40D891D0FEA45835EF2D","SP",3524303,"2020",342.01,17.8,0,280.76,40.38,0.98,0,2.1,0,0,0,0,0,0,0,0,0,0
"383","SP-3524303-DA872C06E9EC4EA6BE3E330467FF4A18","SP",3524303,"2020",50.95,0.21,0,45.08,4.02,0.96,0,0.61,0.08,0,0,0,0,0,0,0,0,0
"384","SP-3524303-F004FC678B1B436791323E41D93FA6F3","SP",3524303,"2020",50.94,0,0,40.17,4.25,0,0,0,3.68,0,0,0,2.84,0,0,0,0,0
"385","SP-3524303-F6196583B26A4E84AB1CD3FE7039A61E","SP",3524303,"2020",39.37,0.85,0,31.8,0.01,1.32,0,0.74,4.65,0,0,0,0,0,0,0,0,0
"386","SP-3526803-E2A19DA1F75B404A97C3FC9987F2DE3D","SP",3526803,"2020",2137.88,140.98,21.46,1480.83,437.2,0,0.02,42.78,0,0,0,0,8.67,0,0,5.95,0,0
"387","SP-3527801-D3001961CD794DC3A61FC1FB19FF29CA","SP",3527801,"2020",558.4,149.02,0,0,97.15,58.4,0.15,10.56,170.57,60.39,0,0,7.24,1.39,2.82,0.07,0,0
"388","SP-3529302-0544F27689CD47FE9B9196A622BECCBB","SP",3529302,"2020",48.74,0.72,0,37.42,2.52,0.71,0,1.14,6.22,0,0,0,0,0,0,0,0,0
"389","SP-3529302-14E5A99D2ADD43F0ABAC9B62030C5BD7","SP",3529302,"2020",304.84,19.37,0,233.01,38.74,2.36,3.66,5.75,0.29,0,0,0,0,0,0.92,0.75,0,0
"390","SP-3529302-3B64FC6831D54EC4BB9BFFE93C5788CF","SP",3529302,"2020",30.82,1.8,0,0.71,0.99,0.27,0,0,27.07,0,0,0,0,0,0,0,0,0
"391","SP-3529302-4380D5F337CF486E8E3C04893F2ED9CB","SP",3529302,"2020",533.99,76.42,0,357.07,74.38,0.46,0,8.97,14.73,0,0,0,0,0.71,0,1.25,0,0
"392","SP-3529302-58D5AE64CDD448A99ADB8008BC1E4738","SP",3529302,"2020",30.24,2.11,0,19.3,8.78,0.04,0,0,0,0,0,0,0,0,0,0,0,0
"393","SP-3529302-5DA25D37430D4BE68395555524DC86D4","SP",3529302,"2020",12.2,0.51,0,9.41,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0
"394","SP-3529302-664B22D1DFC44EAEA99AA819C0EC5779","SP",3529302,"2020",199.84,11.36,0,107.6,56.58,0.05,0,3.38,0,0,0,0,20.87,0,0,0,0,0
"395","SP-3529302-6D5093B0A0384E1E967CFBDF049F18E0","SP",3529302,"2020",32.57,5.38,0,19.72,7.36,0,0,0,0.11,0,0,0,0,0,0,0,0,0
"396","SP-3529302-82866007393E4DD6B6815EE7F7982D20","SP",3529302,"2020",19.35,0.99,0,10.88,2.32,0,0,0,5.13,0,0,0,0.03,0,0,0,0,0
"397","SP-3529302-99DBFFDF4B994AAE835FCBF0850E3717","SP",3529302,"2020",21.92,7.72,0,8.24,5.29,0,0,0,0.67,0,0,0,0,0,0,0,0,0
"398","SP-3529302-A2258972C5AA43EDA1ABD6ACABB94221","SP",3529302,"2020",92.29,14.14,0,75.53,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0
"399","SP-3529302-AF136ED1760141DFB2FA0AFF59A07E3E","SP",3529302,"2020",151.36,0,0,99.53,43.46,0.06,0,0.92,7.08,0,0,0,0,0.32,0,0,0,0
"400","SP-3529302-C1A3E8E5734C4D1FAB9F4F0DB21EE95B","SP",3529302,"2020",29.71,0.72,0,19.52,9.47,0,0,0,0,0,0,0,0,0,0,0,0,0
"401","SP-3529302-D80B209D1E654D6CA87826E3B81A2985","SP",3529302,"2020",69.01,7.58,0,26.85,15.94,0,0,2.5,16.14,0,0,0,0,0,0,0,0,0
"402","SP-3529302-DA7957A5E21E456A8A18EC3BDF6350BA","SP",3529302,"2020",24.2,4.1,0,17.09,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0
"403","SP-3529302-DCEABCECB86B41A898A3555E7F34CB4F","SP",3529302,"2020",64.61,3.76,0,50.93,6.3,0,0,0.86,2.74,0,0,0,0,0,0,0.01,0,0
"404","SP-3529302-E22D1B8967CE4CB5959A0B2F759D70ED","SP",3529302,"2020",51.23,0,0,49.7,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0
"405","SP-3531001-2BAA00AF46C846518602B969223C0C0F","SP",3531001,"2020",316.75,21.89,0,3.93,239.09,0,0.59,2.9,0,0,0,0,46.35,0.16,1.84,0,0,0
"406","SP-3531308-1CE791C5730749A883CAF14C9C3D5790","SP",3531308,"2020",23.85,0.12,0,16.33,2.6,0.58,0,0.48,3.73,0,0,0,0,0,0,0,0,0
"407","SP-3531308-5A765C4491DC4648A27E5D2E884EB375","SP",3531308,"2020",28.02,0.01,0,21.52,6.08,0,0,0.41,0,0,0,0,0,0,0,0,0,0
"408","SP-3531308-AA6227303FD445209CCFBA48F79908EA","SP",3531308,"2020",108.33,2.04,0,88.69,13.77,0,0,3.31,0,0,0,0,0.16,0,0.36,0,0,0
"409","SP-3531308-BE35E05C023F488C97ABA83454C00EC4","SP",3531308,"2020",89.39,23.71,0,29.87,28.35,0,0,1.23,0,0.58,0,0,5.66,0,0,0,0,0
"410","SP-3531308-C2F56A08017A4459888CE0E69A3161F8","SP",3531308,"2020",47.89,3.28,0,34.71,7.1,0.58,0,1.88,0.33,0,0,0,0,0,0,0,0,0
"411","SP-3531308-DDC5C4B5C558434A9BE155279F32C2C1","SP",3531308,"2020",71.56,6.6,0,50.99,9.38,0,0,1.84,2.74,0,0,0,0,0,0,0,0,0
"412","SP-3531407-11DEFEE8B80D467F938BB65CBB3CED03","SP",3531407,"2020",14.68,0.76,0,7.66,3.97,0,0,0,0,1.34,0,0,0.95,0,0,0,0,0
"413","SP-3531407-29FFB0B871EA4A0498FB0FE923796389","SP",3531407,"2020",16.63,0.77,0,8.13,4.6,0,0,0.68,0,0,0,0,2.45,0,0,0,0,0
"414","SP-3532058-17D1B834B08C4F58A54D93F3B7509351","SP",3532058,"2020",83.16,2.08,0,77.75,2.91,0.42,0,0,0,0,0,0,0,0,0,0,0,0
"415","SP-3532058-2C8FEF6FBC44472F9BF843B34FF9047E","SP",3532058,"2020",178.95,6.68,0,148.95,11.37,0,0,3.67,8.28,0,0,0,0,0,0,0,0,0
"416","SP-3532058-3EE625926E4E460DB99EA36B4AE36ECD","SP",3532058,"2020",181,2.38,0,145.39,5.04,0.53,0,0.14,27.42,0,0,0,0,0.12,0,0,0,0
"417","SP-3532058-44DD409DC4644366942168E9DB5F6CE6","SP",3532058,"2020",247.64,5.05,0,187.12,35.18,2.75,0.21,3.7,12.17,0,0,0,1.46,0,0,0,0,0
"418","SP-3532058-5EEB519E6F1D48278AA1AE9743A4376D","SP",3532058,"2020",47.59,1.03,0,44.81,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0
"419","SP-3532058-61E66EAE55FF4A7290F1E3609122DFD7","SP",3532058,"2020",88.02,12.76,0,72.19,2.3,0,0,0.77,0,0,0,0,0,0,0,0,0,0
"420","SP-3532058-7982838F9DFB460D91E8C1EA4CCF8B01","SP",3532058,"2020",33.02,1.75,0,28.21,2.5,0,0,0.55,0,0,0,0,0,0,0,0,0,0
"421","SP-3532058-7CBC1A16AA2E459E8BADBDB848922FAB","SP",3532058,"2020",276.54,4.3,0,258.77,11.29,0.6,0,0,0,0,0,0,0,0,0,1.58,0,0
"422","SP-3532058-7CE470C1C14E4B388091CA616B2B348F","SP",3532058,"2020",40.21,0.03,0,39.02,0.27,0.1,0,0,0.79,0,0,0,0,0,0,0,0,0
"423","SP-3532058-80CB2E330BE2400F8CE950F2016D52D9","SP",3532058,"2020",230.06,15,0,140.71,8.98,0,0,64.33,0,0,0,0,0,0,1.04,0,0,0
"424","SP-3532058-88B7B055CC604A6B8A92269DC53843D8","SP",3532058,"2020",57.88,2.28,0,41.64,9.98,0,0,0.45,2.86,0,0,0,0,0,0,0.67,0,0
"425","SP-3532058-D6D03A06FE00481D8AB792EC1CBE55DE","SP",3532058,"2020",50.44,1.39,0,44.38,2.87,0,0,0.79,0,0,0,0,1,0,0,0,0,0
"426","SP-3532058-DACEDBABA07048FA90AE0F730E7C3587","SP",3532058,"2020",87.08,0,0,80.36,5.22,0,0,0,1.5,0,0,0,0,0,0,0,0,0
"427","SP-3532058-F326C1F844804BC886768B75673B879B","SP",3532058,"2020",78.79,0.77,0,72.51,5.1,0,0,0,0.42,0,0,0,0,0,0,0,0,0
"428","SP-3532603-52257EB5E2BD4998BFB17DF028EEAB0F","SP",3532603,"2020",94.62,14.52,0,52.31,25.4,0,0,0,0,0,0,0,2.4,0,0,0,0,0
"429","SP-3533502-298E40F0FE384774BF8BA260457E607D","SP",3533502,"2020",4.6,0.64,0,0.06,3.11,0.01,0,0,0,0,0,0,0.79,0,0,0,0,0
"430","SP-3533502-63955168FCDB4440B641CB2663870D02","SP",3533502,"2020",10.45,0.52,0,2.98,5.21,0.27,0,0.05,0,0,0,0,1.41,0,0,0,0,0
"431","SP-3533502-84756006EF5342079B4A52AD2837642C","SP",3533502,"2020",39.6,0.61,0,34.86,3.21,0,0,0.27,0,0,0,0,0.64,0,0,0,0,0
"432","SP-3533502-C381178367754D00BEE2DECFABF46C72","SP",3533502,"2020",9.68,0.94,0,0,5.16,0,0,0,0,0,0,0,3.57,0,0,0,0,0
"433","SP-3533700-5B3A3E53940A47E8B18185AA3CFD03AA","SP",3533700,"2020",56.42,1.05,0,0,16.75,33.29,0,0.69,4.47,0,0,0,0.17,0,0,0,0,0
"434","SP-3534757-163F3B4AD4204AC1ADAAB835F4F7CA16","SP",3534757,"2020",15.13,0,0,0,5.68,0,0,0.76,0,0,0,0,8.32,0,0.37,0,0,0
"435","SP-3535002-07DD7C45D3E942C98886BFBB8B06B8D0","SP",3535002,"2020",64.86,6.6,0,44.61,13.26,0,0,0.36,0,0,0,0,0.03,0,0,0,0,0
"436","SP-3535002-1680D49FBA204A7CB661F0E52301933A","SP",3535002,"2020",91.85,13.58,0,67.27,10.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0
"437","SP-3535002-1F6BB597B087407AAFBEE1C7F8FB9DD0","SP",3535002,"2020",26.2,0.73,0,12.59,9.45,0,0,0,0,0,0,0,3.43,0,0,0,0,0
"438","SP-3535002-36FD7710DDEB4FEF9F652436C122D3A7","SP",3535002,"2020",271.21,42.07,0,102.31,63.51,0,0,3.41,0,7.64,0,0,52.27,0,0,0,0,0
"439","SP-3535002-3DC863903D7C42FC9F62894F755C2800","SP",3535002,"2020",22.97,0.81,0,19.67,2.45,0,0,0,0,0,0,0,0.04,0,0,0,0,0
"440","SP-3535002-40C01BBAB3DD4547ACBB2CF3E5E0BF67","SP",3535002,"2020",14.81,0,0,6.42,4.68,0,0,0.16,0,0,0,0,3.55,0,0,0,0,0
"441","SP-3535002-415A2CFCCF6B4DC385D02C3268D01824","SP",3535002,"2020",52.48,2.08,0,24.7,16.64,0,0,7.8,0,0,0,0,1.26,0,0,0,0,0
"442","SP-3535002-585023E7A78647558214BFE24FBF611D","SP",3535002,"2020",32.48,0.42,0,19.59,10.13,0.5,0,1.78,0,0,0,0,0.06,0,0,0,0,0
"443","SP-3535002-60C312A9890F41DB909B1AEDABD152ED","SP",3535002,"2020",79.61,11.92,0,56.28,8.59,0.48,0,1.87,0,0,0,0,0.48,0,0,0,0,0
"444","SP-3535002-683FF484A1184BBF9D9D87CA7D92358A","SP",3535002,"2020",26.13,0,0,10.01,9.83,0,0,1.2,0,0,0,0,5.09,0,0,0,0,0
"445","SP-3535002-7332E87CC64447AB9B90600125687065","SP",3535002,"2020",31.82,0.59,0,25.66,3.29,0.01,0,0,0,0,0,0,2.27,0,0,0,0,0
"446","SP-3535002-7FBC29A1A88D419EBF00F797B3D62E40","SP",3535002,"2020",120.26,2.12,0,67.11,41.37,0,0,4.1,0,0,0,0,5.55,0,0,0,0,0
