"","Ano","CAR","Status","SITUACAO","CONDICAO","Area_Fazenda_Total","Area_Fazenda_Florestada","APP_Total","APP_Florestada","RESERVA_LEGAL_Total","RESERVA_LEGAL_Florestada","VEGETACAO_NATIVA_Total","VEGETACAO_NATIVA_Florestada","SERVIDAO_ADMINISTRATIVA_Total","SERVIDAO_ADMINISTRATIVA_Florestada","USO_RESTRITO_Total","USO_RESTRITO_Florestada","AREA_CONSOLIDADA_Total","AREA_CONSOLIDADA_Florestada"
"1",2019,"SP-3538006-4D0D4503216F49EC95BF6EAAF4578094","Shapefile SiCAR Processado","AT","Aguardando análise, não passível de revisão de dados",1421.76,857.81,219.06,169.54,578.43,451.43,556.22,438.32,28.73,10.53,7.51,5.13,829.78,402.81
