"","Status","CAR","Ano","SITUACAO","CONDICAO","Area_Fazenda_Total","Area_Fazenda_Florestada","Area_Fazenda_Deficit","Area_Fazenda_Deficit_%","APP_Total","APP_Florestada","APP_Deficit","APP_Deficit_%","RESERVA_LEGAL_Total","RESERVA_LEGAL_Florestada","RESERVA_LEGAL_Deficit","RESERVA_LEGAL_Deficit_%","VEGETACAO_NATIVA_Total","VEGETACAO_NATIVA_Florestada","VEGETACAO_NATIVA_Deficit","VEGETACAO_NATIVA_Deficit_%","SERVIDAO_ADMINISTRATIVA_Total","SERVIDAO_ADMINISTRATIVA_Florestada","SERVIDAO_ADMINISTRATIVA_Deficit","SERVIDAO_ADMINISTRATIVA_Deficit_%","AREA_CONSOLIDADA_Total","AREA_CONSOLIDADA_Florestada","AREA_CONSOLIDADA_Deficit","AREA_CONSOLIDADA_Deficit_%"
"1","CAR em Processado","PR-4101101-297F004298C14FDAB1875CEA64528BDE",2015,"AT","Aguardando anÃ¡lise",87.79,1.35,-86.44,-98.46,6.44,0.42,-6.02,-93.48,20.31,0.86,-19.45,-95.77,0,0,0,NA,1.49,0,-1.49,-100,59.57,0.01,-59.56,-99.98
