"","Ano","CAR","Status","SITUACAO","CONDICAO","Area_Fazenda_Total","Area_Fazenda_Florestada","APP_Total","APP_Florestada","RESERVA_LEGAL_Total","RESERVA_LEGAL_Florestada","VEGETACAO_NATIVA_Total","VEGETACAO_NATIVA_Florestada","SERVIDAO_ADMINISTRATIVA_Total","SERVIDAO_ADMINISTRATIVA_Florestada","USO_RESTRITO_Total","USO_RESTRITO_Florestada","AREA_CONSOLIDADA_Total","AREA_CONSOLIDADA_Florestada","A1","A2","A3","A4","A5","A6","A7","V11","V12","V21","V22","V23","V31","V32","cent_log","cent_lat"
"1",2022,"MG-3134806-0914F9329B2E4863928ED8110D9BEE05","Shapefile SiCAR Processado","AT","Aguardando análise",30.22,1.59,3.65,1.43,5.15,1.48,5.34,1.52,NA,NA,NA,NA,24.13,0.27,1.7,1.39,1.85,0.13,0.52,0.03,0,1.7,0.52,1.39,0.13,0.03,1.7,1.55,-46.7444663985137,-21.0453951512361
