"","Ano","CAR","Status","SITUACAO","CONDICAO","Area_Fazenda_Total","Area_Fazenda_Florestada","APP_Total","APP_Florestada","RESERVA_LEGAL_Total","RESERVA_LEGAL_Florestada","VEGETACAO_NATIVA_Total","VEGETACAO_NATIVA_Florestada","SERVIDAO_ADMINISTRATIVA_Total","SERVIDAO_ADMINISTRATIVA_Florestada","USO_RESTRITO_Total","USO_RESTRITO_Florestada","AREA_CONSOLIDADA_Total","AREA_CONSOLIDADA_Florestada","A1","A2","A3","A4","A5","A6","A7","V11","V12","V21","V22","V23","V31","V32"
"1",2018,"PR-4107801-636546A7D8B74C1BBB65362130DE677D","Shapefile SiCAR Processado","AT","Aguardando análise, não passível de revisão de dados",26.62,0.57,0.88,0.55,0.74,0.47,0.87,0.56,NA,NA,NA,NA,25.79,0.01,0.3,0.54,0.02,0.01,0.04,0,0,0.3,0.04,0.54,0.01,0,0.3,0.56
