"","Ano","CAR","Status","SITUACAO","CONDICAO","Area_Fazenda_Total","Area_Fazenda_Florestada","APP_Total","APP_Florestada","RESERVA_LEGAL_Total","RESERVA_LEGAL_Florestada","VEGETACAO_NATIVA_Total","VEGETACAO_NATIVA_Florestada","SERVIDAO_ADMINISTRATIVA_Total","SERVIDAO_ADMINISTRATIVA_Florestada","USO_RESTRITO_Total","USO_RESTRITO_Florestada","AREA_CONSOLIDADA_Total","AREA_CONSOLIDADA_Florestada"
"1",2018,"SP-3538006-4D0D4503216F49EC95BF6EAAF4578094","Shapefile SiCAR Processado","AT","Aguardando análise, não passível de revisão de dados",1421.76,769.84,219.06,168.76,578.43,448.36,556.22,435.16,28.73,10.12,7.51,5.05,829.78,318.42
