"","Ano","CAR","Status","SITUACAO","CONDICAO","Area_Fazenda_Total","Area_Fazenda_Florestada","APP_Total","APP_Florestada","RESERVA_LEGAL_Total","RESERVA_LEGAL_Florestada","VEGETACAO_NATIVA_Total","VEGETACAO_NATIVA_Florestada","SERVIDAO_ADMINISTRATIVA_Total","SERVIDAO_ADMINISTRATIVA_Florestada","USO_RESTRITO_Total","USO_RESTRITO_Florestada","AREA_CONSOLIDADA_Total","AREA_CONSOLIDADA_Florestada","A1","A2","A3","A4","A5","A6","A7","V11","V12","V21","V22","V23","V31","V32","cent_log","cent_lat"
"1",2018,"SP-3552601-FAF4B78AE948408297AC30872F1FEAB6","Shapefile SiCAR Processado","AT","Revisado, aguardando análise da equipe",204.33,9.86,11.38,5.14,33.2,4.66,0.02,0.01,0,0,NA,NA,19.37,1.86,0.01,0.01,0,0,6.24,5.13,0.01,0.01,6.24,0.01,0,5.13,0.01,5.14,-49.0285119350841,-20.9486213247481
