"","Ano","CAR","Status","SITUACAO","CONDICAO","Area_Fazenda_Total","Area_Fazenda_Florestada","APP_Total","APP_Florestada","RESERVA_LEGAL_Total","RESERVA_LEGAL_Florestada","VEGETACAO_NATIVA_Total","VEGETACAO_NATIVA_Florestada","SERVIDAO_ADMINISTRATIVA_Total","SERVIDAO_ADMINISTRATIVA_Florestada","USO_RESTRITO_Total","USO_RESTRITO_Florestada","AREA_CONSOLIDADA_Total","AREA_CONSOLIDADA_Florestada","A1","A2","A3","A4","A5","A6","A7","V11","V12","V21","V22","V23","V31","V32","cent_log","cent_lat"
"1",2019,"SP-3533254-46C7C0289CBC4D36A474DE53D201B3B6","Shapefile SiCAR Processado","AT","Revisado, aguardando aceite pelo proprietário",45.56,2.44,3.89,1.67,0,0,7.9,2.37,NA,NA,NA,NA,0.03,0,2.11,1.63,3.43,0.74,0.11,0.05,0,2.11,0.11,1.63,0.74,0.05,2.11,2.41,-48.8863861463718,-20.9859631581427
