"","Ano","CAR","Status","SITUACAO","CONDICAO","Area_Fazenda_Total","Area_Fazenda_Florestada","APP_Total","APP_Florestada","RESERVA_LEGAL_Total","RESERVA_LEGAL_Florestada","VEGETACAO_NATIVA_Total","VEGETACAO_NATIVA_Florestada","SERVIDAO_ADMINISTRATIVA_Total","SERVIDAO_ADMINISTRATIVA_Florestada","USO_RESTRITO_Total","USO_RESTRITO_Florestada","AREA_CONSOLIDADA_Total","AREA_CONSOLIDADA_Florestada","A1","A2","A3","A4","A5","A6","A7","V11","V12","V21","V22","V23","V31","V32","cent_log","cent_lat"
"1",2019,"SP-3535002-A426CF57936642579DA6EF85E3E019F3","Shapefile SiCAR Processado","AT","Revisado, aguardando aceite pelo proprietário",85.66,8.08,2.46,1.76,1.18,0.92,7.89,6.27,NA,NA,NA,NA,0.13,0,0.21,0.92,0,0,0.5,0.84,5.35,0.21,0.5,0.92,0,0.84,0.21,1.76,-49.4536030840333,-20.301503362328
