"","Ano","CAR","Status","SITUACAO","CONDICAO","Area_Fazenda_Total","Area_Fazenda_Florestada","APP_Total","APP_Florestada","RESERVA_LEGAL_Total","RESERVA_LEGAL_Florestada","VEGETACAO_NATIVA_Total","VEGETACAO_NATIVA_Florestada","SERVIDAO_ADMINISTRATIVA_Total","SERVIDAO_ADMINISTRATIVA_Florestada","USO_RESTRITO_Total","USO_RESTRITO_Florestada","AREA_CONSOLIDADA_Total","AREA_CONSOLIDADA_Florestada","A1","A2","A3","A4","A5","A6","A7","V11","V12","V21","V22","V23","V31","V32","A1.1","A2.1","A3.1","A4.1","A5.1","A6.1","A7.1","V11.1","V12.1","V21.1","V22.1","V23.1","V31.1","V32.1","A1","A2","A3","A4","A5","A6","A7","V11","V12","V21","V22","V23","V31","V32"
"1",2022,"SP-3527603-40E5FE4D4DA14D2C9D006969F5B606DB","Shapefile SiCAR Processado","AT","Aguardando análise, não passível de revisão de dados",261.89,7.6,23.71,4.97,14.72,5.86,14.73,5.86,2.85,0.04,NA,NA,235.37,0.66,7.96,4.41,1.24,1.45,10.79,0.55,0,7.96,10.79,4.41,1.45,0.55,7.96,6.42,15.91,8.82,2.49,2.9,21.59,1.11,0,23.87,32.38,13.23,4.35,1.66,15.91,12.83,23.87,13.23,2.49,2.9,32.38,1.66,0,47.74,64.76,26.46,7.25,3.33,23.87,19.25
