"","Ano","CAR","Status","SITUACAO","CONDICAO","Area_Fazenda_Total","Area_Fazenda_Florestada","APP_Total","APP_Florestada","RESERVA_LEGAL_Total","RESERVA_LEGAL_Florestada","VEGETACAO_NATIVA_Total","VEGETACAO_NATIVA_Florestada","SERVIDAO_ADMINISTRATIVA_Total","SERVIDAO_ADMINISTRATIVA_Florestada","USO_RESTRITO_Total","USO_RESTRITO_Florestada","AREA_CONSOLIDADA_Total","AREA_CONSOLIDADA_Florestada","A1","A2","A3","A4","A5","A6","A7","V11","V12","V21","V22","V23","V31","V32"
"1",2022,"SC-4210100-4B0B21C8F0C24FF4ACE43BAFAD4A46AD","Shapefile SiCAR Processado","AT","Aguardando análise",1462.27,1451.61,281.25,279.85,189.1,188.15,357.84,356.39,0.01,0.01,NA,NA,926.96,918.87,1.02,264.12,0.43,91.8,0.38,15.74,0.47,1.02,0.38,264.12,91.8,15.74,1.02,371.66
